	X54675	X54675.1	cyclophosphamide.coeff	cyclophosphamide.pvalue
PDCD2_213585_s_at	PDCD2	213585_s_at	0.939011527	0.084254765
PDCD2L_224467_s_at	PDCD2L	224467_s_at	-0.274230082	0.246095393
PDCD4_1557166_at	PDCD4	1557166_at	-0.161062508	0.307065353
PDCD5_219275_at	PDCD5	219275_at	-0.645748802	0.044483052
PDCD6_222152_at	PDCD6	222152_at	-0.361740409	0.018366801
PDCD6IP_222394_at	PDCD6IP	222394_at	0.281431114	0.130087493
PDCD7_230182_at	PDCD7	230182_at	-0.998598678	0.015455296
PDCL_204449_at	PDCL	204449_at	0.780216414	0.055593032
PDCL2_237477_at	PDCL2	237477_at	2.123476692	0.23630763
PDDC1_227968_at	PDDC1	227968_at	0.413215685	0.118215859
PDE10A_211170_s_at	PDE10A	211170_s_at	0.524597195	0.166680896
PDE11A_221110_x_at	PDE11A	221110_x_at	-1.538819271	0.033756518
PDE12_235091_at	PDE12	235091_at	-1.101052413	0.091658577
PDE1A_233547_x_at	PDE1A	233547_x_at	2.172334364	0.06099049
PDE1B_206444_at	PDE1B	206444_at	-0.135146519	0.822574718
PDE1C_207303_at	PDE1C	207303_at	-0.073759454	0.670168934
PDE2A_204134_at	PDE2A	204134_at	-0.397514453	0.347676109
PDE3A_236300_at	PDE3A	236300_at	0.144156354	0.144962943
PDE3B_208591_s_at	PDE3B	208591_s_at	0.310194615	0.348584332
PDE4A_211591_s_at	PDE4A	211591_s_at	-0.860406812	0.182526847
PDE4B_215671_at	PDE4B	215671_at	-0.62651624	0.298212191
PDE4C_206792_x_at	PDE4C	206792_x_at	-0.478219139	0.110861881
PDE4D_1554717_a_at	PDE4D	1554717_a_at	0.551090836	0.019394215
PDE4DIP_214130_s_at	PDE4DIP	214130_s_at	0.330180495	0.017775585
PDE5A_206757_at	PDE5A	206757_at	0.314527099	0.089779082
PDE6A_206623_at	PDE6A	206623_at	0.134696196	0.721118724
PDE6B_210304_at	PDE6B	210304_at	-0.602336209	0.115956338
PDE6C_211093_at	PDE6C	211093_at	0.274056001	0.832888123
PDE6D_216883_x_at	PDE6D	216883_x_at	-0.06572587	0.841213985
PDE6G_210060_at	PDE6G	210060_at	-0.541657936	0.56747366
PDE6H_206841_at	PDE6H	206841_at	-0.187946313	0.862081533
PDE7A_224046_s_at	PDE7A	224046_s_at	0.239036376	0.107883152
PDE7B_220343_at	PDE7B	220343_at	0.328917296	0.537194774
PDE8A_212522_at	PDE8A	212522_at	-0.170625211	0.36695289
PDE8B_1554789_a_at	PDE8B	1554789_a_at	0.243913919	0.025145658
PDE9A_205593_s_at	PDE9A	205593_s_at	0.344029944	0.052184227
PDGFA_229830_at	PDGFA	229830_at	-0.195311849	0.082400214
PDGFB_216061_x_at	PDGFB	216061_x_at	-0.42836656	0.189012132
PDGFC_218718_at	PDGFC	218718_at	0.079449987	0.21912555
PDGFD_219304_s_at	PDGFD	219304_s_at	0.073379633	0.410828394
PDGFRA_215305_at	PDGFRA	215305_at	-0.334207895	0.657975024
PDGFRB_202273_at	PDGFRB	202273_at	0.848137805	0.194542777
PDGFRL_205226_at	PDGFRL	205226_at	-0.150087323	0.157597657
PDHA1_1555864_s_at	PDHA1	1555864_s_at	-0.129012509	0.689700636
PDHA2_214518_at	PDHA2	214518_at	-1.010312755	0.107756438
PDHB_208911_s_at	PDHB	208911_s_at	0.158303657	0.493979843
PDHX_203067_at	PDHX	203067_at	0.09961279	0.681154676
PDIA2_206691_s_at	PDIA2	206691_s_at	-0.33982705	0.570436189
PDIA3_208612_at	PDIA3	208612_at	0.515754069	0.069183965
PDIA4_211048_s_at	PDIA4	211048_s_at	0.466784445	0.000645211
PDIA5_203857_s_at	PDIA5	203857_s_at	0.358153145	0.149706984
PDIA6_216640_s_at	PDIA6	216640_s_at	0.465305651	0.057626248
PDIK1L_227255_at	PDIK1L	227255_at	0.20272659	0.357816058
PDILT_1554970_at	PDILT	1554970_at	0.852778914	0.3358921
PDK1_226452_at	PDK1	226452_at	0.364699056	0.01883144
PDK2_213724_s_at	PDK2	213724_s_at	-0.311649773	0.179436671
PDK3_206348_s_at	PDK3	206348_s_at	-0.144603814	0.412018251
PDK4_205960_at	PDK4	205960_at	0.440688759	0.102074918
PDLIM1_208690_s_at	PDLIM1	208690_s_at	0.085428923	0.194942923
PDLIM2_232302_at	PDLIM2	232302_at	-0.993578128	0.243076761
PDLIM3_240289_at	PDLIM3	240289_at	1.194514735	0.005572384
PDLIM4_218691_s_at	PDLIM4	218691_s_at	-0.238756847	0.263741095
PDLIM5_241208_at	PDLIM5	241208_at	-0.912333252	0.224716657
PDLIM7_214122_at	PDLIM7	214122_at	-0.681821325	0.268790911
PDP1_218273_s_at	PDP1	218273_s_at	-0.118935347	0.295201265
PDP2_232861_at	PDP2	232861_at	0.193239835	0.473240084
PDPK1_204524_at	PDPK1	204524_at	-0.400068556	0.071247102
PDPN_208233_at	PDPN	208233_at	1.073934597	0.050730714
PDPR_220236_at	PDPR	220236_at	-0.467135432	0.18716626
PDRG1_225075_at	PDRG1	225075_at	0.041709257	0.870406823
PDS5A_212140_at	PDS5A	212140_at	0.669416051	0.078723635
PDS5B_1554634_at	PDS5B	1554634_at	-1.753240001	0.122178497
PDSS1_220865_s_at	PDSS1	220865_s_at	-0.298083781	0.106274956
PDSS2_1555886_at	PDSS2	1555886_at	0.243730271	0.203898657
PDX1_208559_at	PDX1	208559_at	2.884347604	0.002521114
PDXDC1_1560014_s_at	PDXDC1	1560014_s_at	-0.364770316	0.026219113
PDXK_218019_s_at	PDXK	218019_s_at	0.34815804	0.046051919
PDYN_206803_at	PDYN	206803_at	-0.427781774	0.597748746
PDZD11_223037_at	PDZD11	223037_at	-0.460041916	0.139034536
PDZD2_209493_at	PDZD2	209493_at	0.127074821	0.133464932
PDZD3_1555490_s_at	PDZD3	1555490_s_at	1.300069096	0.139508921
PDZD4_223543_at	PDZD4	223543_at	0.498744764	0.276984582
PDZD7_220555_s_at	PDZD7	220555_s_at	0.590875654	0.391973265
PDZD8_225830_at	PDZD8	225830_at	0.642561403	0.000301669
PDZD9_241572_at	PDZD9	241572_at	-0.048541635	0.95958375
PDZK1_205380_at	PDZK1	205380_at	-0.101920745	0.154039374
PDZK1IP1_219630_at	PDZK1IP1	219630_at	0.014323812	0.896227165
PDZK1P1_244468_at	PDZK1P1	244468_at	-0.68088955	0.272912864
PDZRN3_212915_at	PDZRN3	212915_at	-0.130215803	0.208604339
PDZRN4_220595_at	PDZRN4	220595_at	-0.941559703	0.554263406
PEA15_200788_s_at	PEA15	200788_s_at	0.186254627	0.353401268
PEAK1_220008_at	PEAK1	220008_at	-0.40688382	0.326684633
PEAR1_228618_at	PEAR1	228618_at	-0.148244063	0.402489965
PEBP1_205353_s_at	PEBP1	205353_s_at	0.31684307	0.082297976
PEBP4_227848_at	PEBP4	227848_at	1.556924444	0.024781714
PECAM1_208983_s_at	PECAM1	208983_s_at	0.116067732	0.461134052
PECR_221142_s_at	PECR	221142_s_at	0.221164896	0.194344068
PEF1_217923_at	PEF1	217923_at	0.427622558	0.325013075
PEG10_212092_at	PEG10	212092_at	0.126336052	0.039509547
PEG3-AS1_230068_s_at	PEG3-AS1	230068_s_at	-0.151115519	0.314362966
PEG3_209242_at	PEG3	209242_at	-0.098853947	0.199565174
PELI1_218319_at	PELI1	218319_at	0.221975589	0.030372955
PELI2_219132_at	PELI2	219132_at	0.149838159	0.20072688
PELI3_244214_at	PELI3	244214_at	-0.191291004	0.276792536
PELO_218472_s_at	PELO	218472_s_at	-0.252254011	0.26592571
PELP1_215354_s_at	PELP1	215354_s_at	0.505640002	0.048153557
PEMT_207621_s_at	PEMT	207621_s_at	0.328995482	0.211872308
PENK_213791_at	PENK	213791_at	-0.82130175	0.255510002
PEPD_202108_at	PEPD	202108_at	0.041732865	0.855710267
PER1_202861_at	PER1	202861_at	0.205484951	0.373715979
PER2_205251_at	PER2	205251_at	0.047766458	0.78071471
PER3_221045_s_at	PER3	221045_s_at	0.253836707	0.118205614
PER4_1566843_at	PER4	1566843_at	-2.643410825	0.021065107
PERP_236009_at	PERP	236009_at	0.147393113	0.471345195
PES1_202212_at	PES1	202212_at	-0.418109256	0.111214522
PET112_204300_at	PET112	204300_at	0.192016321	0.338129764
PET117_228543_at	PET117	228543_at	-0.44959001	0.078226978
PEX1_215023_s_at	PEX1	215023_s_at	0.382879844	0.068956897
PEX10_206352_s_at	PEX10	206352_s_at	0.180901973	0.600062453
PEX11A_205160_at	PEX11A	205160_at	0.024190888	0.849464903
PEX11B_202658_at	PEX11B	202658_at	0.154691542	0.395059656
PEX11G_244126_at	PEX11G	244126_at	0.284069217	0.578987081
PEX12_205094_at	PEX12	205094_at	0.08229496	0.720192598
PEX13_1556009_at	PEX13	1556009_at	0.101289085	0.485557597
PEX14_1558915_a_at	PEX14	1558915_a_at	0.394854404	0.488615878
PEX16_49878_at	PEX16	49878_at	-0.264463004	0.436777084
PEX19_201706_s_at	PEX19	201706_s_at	0.329870609	0.119312186
PEX2_228225_at	PEX2	228225_at	0.427553843	0.266053103
PEX26_219180_s_at	PEX26	219180_s_at	-0.58185969	0.048829502
PEX3_203970_s_at	PEX3	203970_s_at	0.347520317	0.209286494
PEX5_203244_at	PEX5	203244_at	0.025863594	0.923731792
PEX5L-AS2_240708_at	PEX5L-AS2	240708_at	0.544165767	0.683262526
PEX5L_222910_s_at	PEX5L	222910_s_at	0.573319357	0.058013698
PEX6_320_at	PEX6	320_at	0.224831062	0.1927012
PEX7_211033_s_at	PEX7	211033_s_at	0.066712741	0.784481181
PF4_206390_x_at	PF4	206390_x_at	0.254405673	0.72221972
PF4V1_207815_at	PF4V1	207815_at	0.329109857	0.816242654
PFAS_213302_at	PFAS	213302_at	0.129621479	0.38196962
PFDN1_201507_at	PFDN1	201507_at	-0.446633201	0.248154029
PFDN2_218336_at	PFDN2	218336_at	-0.008345004	0.965943114
PFDN4_205362_s_at	PFDN4	205362_s_at	-0.216232841	0.24340395
PFDN5_210908_s_at	PFDN5	210908_s_at	0.346966387	0.481054408
PFDN6_222029_x_at	PFDN6	222029_x_at	0.353626774	0.198210155
PFKFB1_240883_at	PFKFB1	240883_at	-1.61076614	0.215403806
PFKFB2_209992_at	PFKFB2	209992_at	0.577104453	0.006415521
PFKFB3_202464_s_at	PFKFB3	202464_s_at	-0.236195768	0.225525248
PFKFB4_228499_at	PFKFB4	228499_at	0.149813465	0.54087422
PFKL_201102_s_at	PFKL	201102_s_at	0.146415001	0.609806247
PFKM_210976_s_at	PFKM	210976_s_at	0.177818284	0.48660717
PFKP_201037_at	PFKP	201037_at	0.117935252	0.521415155
PFN1_200634_at	PFN1	200634_at	0.582463009	0.066555759
PFN2_204992_s_at	PFN2	204992_s_at	0.076017821	0.56799161
PFN4_235627_at	PFN4	235627_at	-0.069710863	0.900372339
PGA3_240514_at	PGA3	240514_at	-1.026293367	0.385401196
PGAM1_200886_s_at	PGAM1	200886_s_at	-0.00128479	0.997841736
PGAM2_205736_at	PGAM2	205736_at	-1.723077074	0.080931203
PGAM5_1553837_at	PGAM5	1553837_at	0.125941458	0.827864671
PGAP1_241801_at	PGAP1	241801_at	0.195190154	0.226435963
PGAP2_41858_at	PGAP2	41858_at	0.398029125	0.118015163
PGAP3_221811_at	PGAP3	221811_at	0.215644157	0.154190538
PGBD1_235411_at	PGBD1	235411_at	0.066874135	0.715491964
PGBD2_238004_at	PGBD2	238004_at	0.076014775	0.713369227
PGBD3_232287_at	PGBD3	232287_at	0.016738287	0.944414169
PGBD4_243815_at	PGBD4	243815_at	-0.306905865	0.180425244
PGBD5_219225_at	PGBD5	219225_at	-0.007282762	0.954224811
PGC_1555236_a_at	PGC	1555236_a_at	0.741905733	0.270174334
PGD_201118_at	PGD	201118_at	0.374363153	0.074591039
PGF_215179_x_at	PGF	215179_x_at	-0.313282977	0.262187565
PGGT1B_244684_at	PGGT1B	244684_at	1.278764872	0.104953257
PGK1_217383_at	PGK1	217383_at	0.122428396	0.634524484
PGK2_217009_at	PGK2	217009_at	-0.069901513	0.93230356
PGLS_230699_at	PGLS	230699_at	-0.575935341	0.195838278
PGLYRP1_207384_at	PGLYRP1	207384_at	-1.2457321	0.182411337
PGLYRP2_242817_at	PGLYRP2	242817_at	-0.310665353	0.334742289
PGLYRP3_1553059_at	PGLYRP3	1553059_at	1.111000784	0.502537676
PGLYRP4_220944_at	PGLYRP4	220944_at	-0.114193991	0.866615707
PGM1_201968_s_at	PGM1	201968_s_at	0.148594345	0.162427452
PGM2_223738_s_at	PGM2	223738_s_at	-0.453736581	0.084575527
PGM2L1_238417_at	PGM2L1	238417_at	0.166971709	0.493313704
PGM3_210041_s_at	PGM3	210041_s_at	-0.367831577	0.24611132
PGM5_226303_at	PGM5	226303_at	-1.074389977	0.028683645
PGM5P1_1560431_at	PGM5P1	1560431_at	-0.102028201	0.629275345
PGP_222622_at	PGP	222622_at	-0.294697326	0.207888156
PGPEP1_223469_at	PGPEP1	223469_at	0.30166618	0.301187405
PGR_208305_at	PGR	208305_at	-0.274979764	0.03686408
PGRMC1_201121_s_at	PGRMC1	201121_s_at	0.364324735	0.420873933
PGRMC2_213227_at	PGRMC2	213227_at	0.325458078	0.126974851
PGS1_219394_at	PGS1	219394_at	-0.44548423	0.30994725
PHACTR1_232045_at	PHACTR1	232045_at	0.258442641	0.71554338
PHACTR2_227947_at	PHACTR2	227947_at	0.060917608	0.680054014
PHACTR3_227949_at	PHACTR3	227949_at	0.147651883	0.422253057
PHACTR4_219235_s_at	PHACTR4	219235_s_at	0.746256485	0.008084119
PHAX_234405_s_at	PHAX	234405_s_at	-0.510798586	0.081821767
PHB_200658_s_at	PHB	200658_s_at	-0.317140012	0.325530604
PHB2_201600_at	PHB2	201600_at	0.097429341	0.774470917
PHC1_218338_at	PHC1	218338_at	0.348299125	0.007449676
PHC2_238131_at	PHC2	238131_at	-0.955132182	0.03310449
PHC3_226508_at	PHC3	226508_at	-0.407507774	0.150236136
PHEX_239229_at	PHEX	239229_at	-0.044074553	0.693650897
PHF1_202928_s_at	PHF1	202928_s_at	0.190777271	0.476202679
PHF10_225048_at	PHF10	225048_at	0.259579975	0.060161528
PHF11_221816_s_at	PHF11	221816_s_at	0.048315962	0.796768032
PHF12_231815_at	PHF12	231815_at	0.989832281	0.055766691
PHF13_225005_at	PHF13	225005_at	0.558401935	0.052124169
PHF14_204525_at	PHF14	204525_at	0.325293614	0.117225704
PHF15_212660_at	PHF15	212660_at	-0.3385733	0.044876943
PHF16_204866_at	PHF16	204866_at	0.452930823	0.070459769
PHF17_225816_at	PHF17	225816_at	-0.053976811	0.771502419
PHF19_227212_s_at	PHF19	227212_s_at	-0.496632392	0.007601611
PHF2_212726_at	PHF2	212726_at	0.465921607	0.05379988
PHF20_1569906_s_at	PHF20	1569906_s_at	-0.277374115	0.185759995
PHF20L1_227523_s_at	PHF20L1	227523_s_at	-0.675894749	0.050380993
PHF21A_227090_at	PHF21A	227090_at	1.344897688	0.026647081
PHF21B_1560091_a_at	PHF21B	1560091_a_at	-0.50555681	0.601215622
PHF23_223081_at	PHF23	223081_at	0.475749624	0.224878312
PHF2P1_1561961_at	PHF2P1	1561961_at	0.057202838	0.804471396
PHF3_217952_x_at	PHF3	217952_x_at	0.515952485	0.040893901
PHF5A_225309_at	PHF5A	225309_at	-0.192463222	0.356150239
PHF6_225501_at	PHF6	225501_at	0.535498671	0.184672283
PHF7_221930_at	PHF7	221930_at	-0.467341134	0.361456609
PHF8_212916_at	PHF8	212916_at	0.701829873	0.002612271
PHGDH_201397_at	PHGDH	201397_at	0.167159405	0.145950348
PHGR1_230485_at	PHGR1	230485_at	0.311919638	0.74432618
PHIP_1557363_a_at	PHIP	1557363_a_at	1.192024852	0.074070123
PHKA1-AS1_237219_at	PHKA1-AS1	237219_at	1.250785887	0.357694456
PHKA1_205450_at	PHKA1	205450_at	0.051675126	0.73639982
PHKA2_1559705_s_at	PHKA2	1559705_s_at	0.598779197	0.069204288
PHKB_242248_at	PHKB	242248_at	-0.273013271	0.131377119
PHKG1_207312_at	PHKG1	207312_at	-0.468292012	0.390588674
PHKG2_1556369_a_at	PHKG2	1556369_a_at	-1.209205971	0.007204349
PHLDA1_217996_at	PHLDA1	217996_at	-0.033076274	0.592293381
PHLDA2_209803_s_at	PHLDA2	209803_s_at	-0.249842834	0.002088904
PHLDA3_218634_at	PHLDA3	218634_at	0.061716003	0.62446102
PHLDB1_212134_at	PHLDB1	212134_at	0.965046393	0.001140592
PHLDB2_1554778_at	PHLDB2	1554778_at	1.077563152	0.32944601
PHLDB3_236082_at	PHLDB3	236082_at	-1.244644762	0.055475828
PHLPP1_212719_at	PHLPP1	212719_at	0.366413648	0.024908442
PHLPP2_213407_at	PHLPP2	213407_at	-0.231904418	0.356234176
PHOSPHO1_236218_at	PHOSPHO1	236218_at	-0.000600647	0.999418505
PHOSPHO2_237756_at	PHOSPHO2	237756_at	-0.561236042	0.241779387
PHOX2A_214609_at	PHOX2A	214609_at	0.302881307	0.768340201
PHOX2B_207009_at	PHOX2B	207009_at	-0.341508101	0.738940567
PHPT1_223207_x_at	PHPT1	223207_x_at	-0.432972628	0.162278083
PHRF1_234952_s_at	PHRF1	234952_s_at	0.415745581	0.081761756
PHTF1_215285_s_at	PHTF1	215285_s_at	0.169108343	0.332139284
PHTF2_217097_s_at	PHTF2	217097_s_at	0.20470962	0.236045276
PHYH_203335_at	PHYH	203335_at	0.181246719	0.444220651
PHYHD1_226846_at	PHYHD1	226846_at	-0.01614126	0.921155803
PHYHIP_205325_at	PHYHIP	205325_at	-0.962309159	0.204545835
PHYHIPL_226623_at	PHYHIPL	226623_at	-0.160643072	0.846608187
PI15_229947_at	PI15	229947_at	-0.063220528	0.860068342
PI16_228312_at	PI16	228312_at	-0.704737949	0.252944554
PI3_203691_at	PI3	203691_at	-0.068399985	0.316806894
PI4K2A_215134_at	PI4K2A	215134_at	0.065800945	0.769228086
PI4K2B_222631_at	PI4K2B	222631_at	-0.217950125	0.498776516
PI4KA_207081_s_at	PI4KA	207081_s_at	-0.187387713	0.440717562
PI4KB_210417_s_at	PI4KB	210417_s_at	0.219050632	0.314302403
PIAS1_217863_at	PIAS1	217863_at	0.626048859	0.157173941
PIAS2_214593_at	PIAS2	214593_at	0.566001671	0.240900788
PIAS3_203035_s_at	PIAS3	203035_s_at	0.168505465	0.440134821
PIAS4_212881_at	PIAS4	212881_at	0.166762576	0.540899385
PIBF1_213239_at	PIBF1	213239_at	0.125131957	0.563791267
PICALM_212506_at	PICALM	212506_at	0.424359165	0.116906968
PICK1_204746_s_at	PICK1	204746_s_at	-0.300064026	0.55875815
PID1_237866_at	PID1	237866_at	-1.711414409	0.117935396
PIDD_221640_s_at	PIDD	221640_s_at	0.25597591	0.252443784
PIEZO1_1566111_at	PIEZO1	1566111_at	-0.518963145	0.255511667
PIEZO2_1563584_at	PIEZO2	1563584_at	-0.743959391	0.473761614
PIF1_1555591_at	PIF1	1555591_at	-0.18834276	0.276842509
PIGA_205281_s_at	PIGA	205281_s_at	0.143524625	0.64044075
PIGB_242760_x_at	PIGB	242760_x_at	-0.695004764	0.023025685
PIGC_216593_s_at	PIGC	216593_s_at	0.190222403	0.493050641
PIGF_205078_at	PIGF	205078_at	0.15471001	0.575497135
PIGG_231692_at	PIGG	231692_at	-1.489880718	0.169598359
PIGH_209625_at	PIGH	209625_at	0.061221471	0.807574893
PIGK_227639_at	PIGK	227639_at	0.32760708	0.075578974
PIGL_232262_at	PIGL	232262_at	0.132198564	0.581912221
PIGM_235168_at	PIGM	235168_at	0.190677666	0.275702267
PIGN_219048_at	PIGN	219048_at	0.175603043	0.17414799
PIGO_209998_at	PIGO	209998_at	0.351715218	0.209340194
PIGP_221689_s_at	PIGP	221689_s_at	-0.130641714	0.67322109
PIGQ_204144_s_at	PIGQ	204144_s_at	0.705116924	0.150535007
PIGR_226147_s_at	PIGR	226147_s_at	0.072278511	0.410317975
PIGS_223148_at	PIGS	223148_at	0.769138463	0.015417084
PIGT_1568986_x_at	PIGT	1568986_x_at	-0.280872845	0.477050721
PIGU_225903_at	PIGU	225903_at	0.396954058	0.144798986
PIGV_219238_at	PIGV	219238_at	0.306523172	0.253003209
PIGW_1558292_s_at	PIGW	1558292_s_at	0.01954222	0.911649571
PIGX_1563111_a_at	PIGX	1563111_a_at	-0.366448069	0.11087104
PIGY_224661_at	PIGY	224661_at	-0.142222088	0.634934756
PIGZ_220041_at	PIGZ	220041_at	0.158790991	0.391903928
PIH1D1_217872_at	PIH1D1	217872_at	0.151287208	0.617697936
PIH1D2_235062_at	PIH1D2	235062_at	0.215771004	0.455565065
PIH2_234420_at	PIH2	234420_at	0.430028372	0.697913502
PIK3AP1_1554508_at	PIK3AP1	1554508_at	1.621829611	0.055256894
PIK3C2A_1569022_a_at	PIK3C2A	1569022_a_at	-0.274118326	0.278645015
PIK3C2B_204484_at	PIK3C2B	204484_at	0.05413256	0.792099443
PIK3C2G_215129_at	PIK3C2G	215129_at	0.286099999	0.014126859
PIK3C3_1569272_at	PIK3C3	1569272_at	-1.455560742	0.094030491
PIK3CA_204369_at	PIK3CA	204369_at	0.212835016	0.467449692
PIK3CB_217620_s_at	PIK3CB	217620_s_at	-0.519493261	0.04625242
PIK3CD_211230_s_at	PIK3CD	211230_s_at	0.198135873	0.738491386
PIK3CG_206369_s_at	PIK3CG	206369_s_at	0.51607311	0.531340527
PIK3IP1_221757_at	PIK3IP1	221757_at	-0.6206339	0.138750781
PIK3R1_212240_s_at	PIK3R1	212240_s_at	0.233946635	0.029376613
PIK3R2_207105_s_at	PIK3R2	207105_s_at	0.641499439	0.11319678
PIK3R3_202743_at	PIK3R3	202743_at	0.058003402	0.609536758
PIK3R4_216752_at	PIK3R4	216752_at	-0.815819731	0.343282487
PIK3R5_227553_at	PIK3R5	227553_at	1.189988804	0.169085743
PIK3R6_1558770_a_at	PIK3R6	1558770_a_at	1.340910669	0.369565639
PIKFYVE_1553917_at	PIKFYVE	1553917_at	1.104327219	0.107141354
PILRA_219788_at	PILRA	219788_at	-0.376446951	0.601549316
PILRB_220954_s_at	PILRB	220954_s_at	0.084206421	0.672072834
PIM1_209193_at	PIM1	209193_at	0.343944881	0.148797784
PIM2_204269_at	PIM2	204269_at	0.140298779	0.720232558
PIM3_224739_at	PIM3	224739_at	-0.453763187	0.105879409
PIN1_202927_at	PIN1	202927_at	0.014093543	0.968257862
PIN1P1_207582_at	PIN1P1	207582_at	-0.786858151	0.257203228
PIN4_204572_s_at	PIN4	204572_s_at	0.404968741	0.160302977
PINK1_209018_s_at	PINK1	209018_s_at	-0.178205387	0.325266454
PINX1_223907_s_at	PINX1	223907_s_at	-0.445534308	0.207865285
PION_222150_s_at	PION	222150_s_at	0.067844972	0.531983523
PIP_206509_at	PIP	206509_at	-0.10787352	0.310268154
PIP4K2A_212829_at	PIP4K2A	212829_at	0.081442471	0.594953262
PIP4K2B_201080_at	PIP4K2B	201080_at	0.686425184	0.000375179
PIP4K2C_218942_at	PIP4K2C	218942_at	0.013883856	0.916413906
PIP5K1A_207391_s_at	PIP5K1A	207391_s_at	-0.357327781	0.302853346
PIP5K1B_217477_at	PIP5K1B	217477_at	0.530848908	0.546453485
PIP5K1C_212518_at	PIP5K1C	212518_at	0.659153628	0.028235195
PIP5KL1_243116_at	PIP5KL1	243116_at	0.063336112	0.901346204
PIPOX_221605_s_at	PIPOX	221605_s_at	-0.466755238	0.483627248
PIR_207469_s_at	PIR	207469_s_at	-0.114063364	0.546875106
PIRT_232887_at	PIRT	232887_at	-0.798887359	0.369368586
PISD_202392_s_at	PISD	202392_s_at	-0.304860522	0.07309245
PITHD1_223124_s_at	PITHD1	223124_s_at	0.450992749	0.083479724
PITPNA_201191_at	PITPNA	201191_at	0.396007881	0.076722124
PITPNB_202522_at	PITPNB	202522_at	-0.31652277	0.279987945
PITPNC1_238649_at	PITPNC1	238649_at	0.517277828	0.061697581
PITPNM1_203826_s_at	PITPNM1	203826_s_at	0.322293853	0.214011004
PITPNM2_1552923_a_at	PITPNM2	1552923_a_at	-0.835874305	0.498345929
PITPNM3_221254_s_at	PITPNM3	221254_s_at	1.515767391	0.05309832
PITRM1_205273_s_at	PITRM1	205273_s_at	0.20313831	0.404059857
PITX1_208502_s_at	PITX1	208502_s_at	-0.148264178	0.091994202
PITX2_207558_s_at	PITX2	207558_s_at	0.186236423	0.214183958
PITX3_208277_at	PITX3	208277_at	0.295496337	0.661715809
PIWIL1_214868_at	PIWIL1	214868_at	-0.796955118	0.512677405
PIWIL2_239303_at	PIWIL2	239303_at	-1.218578905	0.145935672
PIWIL4_230480_at	PIWIL4	230480_at	0.204866571	0.369051951
PJA1_218667_at	PJA1	218667_at	0.605576254	0.026680284
PJA2_201133_s_at	PJA2	201133_s_at	0.638292391	0.016402881
PKD1_202328_s_at	PKD1	202328_s_at	0.493825031	0.147401708
PKD1L1_1563465_at	PKD1L1	1563465_at	0.837799764	0.247559215
PKD1L2_244444_at	PKD1L2	244444_at	-0.098409411	0.517705662
PKD1P1_221501_x_at	PKD1P1	221501_x_at	-0.039107745	0.882944405
PKD2_203688_at	PKD2	203688_at	0.266750846	0.123883285
PKD2L1_221061_at	PKD2L1	221061_at	-0.018825088	0.984740912
PKD2L2_221118_at	PKD2L2	221118_at	0.872909149	0.391697561
PKDCC_225380_at	PKDCC	225380_at	0.378654416	0.003588165
PKDREJ_220548_at	PKDREJ	220548_at	-0.347969726	0.62618931
PKHD1_241694_at	PKHD1	241694_at	0.394902877	0.19073389
PKHD1L1_230673_at	PKHD1L1	230673_at	-2.143851719	0.034429938
PKI55_214717_at	PKI55	214717_at	0.470308818	0.020856524
PKIA_204612_at	PKIA	204612_at	0.088740836	0.352862081
PKIB_223551_at	PKIB	223551_at	-0.049738084	0.389440244
PKIG_202732_at	PKIG	202732_at	0.085570055	0.41839981
PKLR_207858_s_at	PKLR	207858_s_at	1.233301597	0.263685099
PKM2_201251_at	PKM2	201251_at	0.073966485	0.751886948
PKMYT1_204267_x_at	PKMYT1	204267_x_at	-0.376674503	0.312169495
PKN1_202161_at	PKN1	202161_at	0.124495851	0.501188855
PKN2_212628_at	PKN2	212628_at	0.208018331	0.172805102
PKN3_226299_at	PKN3	226299_at	0.044646378	0.801765414
PKNOX1_54051_at	PKNOX1	54051_at	1.33122152	0.001717537
PKNOX2_63305_at	PKNOX2	63305_at	1.571763759	0.158642716
PKP1_205724_at	PKP1	205724_at	-0.25104548	0.209656956
PKP2_207717_s_at	PKP2	207717_s_at	0.096739607	0.225301938
PKP3_209873_s_at	PKP3	209873_s_at	-0.094814482	0.662993364
PKP4_201929_s_at	PKP4	201929_s_at	0.3194019	0.052429726
PLA1A_219584_at	PLA1A	219584_at	-0.709174277	0.298312504
PLA2G10_207222_at	PLA2G10	207222_at	-0.263040161	0.204375348
PLA2G12A_223373_s_at	PLA2G12A	223373_s_at	-0.244920001	0.261949871
PLA2G12B_224411_at	PLA2G12B	224411_at	0.295748613	0.720526384
PLA2G15_204458_at	PLA2G15	204458_at	-0.918835688	0.013767842
PLA2G16_235110_at	PLA2G16	235110_at	0.318580687	0.10278824
PLA2G1B_206311_s_at	PLA2G1B	206311_s_at	0.922642171	0.228902979
PLA2G2A_203649_s_at	PLA2G2A	203649_s_at	-0.108165301	0.500151507
PLA2G2D_220423_at	PLA2G2D	220423_at	-0.390128563	0.617091304
PLA2G2E_221389_at	PLA2G2E	221389_at	0.409953452	0.608579689
PLA2G2F_221416_at	PLA2G2F	221416_at	0.365289594	0.767547827
PLA2G3_220780_at	PLA2G3	220780_at	-0.354021177	0.368343909
PLA2G4A_210145_at	PLA2G4A	210145_at	-0.019702331	0.827632452
