	X54675	X54675.1	cyclophosphamide.coeff	cyclophosphamide.pvalue
PLA2G4C_1554810_at	PLA2G4C	1554810_at	-1.258260646	0.217081964
PLA2G4D_1554914_at	PLA2G4D	1554914_at	-0.277673596	0.840191625
PLA2G4F_235958_at	PLA2G4F	235958_at	-0.54614486	0.431893352
PLA2G5_215870_s_at	PLA2G5	215870_s_at	-0.478527739	0.563520698
PLA2G6_210647_x_at	PLA2G6	210647_x_at	0.495446367	0.144653181
PLA2G7_206214_at	PLA2G7	206214_at	-0.366352515	0.172959595
PLA2R1_210194_at	PLA2R1	210194_at	0.825489941	0.293805187
PLAA_209532_at	PLAA	209532_at	0.371569763	0.256848108
PLAC1_219702_at	PLAC1	219702_at	0.040154503	0.85422053
PLAC1L_1557085_at	PLAC1L	1557085_at	0.551061117	0.661422428
PLAC2_244374_at	PLAC2	244374_at	-0.257031899	0.461906334
PLAC4_227519_at	PLAC4	227519_at	1.517029359	0.1268632
PLAC8_219014_at	PLAC8	219014_at	0.025479518	0.579963275
PLAC8L1_237783_at	PLAC8L1	237783_at	-0.575412889	0.378617484
PLAC9_227419_x_at	PLAC9	227419_x_at	-1.284320585	0.215206987
PLAG1_205372_at	PLAG1	205372_at	0.120756919	0.306978915
PLAGL1_207943_x_at	PLAGL1	207943_x_at	0.123036613	0.153804051
PLAGL2_202925_s_at	PLAGL2	202925_s_at	0.219127252	0.345313754
PLAT_201860_s_at	PLAT	201860_s_at	0.012615912	0.828869443
PLAU_205479_s_at	PLAU	205479_s_at	0.015458119	0.78692192
PLAUR_214866_at	PLAUR	214866_at	-0.064755615	0.486092954
PLB1_1553310_at	PLB1	1553310_at	0.634303552	0.525247338
PLBD1_222639_s_at	PLBD1	222639_s_at	0.595824424	0.270349885
PLBD2_228845_at	PLBD2	228845_at	0.266124969	0.439535218
PLCB1_211925_s_at	PLCB1	211925_s_at	-0.476026456	0.201216137
PLCB2_210388_at	PLCB2	210388_at	-0.861362421	0.410395689
PLCB3_213384_x_at	PLCB3	213384_x_at	0.536091673	0.088548348
PLCB4_240728_at	PLCB4	240728_at	-0.200954485	0.16653179
PLCD1_205125_at	PLCD1	205125_at	0.26200718	0.303070453
PLCD3_234971_x_at	PLCD3	234971_x_at	-0.377666505	0.132636305
PLCD4_224505_s_at	PLCD4	224505_s_at	0.043596476	0.878255643
PLCE1_1566739_at	PLCE1	1566739_at	-1.356079079	0.109066948
PLCG1_216551_x_at	PLCG1	216551_x_at	0.750423392	0.070363572
PLCG2_204613_at	PLCG2	204613_at	-0.09144756	0.543103157
PLCH1_216634_at	PLCH1	216634_at	0.805003859	0.008632181
PLCH2_206080_at	PLCH2	206080_at	-0.67849038	0.321035731
PLCL1_241859_at	PLCL1	241859_at	-0.274710085	0.806609182
PLCL2_216218_s_at	PLCL2	216218_s_at	0.115158652	0.304946974
PLCXD1_222795_s_at	PLCXD1	222795_s_at	0.416141323	0.079323607
PLCXD2_1553281_at	PLCXD2	1553281_at	0.773616554	0.161645947
PLCXD3_239270_at	PLCXD3	239270_at	-0.008389358	0.936991187
PLCZ1_231425_at	PLCZ1	231425_at	-0.283100488	0.591457298
PLD1_226636_at	PLD1	226636_at	0.159393927	0.192968885
PLD2_209643_s_at	PLD2	209643_s_at	0.646712104	0.029999597
PLD3_201050_at	PLD3	201050_at	0.021225312	0.934801325
PLD4_1566433_at	PLD4	1566433_at	-0.857333599	0.225932574
PLD5_1563933_a_at	PLD5	1563933_a_at	-0.139903041	0.757994498
PLD6_227037_at	PLD6	227037_at	0.127363903	0.528355803
PLDN_224883_at	PLDN	224883_at	0.52724539	0.054812467
PLEC_201373_at	PLEC	201373_at	-0.111689366	0.502610435
PLEK_203471_s_at	PLEK	203471_s_at	0.866573785	0.346592438
PLEK2_218644_at	PLEK2	218644_at	-0.099301526	0.361956034
PLEKHA1_219024_at	PLEKHA1	219024_at	-0.123287166	0.505654249
PLEKHA2_225136_at	PLEKHA2	225136_at	0.113655949	0.205152373
PLEKHA3_227659_at	PLEKHA3	227659_at	-1.130582129	0.077362257
PLEKHA4_219011_at	PLEKHA4	219011_at	0.07131987	0.83115908
PLEKHA5_220952_s_at	PLEKHA5	220952_s_at	0.248572511	0.114560984
PLEKHA6_229245_at	PLEKHA6	229245_at	0.04072137	0.771754888
PLEKHA7_228450_at	PLEKHA7	228450_at	0.100446009	0.356620084
PLEKHA8_232212_at	PLEKHA8	232212_at	0.364096403	0.196780148
PLEKHA8P1_220157_x_at	PLEKHA8P1	220157_x_at	0.199715701	0.489808695
PLEKHB1_209504_s_at	PLEKHB1	209504_s_at	-0.129615745	0.443607137
PLEKHB2_201410_at	PLEKHB2	201410_at	-0.541648357	0.131973041
PLEKHF1_219566_at	PLEKHF1	219566_at	0.033980729	0.790262287
PLEKHF2_222699_s_at	PLEKHF2	222699_s_at	0.037684325	0.782742496
PLEKHG1_226122_at	PLEKHG1	226122_at	0.084149546	0.621302432
PLEKHG2_1558407_at	PLEKHG2	1558407_at	-0.262961268	0.703347372
PLEKHG3_212823_s_at	PLEKHG3	212823_s_at	0.269426879	0.26979678
PLEKHG4_228171_s_at	PLEKHG4	228171_s_at	-0.211051732	0.218349557
PLEKHG4B_236255_at	PLEKHG4B	236255_at	0.319370356	0.051538485
PLEKHG5_237646_x_at	PLEKHG5	237646_x_at	-0.653401573	0.153703345
PLEKHG6_220073_s_at	PLEKHG6	220073_s_at	0.157297391	0.416803813
PLEKHH1_225726_s_at	PLEKHH1	225726_s_at	-0.176664699	0.22453177
PLEKHH2_227148_at	PLEKHH2	227148_at	0.236141348	0.016812163
PLEKHH3_220259_at	PLEKHH3	220259_at	-0.297123457	0.69002473
PLEKHJ1_218290_at	PLEKHJ1	218290_at	0.345450714	0.134277187
PLEKHM1_212717_at	PLEKHM1	212717_at	-0.185650789	0.62457527
PLEKHM2_212146_at	PLEKHM2	212146_at	0.451837693	0.108935152
PLEKHM3_235360_at	PLEKHM3	235360_at	0.4605432	0.001168477
PLEKHN1_224125_at	PLEKHN1	224125_at	-0.821421817	0.055942958
PLEKHO1_218223_s_at	PLEKHO1	218223_s_at	0.304191107	0.001531452
PLEKHO2_204436_at	PLEKHO2	204436_at	0.220279082	0.633199328
PLG_240033_at	PLG	240033_at	1.061851047	0.213791802
PLGLB2_230120_s_at	PLGLB2	230120_s_at	-0.461921486	0.131300708
PLIN1_205913_at	PLIN1	205913_at	-0.171773358	0.736863131
PLIN2_209122_at	PLIN2	209122_at	0.067165872	0.436036672
PLIN3_202122_s_at	PLIN3	202122_s_at	-0.070596878	0.69318735
PLIN4_228409_at	PLIN4	228409_at	0.141474989	0.847910223
PLIN5_1560456_at	PLIN5	1560456_at	-1.374761865	0.148665714
PLK1_202240_at	PLK1	202240_at	0.033141705	0.891254015
PLK1S1_219961_s_at	PLK1S1	219961_s_at	0.170631632	0.397707881
PLK2_201939_at	PLK2	201939_at	0.020041509	0.83449283
PLK3_204958_at	PLK3	204958_at	0.155191991	0.584153858
PLK4_211088_s_at	PLK4	211088_s_at	-0.234231482	0.361330976
PLK5_1558897_at	PLK5	1558897_at	0.629302079	0.616674511
PLLP_217265_at	PLLP	217265_at	1.229609493	0.394560736
PLN_204938_s_at	PLN	204938_s_at	1.38085336	0.280862167
PLOD1_200827_at	PLOD1	200827_at	0.037500088	0.809926939
PLOD2_202620_s_at	PLOD2	202620_s_at	-0.173558749	0.098868384
PLOD3_202185_at	PLOD3	202185_at	0.015638004	0.933542918
PLP1_210198_s_at	PLP1	210198_s_at	-0.019533977	0.832947883
PLP2_201136_at	PLP2	201136_at	-0.185449251	0.285301722
PLRG1_225194_at	PLRG1	225194_at	-0.511003414	0.127113279
PLS1_205190_at	PLS1	205190_at	-0.06954577	0.823129625
PLS3_201215_at	PLS3	201215_at	-0.026363169	0.61965235
PLSCR1_244315_at	PLSCR1	244315_at	-1.10100774	0.171158881
PLSCR2_207374_at	PLSCR2	207374_at	-0.253406982	0.617714464
PLSCR3_56197_at	PLSCR3	56197_at	0.387852727	0.196106017
PLSCR4_218901_at	PLSCR4	218901_at	-0.060933162	0.53875317
PLTP_202075_s_at	PLTP	202075_s_at	0.055928029	0.486220664
PLVAP_221529_s_at	PLVAP	221529_s_at	-0.874599102	0.31016023
PLXDC1_219700_at	PLXDC1	219700_at	1.992199898	0.012332025
PLXDC2_227276_at	PLXDC2	227276_at	-0.048825091	0.552168645
PLXNA1_221538_s_at	PLXNA1	221538_s_at	0.125333894	0.490035559
PLXNA2_227032_at	PLXNA2	227032_at	-0.225928882	0.292199256
PLXNA3_1567519_at	PLXNA3	1567519_at	1.210636971	0.285959523
PLXNA4_228104_at	PLXNA4	228104_at	-0.449260435	0.119657395
PLXNB1_215807_s_at	PLXNB1	215807_s_at	0.330059434	0.022118691
PLXNB2_208890_s_at	PLXNB2	208890_s_at	0.190778736	0.371465806
PLXNB3_205957_at	PLXNB3	205957_at	-0.439736087	0.337679481
PLXNC1_206470_at	PLXNC1	206470_at	-1.171692522	0.065058262
PLXND1_1563657_at	PLXND1	1563657_at	-1.990822709	0.113203567
PM20D1_239929_at	PM20D1	239929_at	0.183446999	0.81552373
PM20D2_225431_x_at	PM20D2	225431_x_at	0.330105281	0.067004022
PMAIP1_204285_s_at	PMAIP1	204285_s_at	-0.090429513	0.401921668
PMCH_206942_s_at	PMCH	206942_s_at	-0.180273055	0.570659124
PMCHL1_217123_x_at	PMCHL1	217123_x_at	-1.10625186	0.197191469
PMCHL2_224422_x_at	PMCHL2	224422_x_at	-0.629383236	0.698148593
PMEL_209848_s_at	PMEL	209848_s_at	-0.015492395	0.980637651
PMEPA1_222449_at	PMEPA1	222449_at	-0.104365601	0.233921675
PMF1_202337_at	PMF1	202337_at	0.239274655	0.292216485
PMFBP1_221022_s_at	PMFBP1	221022_s_at	-0.035181918	0.959843013
PML_235508_at	PML	235508_at	-0.257887302	0.258933512
PMM1_203467_at	PMM1	203467_at	-0.289154836	0.520589523
PMM2_203201_at	PMM2	203201_at	-0.194846847	0.519500618
PMP2_235127_at	PMP2	235127_at	0.333572459	0.828872024
PMP22_210139_s_at	PMP22	210139_s_at	-0.093143985	0.168210931
PMPCA_212088_at	PMPCA	212088_at	-0.033930517	0.913324462
PMPCB_1570542_a_at	PMPCB	1570542_a_at	0.943749758	0.081369162
PMS1_213677_s_at	PMS1	213677_s_at	0.318749025	0.383125368
PMS2L2_214757_at	PMS2L2	214757_at	0.09429471	0.722593622
PMS2P1_217485_x_at	PMS2P1	217485_x_at	-0.143114599	0.7103982
PMS2P3_217488_x_at	PMS2P3	217488_x_at	0.173694951	0.728572883
PMS2P4_215192_at	PMS2P4	215192_at	0.784060546	0.20532622
PMS2P5_213893_x_at	PMS2P5	213893_x_at	-0.226736487	0.545517043
PMVK_203515_s_at	PMVK	203515_s_at	0.029382538	0.858551422
PNCK_229411_at	PNCK	229411_at	-0.49111163	0.779619268
PNISR_230375_at	PNISR	230375_at	-0.148870999	0.371500933
PNKD_1555713_at	PNKD	1555713_at	0.585206651	0.540142264
PNKP_218961_s_at	PNKP	218961_s_at	0.195941944	0.390439298
PNLDC1_1564414_a_at	PNLDC1	1564414_a_at	-0.716609581	0.5144478
PNLIP_205912_at	PNLIP	205912_at	-1.247742457	0.137786583
PNLIPRP1_206694_at	PNLIPRP1	206694_at	-0.662965252	0.301336293
PNLIPRP2_217343_at	PNLIPRP2	217343_at	-1.36544707	0.161181836
PNLIPRP3_1558846_at	PNLIPRP3	1558846_at	-0.960644897	0.452854128
PNMA1_218224_at	PNMA1	218224_at	-0.122239616	0.600177963
PNMA2_209598_at	PNMA2	209598_at	0.046588219	0.492813345
PNMA3_223621_at	PNMA3	223621_at	-1.639443779	0.046453753
PNMA6C_235758_at	PNMA6C	235758_at	0.007230224	0.966083447
PNMAL1_218824_at	PNMAL1	218824_at	0.104377267	0.135157656
PNMAL2_232003_at	PNMAL2	232003_at	-0.407998062	0.606887032
PNMT_206793_at	PNMT	206793_at	0.792170366	0.201199939
PNN_212037_at	PNN	212037_at	0.427097101	0.157362322
PNO1_203622_s_at	PNO1	203622_s_at	-0.577858626	0.061889693
PNOC_205901_at	PNOC	205901_at	0.648871531	0.243788934
PNP_201695_s_at	PNP	201695_s_at	-0.21677669	0.266240906
PNPLA1_1553364_at	PNPLA1	1553364_at	0.354232435	0.74753339
PNPLA2_213862_at	PNPLA2	213862_at	0.239632608	0.778876045
PNPLA3_233030_at	PNPLA3	233030_at	-0.160480143	0.221844485
PNPLA4_209739_s_at	PNPLA4	209739_s_at	-0.027155075	0.854312949
PNPLA5_233597_at	PNPLA5	233597_at	-0.777021803	0.43326361
PNPLA6_203718_at	PNPLA6	203718_at	0.260753716	0.097178184
PNPLA7_228383_at	PNPLA7	228383_at	-0.505563334	0.211828522
PNPLA8_223309_x_at	PNPLA8	223309_x_at	-0.236629143	0.371334456
PNPO_218511_s_at	PNPO	218511_s_at	-0.297926753	0.112310109
PNPT1_225291_at	PNPT1	225291_at	-0.211415667	0.44689901
PNRC1_209034_at	PNRC1	209034_at	0.262078597	0.209429113
PNRC2_222406_s_at	PNRC2	222406_s_at	0.32986594	0.26557167
POC1A_226355_at	POC1A	226355_at	0.267615901	0.283336478
POC1B_226283_at	POC1B	226283_at	-0.079142879	0.703994879
POC5_227267_at	POC5	227267_at	-0.675941782	0.012461336
PODN_226522_at	PODN	226522_at	-0.358778129	0.631924529
PODNL1_220411_x_at	PODNL1	220411_x_at	-0.783833133	0.084131916
PODXL_201578_at	PODXL	201578_at	0.068179979	0.384024624
PODXL2_219152_at	PODXL2	219152_at	0.483845538	0.006703855
POF1B_1555383_a_at	POF1B	1555383_a_at	-0.40355387	0.050793117
POFUT1_210433_at	POFUT1	210433_at	-0.344844145	0.141375812
POFUT2_207448_at	POFUT2	207448_at	-0.725777774	0.288074224
POGK_222564_at	POGK	222564_at	0.669571628	0.002248323
POGLUT1_222681_at	POGLUT1	222681_at	-0.336713646	0.126438647
POGZ_212153_at	POGZ	212153_at	0.365726817	0.066346806
POLA1_204835_at	POLA1	204835_at	0.57033135	0.035446853
POLA2_204441_s_at	POLA2	204441_s_at	0.164098456	0.460068236
POLB_203616_at	POLB	203616_at	-0.066999982	0.69185513
POLD1_203422_at	POLD1	203422_at	0.392749821	0.118908759
POLD2_201115_at	POLD2	201115_at	0.232803112	0.458087666
POLD3_239816_at	POLD3	239816_at	-0.281976833	0.212275585
POLD4_202996_at	POLD4	202996_at	-0.279770888	0.07003476
POLDIP2_217806_s_at	POLDIP2	217806_s_at	0.126396532	0.73364501
POLDIP3_215357_s_at	POLDIP3	215357_s_at	-0.145434234	0.50995073
POLE_216026_s_at	POLE	216026_s_at	0.333803425	0.246804441
POLE2_205909_at	POLE2	205909_at	-0.500983371	0.072642418
POLE3_208828_at	POLE3	208828_at	0.034559571	0.927748028
POLE4_1565329_at	POLE4	1565329_at	1.223594725	0.087758737
POLG_203366_at	POLG	203366_at	0.190930354	0.455176573
POLG2_205811_at	POLG2	205811_at	-0.515711024	0.100503978
POLH_231115_at	POLH	231115_at	0.760898571	0.016655185
POLI_238992_at	POLI	238992_at	0.040034946	0.798429045
POLK_223260_s_at	POLK	223260_s_at	0.113086201	0.684156054
POLL_221049_s_at	POLL	221049_s_at	0.195300259	0.580703908
POLM_222238_s_at	POLM	222238_s_at	0.36695627	0.124713879
POLN_242804_at	POLN	242804_at	-0.780204122	0.271865917
POLQ_207746_at	POLQ	207746_at	-0.184804411	0.298501135
POLR1A_222704_at	POLR1A	222704_at	0.083184755	0.75520816
POLR1B_220113_x_at	POLR1B	220113_x_at	-0.59423082	0.126952037
POLR1C_209317_at	POLR1C	209317_at	-0.350703738	0.39819113
POLR1D_224874_at	POLR1D	224874_at	0.277804818	0.239118344
POLR1E_1568997_at	POLR1E	1568997_at	0.194276187	0.355533861
POLR2A_217420_s_at	POLR2A	217420_s_at	-0.908498887	0.195861358
POLR2B_1555836_at	POLR2B	1555836_at	0.596728517	0.436497336
POLR2C_214263_x_at	POLR2C	214263_x_at	-0.8463613	0.020045235
POLR2D_203664_s_at	POLR2D	203664_s_at	-0.268379475	0.302218596
POLR2E_217854_s_at	POLR2E	217854_s_at	0.103157627	0.721119938
POLR2F_232643_at	POLR2F	232643_at	-0.466596514	0.584501626
POLR2G_202306_at	POLR2G	202306_at	-0.131048969	0.668461011
POLR2H_209302_at	POLR2H	209302_at	-0.398033013	0.223140915
POLR2I_212955_s_at	POLR2I	212955_s_at	-0.05629395	0.834174678
POLR2J_212782_x_at	POLR2J	212782_x_at	-0.06393166	0.861840925
POLR2J2_1552621_at	POLR2J2	1552621_at	-0.123293146	0.472505311
POLR2J4_224517_at	POLR2J4	224517_at	-0.086661974	0.678967612
POLR2K_202635_s_at	POLR2K	202635_s_at	-0.377934615	0.173614701
POLR2L_211730_s_at	POLR2L	211730_s_at	-0.198131799	0.461766787
POLR2M_239099_at	POLR2M	239099_at	-0.173764823	0.861706342
POLR3A_231763_at	POLR3A	231763_at	0.450689014	0.049956188
POLR3B_1556804_s_at	POLR3B	1556804_s_at	-0.77595223	0.232448634
POLR3C_209382_at	POLR3C	209382_at	-0.110420956	0.666505418
POLR3D_208361_s_at	POLR3D	208361_s_at	-0.109279596	0.820058397
POLR3E_233458_at	POLR3E	233458_at	-0.540857224	0.044892603
POLR3F_205218_at	POLR3F	205218_at	-0.209024081	0.450900685
POLR3G_206654_s_at	POLR3G	206654_s_at	-0.204740386	0.201018419
POLR3GL_223269_at	POLR3GL	223269_at	0.075529902	0.757665397
POLR3H_225682_s_at	POLR3H	225682_s_at	-0.627452793	0.014070993
POLR3K_218866_s_at	POLR3K	218866_s_at	-0.144988	0.420479007
POLRMT_203782_s_at	POLRMT	203782_s_at	0.347761029	0.091082146
POM121_205096_at	POM121	205096_at	0.247849501	0.621944798
POM121L10P_231190_at	POM121L10P	231190_at	-0.634968787	0.542008186
POM121L12_1556291_at	POM121L12	1556291_at	0.285438622	0.74957092
POM121L2_216582_at	POM121L2	216582_at	-0.413631125	0.556562611
POM121L8P_1557633_at	POM121L8P	1557633_at	0.19793394	0.835876774
POM121L9P_206819_at	POM121L9P	206819_at	-0.247282109	0.648452362
POMC_205720_at	POMC	205720_at	1.174441935	0.301907913
POMGNT1_217944_at	POMGNT1	217944_at	0.441043852	0.099269093
POMP_217769_s_at	POMP	217769_s_at	-0.75152377	0.143992534
POMT1_218476_at	POMT1	218476_at	-0.133950284	0.627167922
POMT2_225560_at	POMT2	225560_at	0.936702256	0.027652413
POMZP3_210910_s_at	POMZP3	210910_s_at	0.036784996	0.75757943
PON1_206345_s_at	PON1	206345_s_at	-0.635694193	0.419328664
PON2_210830_s_at	PON2	210830_s_at	0.246934061	0.154685547
PON3_213695_at	PON3	213695_at	-0.004956741	0.955952776
POP1_213449_at	POP1	213449_at	0.194573097	0.598945776
POP4_202868_s_at	POP4	202868_s_at	-0.438421586	0.143550211
POP5_204839_at	POP5	204839_at	-0.65202486	0.091546987
POP7_209482_at	POP7	209482_at	0.066033172	0.80713986
POPDC2_219647_at	POPDC2	219647_at	-0.72407953	0.090022596
POPDC3_219926_at	POPDC3	219926_at	-0.027978841	0.677478284
POR_208928_at	POR	208928_at	0.400294128	0.088651501
PORCN_219483_s_at	PORCN	219483_s_at	0.191939225	0.341075654
POSTN_210809_s_at	POSTN	210809_s_at	-0.020654551	0.766422191
POT1_204353_s_at	POT1	204353_s_at	0.141831699	0.638685722
POTED_1553474_at	POTED	1553474_at	0.528722601	0.256015301
POTEKP_210926_at	POTEKP	210926_at	0.955194313	0.009810579
POTEM_242912_at	POTEM	242912_at	0.037634299	0.730220059
POU1F1_207846_at	POU1F1	207846_at	-2.00222055	0.159026189
POU2AF1_1569675_at	POU2AF1	1569675_at	1.033772761	0.041776024
POU2F1_227254_at	POU2F1	227254_at	0.486630317	0.000743371
POU2F2_242866_x_at	POU2F2	242866_x_at	-0.724377325	0.347178618
POU2F3_215355_at	POU2F3	215355_at	-1.893201876	0.069241341
POU3F1_210475_at	POU3F1	210475_at	0.891695974	0.206431523
POU3F2_207084_at	POU3F2	207084_at	-1.958128952	0.102676604
POU3F3_208563_x_at	POU3F3	208563_x_at	0.376650762	0.08609082
POU3F4_207694_at	POU3F4	207694_at	-1.00763846	0.495887799
POU4F1_206940_s_at	POU4F1	206940_s_at	-0.016088165	0.921874038
POU4F2_207725_at	POU4F2	207725_at	-0.149599174	0.837950119
POU4F3_208554_at	POU4F3	208554_at	-1.829354083	0.237001172
POU5F1B_214532_x_at	POU5F1B	214532_x_at	0.142151759	0.712505033
POU5F1P3_210265_x_at	POU5F1P3	210265_x_at	0.122239466	0.717683411
POU5F1P4_210905_x_at	POU5F1P4	210905_x_at	0.249551051	0.381826929
POU5F2_1553325_at	POU5F2	1553325_at	-1.230160367	0.097919764
POU6F1_229809_at	POU6F1	229809_at	0.523044713	0.181273912
POU6F2-AS2_233772_at	POU6F2-AS2	233772_at	0.242647607	0.438777958
POU6F2_207450_s_at	POU6F2	207450_s_at	0.32613153	0.63950656
PP12613_1569670_at	PP12613	1569670_at	-0.847723233	0.35583676
PP12708_1570115_at	PP12708	1570115_at	0.027650198	0.969014296
PP13_216107_at	PP13	216107_at	0.369467911	0.592535233
PP13439_1569660_at	PP13439	1569660_at	-0.053045998	0.790715045
PP14571_214858_at	PP14571	214858_at	-0.02785973	0.807398603
PP2672_1555322_at	PP2672	1555322_at	0.736839198	0.27302409
PP2D1_1552747_a_at	PP2D1	1552747_a_at	-0.754305556	0.205491537
PP7080_225458_at	PP7080	225458_at	-0.027794937	0.894630263
PPA1_217848_s_at	PPA1	217848_s_at	0.168210041	0.681378674
PPA2_1559496_at	PPA2	1559496_at	0.117706226	0.595324094
PPAN_221649_s_at	PPAN	221649_s_at	-0.188993754	0.684825193
PPAP2A_209147_s_at	PPAP2A	209147_s_at	0.181242384	0.274740312
PPAP2B_212230_at	PPAP2B	212230_at	0.110163066	0.258789352
PPAP2C_209529_at	PPAP2C	209529_at	0.029935356	0.777403921
PPAPDC1A_236044_at	PPAPDC1A	236044_at	-0.092880773	0.351909398
PPAPDC1B_226384_at	PPAPDC1B	226384_at	0.040142237	0.762410838
PPAPDC2_227385_at	PPAPDC2	227385_at	0.144536465	0.193093134
PPAPDC3_224506_s_at	PPAPDC3	224506_s_at	0.615555889	0.391854635
PPARA_223438_s_at	PPARA	223438_s_at	0.325923163	0.039757221
PPARD_37152_at	PPARD	37152_at	0.624413878	0.031149767
PPARG_208510_s_at	PPARG	208510_s_at	0.073134408	0.389691494
PPARGC1A_219195_at	PPARGC1A	219195_at	0.199011821	0.254200064
PPARGC1B_1555282_a_at	PPARGC1B	1555282_a_at	-0.891661617	0.094631408
PPAT_235833_at	PPAT	235833_at	-0.3662713	0.22187171
PPBP_214146_s_at	PPBP	214146_s_at	-0.021940132	0.856050164
PPBPL2_208346_at	PPBPL2	208346_at	-0.825497288	0.178269128
PPCDC_219066_at	PPCDC	219066_at	-0.182051275	0.483184562
PPCS_218341_at	PPCS	218341_at	0.183796184	0.580992276
PPDPF_218010_x_at	PPDPF	218010_x_at	0.023466447	0.887158192
PPEF1_206547_s_at	PPEF1	206547_s_at	0.430887587	0.428714992
PPEF2_208411_x_at	PPEF2	208411_x_at	0.138446273	0.923094275
PPFIA1_202065_s_at	PPFIA1	202065_s_at	-0.373668517	0.038244162
PPFIA2_232073_at	PPFIA2	232073_at	1.17198394	0.331573306
PPFIA3_215280_s_at	PPFIA3	215280_s_at	-0.113731308	0.595828076
PPFIA4_214978_s_at	PPFIA4	214978_s_at	-0.193296301	0.72848678
PPFIBP1_214375_at	PPFIBP1	214375_at	-0.19625289	0.213061238
PPFIBP2_215959_at	PPFIBP2	215959_at	0.756976797	0.205605288
PPHLN1_227025_at	PPHLN1	227025_at	0.407529032	0.078891061
PPIA_235741_at	PPIA	235741_at	-0.948383313	0.082327869
PPIAL4A_217136_at	PPIAL4A	217136_at	-0.568316037	0.441831357
PPIB_200967_at	PPIB	200967_at	0.572903582	0.197285563
PPIC_204518_s_at	PPIC	204518_s_at	0.111988197	0.445178547
PPID_228469_at	PPID	228469_at	0.147235711	0.424915654
PPIE_210502_s_at	PPIE	210502_s_at	0.308916917	0.196155242
PPIEL_237473_at	PPIEL	237473_at	0.449875174	0.488033761
PPIF_201490_s_at	PPIF	201490_s_at	-0.048427891	0.750841889
PPIG_208993_s_at	PPIG	208993_s_at	-0.41020579	0.1613349
PPIH_204228_at	PPIH	204228_at	0.471598907	0.160963451
PPIL1_222500_at	PPIL1	222500_at	-0.27662413	0.386470683
PPIL2_243414_at	PPIL2	243414_at	-0.37537874	0.026975016
PPIL3_224364_s_at	PPIL3	224364_s_at	-0.365851558	0.095696771
PPIL4_226472_at	PPIL4	226472_at	0.331369027	0.142202113
PPIL6_236187_s_at	PPIL6	236187_s_at	1.99359927	0.012186332
PPIP5K1_1555255_a_at	PPIP5K1	1555255_a_at	0.260609981	0.340933925
PPIP5K2_203253_s_at	PPIP5K2	203253_s_at	0.311333508	0.376636653
PPL_203407_at	PPL	203407_at	-0.008948592	0.928578871
PPM1A_210407_at	PPM1A	210407_at	-0.529166629	0.00240897
PPM1B_209296_at	PPM1B	209296_at	0.58073586	0.03583879
PPM1D_230330_at	PPM1D	230330_at	-0.07428954	0.640022355
PPM1E_205938_at	PPM1E	205938_at	-0.165200627	0.426857891
PPM1F_1555091_at	PPM1F	1555091_at	-0.256727545	0.633994554
PPM1G_200913_at	PPM1G	200913_at	0.798711664	0.01079494
PPM1H_1558654_at	PPM1H	1558654_at	-1.100168695	0.091898414
PPM1J_229484_at	PPM1J	229484_at	-0.121449529	0.595183403
PPM1K_244011_at	PPM1K	244011_at	-0.257519444	0.24024531
PPM1L_228457_at	PPM1L	228457_at	0.31742317	0.309828016
PPM1M_226074_at	PPM1M	226074_at	0.569111855	0.006729865
PPM1N_238930_at	PPM1N	238930_at	-0.791560016	0.39461997
PPME1_49077_at	PPME1	49077_at	0.073211495	0.701354019
PPOX_204788_s_at	PPOX	204788_s_at	0.269564955	0.19507654
PPP1CA_200846_s_at	PPP1CA	200846_s_at	-0.335611522	0.371502584
PPP1CB_201409_s_at	PPP1CB	201409_s_at	0.614981107	0.017157322
PPP1CC_200726_at	PPP1CC	200726_at	0.261230784	0.505478416
PPP1R10_201703_s_at	PPP1R10	201703_s_at	0.80368943	0.008934686
PPP1R11_1566302_at	PPP1R11	1566302_at	0.7858925	0.372387859
PPP1R12A_201604_s_at	PPP1R12A	201604_s_at	0.515819084	0.025033592
PPP1R12B_201958_s_at	PPP1R12B	201958_s_at	1.267041449	0.066616469
