	X54675	X54675.1	paclitaxel.coeff	paclitaxel.pvalue
PRUNE_209586_s_at	PRUNE	209586_s_at	0.611240184	0.351862272
PRUNE2_212806_at	PRUNE2	212806_at	-0.728835054	0.150045894
PRX_220024_s_at	PRX	220024_s_at	-3.294299563	0.074919087
PRY_208332_at	PRY	208332_at	-3.547793153	0.12389206
PSAP_200866_s_at	PSAP	200866_s_at	-1.381601821	0.054253057
PSAPL1_1564333_a_at	PSAPL1	1564333_a_at	-1.316692611	0.460268961
PSAT1_220892_s_at	PSAT1	220892_s_at	-0.560510675	0.019041056
PSCA_205319_at	PSCA	205319_at	0.019189261	0.930958792
PSD_208102_s_at	PSD	208102_s_at	0.191247409	0.946432271
PSD2_223536_at	PSD2	223536_at	2.190032943	0.340203388
PSD3_218613_at	PSD3	218613_at	-0.223076877	0.539075295
PSD4_203317_at	PSD4	203317_at	0.860092068	0.244132016
PSEN1_207782_s_at	PSEN1	207782_s_at	-1.322504404	0.22904169
PSEN2_211373_s_at	PSEN2	211373_s_at	0.565339862	0.421439576
PSENEN_218302_at	PSENEN	218302_at	0.672802196	0.396908463
PSG1_210196_s_at	PSG1	210196_s_at	0.168133644	0.640793921
PSG11_206570_s_at	PSG11	206570_s_at	-0.030923005	0.960536296
PSG2_208134_x_at	PSG2	208134_x_at	-0.044390904	0.890846348
PSG3_215821_x_at	PSG3	215821_x_at	-0.252143842	0.476050197
PSG4_208191_x_at	PSG4	208191_x_at	-0.387654794	0.159532334
PSG5_204830_x_at	PSG5	204830_x_at	-0.173470417	0.461807951
PSG6_208106_x_at	PSG6	208106_x_at	-0.161277027	0.651153304
PSG7_205602_x_at	PSG7	205602_x_at	-0.347959221	0.339459158
PSG9_209594_x_at	PSG9	209594_x_at	-0.124622937	0.643614682
PSIP1_209337_at	PSIP1	209337_at	-0.746997344	0.157313161
PSKH1_213141_at	PSKH1	213141_at	3.283098686	0.01362283
PSKH2_1553060_at	PSKH2	1553060_at	0.291307832	0.915083303
PSMA1_211746_x_at	PSMA1	211746_x_at	0.581386619	0.646182587
PSMA2_201317_s_at	PSMA2	201317_s_at	0.941242565	0.564843063
PSMA3_232648_at	PSMA3	232648_at	2.209076793	0.024187102
PSMA4_203396_at	PSMA4	203396_at	1.703356905	0.136703996
PSMA5_230300_at	PSMA5	230300_at	1.082287996	0.013172072
PSMA6_208805_at	PSMA6	208805_at	3.496111514	0.022336616
PSMA7_216088_s_at	PSMA7	216088_s_at	1.52315161	0.094893329
PSMA8_240091_at	PSMA8	240091_at	5.810331205	0.059157688
PSMB1_214289_at	PSMB1	214289_at	1.928100236	0.182596764
PSMB10_202659_at	PSMB10	202659_at	-0.634237853	0.130885711
PSMB2_200039_s_at	PSMB2	200039_s_at	-3.644463229	0.002471727
PSMB3_201400_at	PSMB3	201400_at	-0.040035023	0.950338752
PSMB4_228204_at	PSMB4	228204_at	0.859065858	0.296170334
PSMB5_208799_at	PSMB5	208799_at	0.936256287	0.445882998
PSMB6_208827_at	PSMB6	208827_at	-1.677752158	0.082431302
PSMB7_244801_at	PSMB7	244801_at	2.296920102	0.00136373
PSMB8_209040_s_at	PSMB8	209040_s_at	-0.468683763	0.017366006
PSMB9_204279_at	PSMB9	204279_at	-0.41618948	0.019203754
PSMC1_204219_s_at	PSMC1	204219_s_at	1.137278293	0.296351149
PSMC2_238020_at	PSMC2	238020_at	0.855616315	0.206316849
PSMC3_201267_s_at	PSMC3	201267_s_at	-0.203022674	0.821696469
PSMC3IP_213951_s_at	PSMC3IP	213951_s_at	0.520737194	0.445519257
PSMC4_201252_at	PSMC4	201252_at	0.483869749	0.629133031
PSMC5_209503_s_at	PSMC5	209503_s_at	1.583069761	0.046985691
PSMC6_201699_at	PSMC6	201699_at	3.660255867	0.002532804
PSMD1_201199_s_at	PSMD1	201199_s_at	-1.198803179	0.391392744
PSMD10_1554577_a_at	PSMD10	1554577_a_at	-0.508641813	0.566174591
PSMD11_208776_at	PSMD11	208776_at	-0.207843174	0.701011432
PSMD12_202353_s_at	PSMD12	202353_s_at	1.709727535	0.005103694
PSMD13_201233_at	PSMD13	201233_at	-0.853719373	0.312839815
PSMD14_212296_at	PSMD14	212296_at	0.764909893	0.539397136
PSMD2_200830_at	PSMD2	200830_at	0.304096215	0.803253822
PSMD3_201388_at	PSMD3	201388_at	-0.908369497	0.057179178
PSMD4_200882_s_at	PSMD4	200882_s_at	1.271173495	0.162839163
PSMD5_215546_at	PSMD5	215546_at	-4.786147414	0.04654106
PSMD6_1555884_at	PSMD6	1555884_at	1.554899866	0.014791409
PSMD7_201705_at	PSMD7	201705_at	2.179368937	0.025686586
PSMD8_200820_at	PSMD8	200820_at	-0.706140032	0.470137947
PSMD9_209334_s_at	PSMD9	209334_s_at	-2.237376184	0.017215184
PSME1_200814_at	PSME1	200814_at	0.014390472	0.989584702
PSME2_201762_s_at	PSME2	201762_s_at	-0.54860263	0.645077652
PSME3_200987_x_at	PSME3	200987_x_at	-0.272335208	0.722344665
PSME4_212219_at	PSME4	212219_at	-1.020820101	0.24600887
PSMF1_201052_s_at	PSMF1	201052_s_at	-1.165912958	0.113636478
PSMG1_203405_at	PSMG1	203405_at	-1.021199062	0.231679197
PSMG2_218467_at	PSMG2	218467_at	-1.274366455	0.143131306
PSMG3_223363_at	PSMG3	223363_at	-0.344286912	0.722817084
PSMG4_228217_s_at	PSMG4	228217_s_at	-1.050839768	0.03118145
PSORS1C1_220362_at	PSORS1C1	220362_at	-1.462974742	0.10822583
PSORS1C2_220635_at	PSORS1C2	220635_at	-0.503151372	0.381888412
PSORS1C3_238997_at	PSORS1C3	238997_at	-0.668423159	0.737596242
PSPC1_222612_at	PSPC1	222612_at	0.847368346	0.089336018
PSPH_205194_at	PSPH	205194_at	-0.487196842	0.389523813
PSPN_221373_x_at	PSPN	221373_x_at	-3.435374815	0.132993159
PSRC1_201896_s_at	PSRC1	201896_s_at	-0.73717526	0.257062914
PSTK_240040_at	PSTK	240040_at	-0.26795761	0.911444452
PSTPIP1_211178_s_at	PSTPIP1	211178_s_at	-2.010906335	0.490031132
PSTPIP2_219938_s_at	PSTPIP2	219938_s_at	0.664726231	0.119125948
PTAFR_211661_x_at	PTAFR	211661_x_at	-0.938475956	0.067927011
PTAR1_226110_at	PTAR1	226110_at	0.88781011	0.3146156
PTBP1_212016_s_at	PTBP1	212016_s_at	-2.594213232	0.047186729
PTBP2_1554614_a_at	PTBP2	1554614_a_at	-0.112478066	0.846453723
PTBP3_224618_at	PTBP3	224618_at	1.036203642	0.105860059
PTCD1_218956_s_at	PTCD1	218956_s_at	-0.78496345	0.415516347
PTCD2_1555910_at	PTCD2	1555910_at	1.206797166	0.121433734
PTCD3_228590_at	PTCD3	228590_at	2.121828964	0.048991811
PTCH1_208522_s_at	PTCH1	208522_s_at	-3.336104772	0.126332985
PTCH2_221292_at	PTCH2	221292_at	1.283856722	0.639506756
PTCHD1_240041_at	PTCHD1	240041_at	-1.243873115	0.135395773
PTCHD2_234355_s_at	PTCHD2	234355_s_at	-2.112840142	0.390420621
PTCHD4_234689_at	PTCHD4	234689_at	1.251018144	0.570857447
PTCRA_211837_s_at	PTCRA	211837_s_at	-2.699565418	0.086962975
PTCSC_233111_at	PTCSC	233111_at	-2.205594865	0.29637838
PTDSS1_201433_s_at	PTDSS1	201433_s_at	-0.861566538	0.290659002
PTDSS2_221005_s_at	PTDSS2	221005_s_at	-1.940050072	0.006295369
PTEN_242622_x_at	PTEN	242622_x_at	1.947807984	0.003932299
PTENP1_217494_s_at	PTENP1	217494_s_at	2.926977275	0.013526261
PTER_222798_at	PTER	222798_at	0.157825213	0.70512168
PTGDR_215937_at	PTGDR	215937_at	-8.494385479	0.001831561
PTGDR2_216464_x_at	PTGDR2	216464_x_at	-2.939267806	0.357503903
PTGDS_211663_x_at	PTGDS	211663_x_at	-2.300443882	0.241668265
PTGER1_207650_x_at	PTGER1	207650_x_at	-4.294104367	0.034365388
PTGER2_206631_at	PTGER2	206631_at	0.056508082	0.911927893
PTGER3_213933_at	PTGER3	213933_at	0.454088941	0.161054112
PTGER4_204897_at	PTGER4	204897_at	-0.365161013	0.13859969
PTGES_210367_s_at	PTGES	210367_s_at	-0.254836143	0.268070625
PTGES2_218083_at	PTGES2	218083_at	-1.022130932	0.360274933
PTGES3_200627_at	PTGES3	200627_at	1.002904593	0.623437324
PTGFR_1555097_a_at	PTGFR	1555097_a_at	-0.718507708	0.045228875
PTGFRN_224950_at	PTGFRN	224950_at	-0.329295731	0.295170796
PTGIR_206187_at	PTGIR	206187_at	-2.372127592	0.318370473
PTGIS_208131_s_at	PTGIS	208131_s_at	-0.280415212	0.258122738
PTGR1_228825_at	PTGR1	228825_at	0.409364707	0.403674829
PTGR2_230774_at	PTGR2	230774_at	1.225701945	0.014414077
PTGS1_205127_at	PTGS1	205127_at	1.259445514	0.31691011
PTGS2_1554997_a_at	PTGS2	1554997_a_at	-0.353331407	0.321580583
PTH_206977_at	PTH	206977_at	3.538412342	0.419338112
PTH1R_205911_at	PTH1R	205911_at	-0.284822721	0.902676654
PTH2_1555238_at	PTH2	1555238_at	-2.617233701	0.345287412
PTH2R_206772_at	PTH2R	206772_at	-0.389307153	0.14140875
PTHLH_210355_at	PTHLH	210355_at	-0.589048804	0.179352772
PTK2_1559529_at	PTK2	1559529_at	1.370752207	0.003482299
PTK2B_203110_at	PTK2B	203110_at	-2.768263087	0.002945594
PTK6_206482_at	PTK6	206482_at	0.83979563	0.010912716
PTK7_207011_s_at	PTK7	207011_s_at	-1.549566849	0.000325831
PTMA_211921_x_at	PTMA	211921_x_at	0.994017814	0.52950892
PTMS_218044_x_at	PTMS	218044_x_at	-2.724155043	0.257920897
PTN_209466_x_at	PTN	209466_x_at	-0.424186579	0.15725189
PTOV1_235665_at	PTOV1	235665_at	-2.62539383	0.276126438
PTP4A1_200730_s_at	PTP4A1	200730_s_at	-0.601497924	0.288418346
PTP4A2_208615_s_at	PTP4A2	208615_s_at	1.714421448	0.034447901
PTP4A3_209695_at	PTP4A3	209695_at	0.466573656	0.289923907
PTPDC1_229517_at	PTPDC1	229517_at	0.475729753	0.620492307
PTPLA_1554376_s_at	PTPLA	1554376_s_at	-2.456943046	0.05470771
PTPLAD1_222405_at	PTPLAD1	222405_at	1.894331925	0.060824417
PTPLAD2_236939_at	PTPLAD2	236939_at	2.358445272	0.47580309
PTPLB_227741_at	PTPLB	227741_at	0.900769587	0.243016078
PTPMT1_225901_at	PTPMT1	225901_at	1.30510969	0.076945623
PTPN1_217689_at	PTPN1	217689_at	-5.29830666	0.100242319
PTPN11_1552637_at	PTPN11	1552637_at	4.648728461	0.12180531
PTPN12_202006_at	PTPN12	202006_at	-2.256748852	0.024644829
PTPN13_243792_x_at	PTPN13	243792_x_at	1.085012195	0.021123158
PTPN14_205503_at	PTPN14	205503_at	-1.050056869	0.088878736
PTPN18_1569552_at	PTPN18	1569552_at	1.241456851	0.029053493
PTPN2_213137_s_at	PTPN2	213137_s_at	-1.206560897	0.039312859
PTPN21_1320_at	PTPN21	1320_at	-1.473503797	0.110569716
PTPN22_206060_s_at	PTPN22	206060_s_at	-0.487630561	0.602106508
PTPN23_223150_s_at	PTPN23	223150_s_at	-1.886243169	0.02131996
PTPN3_203997_at	PTPN3	203997_at	-0.037246953	0.941593233
PTPN4_205171_at	PTPN4	205171_at	0.902776361	0.242966512
PTPN5_233470_at	PTPN5	233470_at	-5.342738271	0.016651457
PTPN6_206687_s_at	PTPN6	206687_s_at	0.555428835	0.176065373
PTPN7_1554860_at	PTPN7	1554860_at	-5.318016019	0.088549817
PTPN9_233226_at	PTPN9	233226_at	1.891604678	0.04796215
PTPRA_240618_at	PTPRA	240618_at	-10.66838744	0.00194566
PTPRB_217177_s_at	PTPRB	217177_s_at	-2.028700363	0.302734643
PTPRC_1552480_s_at	PTPRC	1552480_s_at	-8.566765963	0.074864626
PTPRCAP_204960_at	PTPRCAP	204960_at	-0.147178303	0.951150379
PTPRD_242493_at	PTPRD	242493_at	13.85304633	0.004401831
PTPRE_233978_at	PTPRE	233978_at	-3.274038966	0.188179692
PTPRF_215066_at	PTPRF	215066_at	1.274234698	0.078743052
PTPRG_204944_at	PTPRG	204944_at	-0.311102707	0.339688054
PTPRH_208300_at	PTPRH	208300_at	-0.729112452	0.370241059
PTPRJ_227396_at	PTPRJ	227396_at	0.797955343	0.108133483
PTPRK_233609_at	PTPRK	233609_at	0.425530492	0.435446561
PTPRM_1555578_at	PTPRM	1555578_at	0.119005641	0.854372795
PTPRN_204945_at	PTPRN	204945_at	-1.546388989	0.218007979
PTPRN2_203029_s_at	PTPRN2	203029_s_at	0.265349163	0.485413159
PTPRO_208121_s_at	PTPRO	208121_s_at	4.487060477	0.104907659
PTPRR_210675_s_at	PTPRR	210675_s_at	-0.216244568	0.463193398
PTPRS_210823_s_at	PTPRS	210823_s_at	-0.791696075	0.462484895
PTPRT_205948_at	PTPRT	205948_at	-1.012500706	0.599438392
PTPRU_211320_s_at	PTPRU	211320_s_at	-0.406109906	0.561389653
PTPRZ1_204469_at	PTPRZ1	204469_at	-1.145037723	0.131534774
PTRF_208789_at	PTRF	208789_at	-0.374945734	0.050323129
PTRH1_228014_at	PTRH1	228014_at	-0.407734333	0.589569957
PTRH2_218732_at	PTRH2	218732_at	0.943165949	0.12468401
PTRHD1_226243_at	PTRHD1	226243_at	0.227697929	0.81281078
PTS_209694_at	PTS	209694_at	-1.684540192	0.027048182
PTTG1_203554_x_at	PTTG1	203554_x_at	-1.53256974	0.107253866
PTTG1IP_200677_at	PTTG1IP	200677_at	-0.699694885	0.345610143
PTTG2_214557_at	PTTG2	214557_at	1.839612071	0.551806081
PTTG3P_208511_at	PTTG3P	208511_at	-1.343529863	0.267416699
PTX3_206157_at	PTX3	206157_at	-0.2287138	0.239426917
PUF60_209899_s_at	PUF60	209899_s_at	-0.610449524	0.460502651
PUM1_201164_s_at	PUM1	201164_s_at	-1.04889682	0.368470679
PUM2_235995_at	PUM2	235995_at	-11.15699784	0.000253632
PURA_204020_at	PURA	204020_at	2.226143927	0.022269323
PURB_235711_at	PURB	235711_at	-1.240262505	0.219763346
PURG_235634_at	PURG	235634_at	-1.525538756	0.280709352
PUS1_218670_at	PUS1	218670_at	-0.393739886	0.654643059
PUS10_1553280_at	PUS10	1553280_at	-2.682302837	0.01760283
PUS3_221277_s_at	PUS3	221277_s_at	-0.574653644	0.30298692
PUS7_218984_at	PUS7	218984_at	-1.031111978	0.330946468
PUS7L_221025_x_at	PUS7L	221025_x_at	2.389973333	0.00644965
PUSL1_228733_at	PUSL1	228733_at	-1.487316829	0.047168234
PVALB_205336_at	PVALB	205336_at	0.426429089	0.330343213
PVR_1556582_at	PVR	1556582_at	-2.254875892	0.006590339
PVRIG_219812_at	PVRIG	219812_at	-1.966492657	0.329459361
PVRL1_211845_at	PVRL1	211845_at	-6.649247901	0.003297384
PVRL2_225418_at	PVRL2	225418_at	1.465560393	0.018731547
PVRL3-AS1_236323_at	PVRL3-AS1	236323_at	1.138403371	0.698935195
PVRL3_213325_at	PVRL3	213325_at	-0.335213552	0.168049241
PVRL4_223540_at	PVRL4	223540_at	-0.038486071	0.940239822
PVT1_216249_at	PVT1	216249_at	-2.506857192	0.25548968
PWP1_201607_at	PWP1	201607_at	1.362005314	0.241078773
PWP2_1565603_at	PWP2	1565603_at	-3.080949541	0.087699337
PWRN1_1562873_at	PWRN1	1562873_at	-3.790223465	0.072320498
PWRN2_1568662_at	PWRN2	1568662_at	-12.95039865	0.000782498
PWWP2A_226720_at	PWWP2A	226720_at	2.106600879	0.036906121
PWWP2B_227999_at	PWWP2B	227999_at	1.107511099	0.045607378
PXDC1_231387_at	PXDC1	231387_at	-2.445964998	0.000306143
PXDN_212013_at	PXDN	212013_at	-0.333260911	0.138232852
PXDNL_241942_at	PXDNL	241942_at	-0.856230913	0.168862526
PXK_225796_at	PXK	225796_at	-0.102258469	0.79494259
PXMP2_219076_s_at	PXMP2	219076_s_at	0.322967048	0.734554962
PXMP4_224210_s_at	PXMP4	224210_s_at	0.854508881	0.013540872
PXN_201087_at	PXN	201087_at	0.281034346	0.660751282
PXT1_1552599_at	PXT1	1552599_at	0.9793999	0.810254051
PYCARD_221666_s_at	PYCARD	221666_s_at	0.467409596	0.026886285
PYCR1_202148_s_at	PYCR1	202148_s_at	0.174760922	0.798521999
PYCR2_231715_s_at	PYCR2	231715_s_at	-0.37842724	0.701667382
PYCRL_218944_at	PYCRL	218944_at	0.704495173	0.287816895
PYDC1_243722_at	PYDC1	243722_at	-0.642124123	0.823345164
PYGB_243238_at	PYGB	243238_at	-3.512634107	0.03717088
PYGL_202990_at	PYGL	202990_at	-0.309650879	0.173320478
PYGM_205577_at	PYGM	205577_at	-2.902725733	0.177275801
PYGO1_215517_at	PYGO1	215517_at	-1.168536257	0.143165019
PYGO2_239666_at	PYGO2	239666_at	-1.025298935	0.373165403
PYHIN1_216748_at	PYHIN1	216748_at	-1.954930438	0.398825152
PYROXD1_231173_at	PYROXD1	231173_at	1.933116846	0.034545009
PYROXD2_228384_s_at	PYROXD2	228384_s_at	0.693050334	0.115177673
PYY_211253_x_at	PYY	211253_x_at	-5.195795569	0.000885803
PYY2_220209_at	PYY2	220209_at	-3.427503739	0.151297034
PZP_207330_at	PZP	207330_at	1.42251809	0.548165293
QARS_217846_at	QARS	217846_at	-0.40863016	0.715570617
QDPR_1560787_at	QDPR	1560787_at	-5.467182425	0.104657418
QKI_1555154_a_at	QKI	1555154_a_at	-1.242273175	0.003559248
QPCT_205174_s_at	QPCT	205174_s_at	-0.34093035	0.20354651
QPCTL_220438_at	QPCTL	220438_at	0.029460006	0.978276124
QPRT_242414_at	QPRT	242414_at	-0.068730213	0.783232648
QRFPR_1555533_at	QRFPR	1555533_at	-1.303508355	0.376473194
QRICH1_229806_at	QRICH1	229806_at	0.460308832	0.73628797
QRICH2_232532_at	QRICH2	232532_at	-2.992284638	0.025901611
QRSL1_218948_at	QRSL1	218948_at	-0.663914865	0.196622581
QSER1_219705_at	QSER1	219705_at	-1.807531261	0.03982671
QSOX1_201482_at	QSOX1	201482_at	-0.453373638	0.352009648
QSOX2_235239_at	QSOX2	235239_at	-2.426897041	0.01280249
QTRT1_221270_s_at	QTRT1	221270_s_at	-0.994603503	0.233375538
QTRTD1_1560695_at	QTRTD1	1560695_at	2.173447587	0.363303223
R3HCC1_212866_at	R3HCC1	212866_at	-1.644864608	0.049674845
R3HDM1_202754_at	R3HDM1	202754_at	0.165312097	0.875854373
R3HDM2_203831_at	R3HDM2	203831_at	1.813064166	0.044727236
R3HDM4_55705_at	R3HDM4	55705_at	0.107931868	0.950512834
R3HDML_234774_at	R3HDML	234774_at	-2.949870088	0.276578776
RAB10_222981_s_at	RAB10	222981_s_at	-0.292665127	0.822587031
RAB11A_234998_at	RAB11A	234998_at	2.155915501	0.000173475
RAB11B_34478_at	RAB11B	34478_at	-4.271097272	0.000318362
RAB11FIP1_231830_x_at	RAB11FIP1	231830_x_at	1.919745426	0.007526885
RAB11FIP2_203884_s_at	RAB11FIP2	203884_s_at	-0.181066437	0.810014663
RAB11FIP3_228613_at	RAB11FIP3	228613_at	1.135847413	0.010942367
RAB11FIP4_216719_s_at	RAB11FIP4	216719_s_at	3.868687913	0.147556933
RAB11FIP5_210879_s_at	RAB11FIP5	210879_s_at	-0.831904012	0.159668441
RAB12_235059_at	RAB12	235059_at	0.486140398	0.182251826
RAB13_202252_at	RAB13	202252_at	1.466765932	0.12232254
RAB14_200928_s_at	RAB14	200928_s_at	1.908518455	0.018353736
RAB15_221810_at	RAB15	221810_at	0.18806721	0.648175687
RAB17_218931_at	RAB17	218931_at	0.479865796	0.229788558
RAB18_243496_at	RAB18	243496_at	1.963064833	0.000193075
RAB1A_213440_at	RAB1A	213440_at	0.714071819	0.492370046
RAB1B_220964_s_at	RAB1B	220964_s_at	0.896802221	0.262642593
RAB20_219622_at	RAB20	219622_at	-0.25428125	0.483582771
RAB21_226268_at	RAB21	226268_at	2.008196761	0.006367494
RAB22A_213405_at	RAB22A	213405_at	0.39593943	0.466635221
RAB23_220955_x_at	RAB23	220955_x_at	-0.876221569	0.160600685
RAB24_225251_at	RAB24	225251_at	0.59315239	0.473886219
RAB25_218186_at	RAB25	218186_at	0.185119887	0.266046557
RAB26_219562_at	RAB26	219562_at	0.713649711	0.048336777
RAB27A_209514_s_at	RAB27A	209514_s_at	-0.330550797	0.502087284
RAB27B_207018_s_at	RAB27B	207018_s_at	0.360771546	0.356291437
RAB28_207495_at	RAB28	207495_at	-0.437629601	0.654396086
RAB2A_221960_s_at	RAB2A	221960_s_at	1.376583058	0.05572708
RAB2B_225074_at	RAB2B	225074_at	0.70176506	0.490570514
RAB30_227842_at	RAB30	227842_at	0.503836662	0.409362329
RAB31_217762_s_at	RAB31	217762_s_at	-0.444303428	0.087256228
RAB32_228161_at	RAB32	228161_at	-1.112361413	0.237731749
RAB33A_206039_at	RAB33A	206039_at	-1.810864127	0.131563249
RAB33B_221014_s_at	RAB33B	221014_s_at	1.194911675	0.2143458
RAB34_1555630_a_at	RAB34	1555630_a_at	-0.163493342	0.374302748
RAB35_221819_at	RAB35	221819_at	-0.719248471	0.57778893
RAB36_211471_s_at	RAB36	211471_s_at	-0.34977715	0.573914815
RAB37_228113_at	RAB37	228113_at	1.849933431	0.277234141
RAB38_219412_at	RAB38	219412_at	-0.051666719	0.872569995
RAB39A_1554800_at	RAB39A	1554800_at	-1.977910968	0.351859691
RAB39B_230075_at	RAB39B	230075_at	0.387412676	0.302267198
RAB3A_204974_at	RAB3A	204974_at	0.035888657	0.983116657
RAB3B_205924_at	RAB3B	205924_at	-0.372331445	0.270433235
RAB3C_242328_at	RAB3C	242328_at	-4.109854649	0.138180473
RAB3D_225001_at	RAB3D	225001_at	0.558332937	0.157754344
RAB3GAP1_212932_at	RAB3GAP1	212932_at	-0.667244797	0.407780372
RAB3GAP2_243851_at	RAB3GAP2	243851_at	1.385976592	0.009097254
RAB3IL1_219579_at	RAB3IL1	219579_at	-4.284036322	0.006523247
RAB3IP_1565800_x_at	RAB3IP	1565800_x_at	4.870226145	0.018894532
RAB40A_217589_at	RAB40A	217589_at	-1.805688271	0.501228975
RAB40AL_215782_at	RAB40AL	215782_at	-0.553271581	0.826994582
RAB40B_204547_at	RAB40B	204547_at	0.768892931	0.17425423
RAB40C_227698_s_at	RAB40C	227698_s_at	1.234703012	0.030528553
RAB42_1552846_s_at	RAB42	1552846_s_at	-0.682343299	0.368220568
RAB43_229894_s_at	RAB43	229894_s_at	-1.612701548	0.155264504
RAB4A_203581_at	RAB4A	203581_at	0.824658173	0.211146649
RAB4B_237257_at	RAB4B	237257_at	-4.43521557	0.001273871
RAB5A_209089_at	RAB5A	209089_at	2.557115788	0.064125996
RAB5B_201276_at	RAB5B	201276_at	1.021366738	0.167877357
RAB5C_201140_s_at	RAB5C	201140_s_at	0.476075308	0.571115953
RAB6A_1559174_at	RAB6A	1559174_at	1.962685399	0.119322422
RAB6B_221792_at	RAB6B	221792_at	-2.33015752	0.003953346
RAB7A_217268_at	RAB7A	217268_at	6.747841831	0.264789012
RAB7B_230266_at	RAB7B	230266_at	-1.602149572	0.10925433
RAB7L1_243777_at	RAB7L1	243777_at	-3.360983027	0.081545665
RAB8A_208819_at	RAB8A	208819_at	0.729724948	0.597581711
RAB8B_219210_s_at	RAB8B	219210_s_at	-0.548414298	0.451193594
RAB9A_221808_at	RAB9A	221808_at	0.407359468	0.622898327
RAB9B_222918_at	RAB9B	222918_at	-0.026703381	0.97461833
RAB9BP1_208245_at	RAB9BP1	208245_at	-0.982916195	0.756267746
RABAC1_203136_at	RABAC1	203136_at	-0.365982429	0.611461599
RABEP1_225064_at	RABEP1	225064_at	1.237742368	0.069702727
RABEP2_74694_s_at	RABEP2	74694_s_at	0.778020514	0.095019001
RABEPK_203150_at	RABEPK	203150_at	1.227547173	0.163941457
RABGAP1_215070_x_at	RABGAP1	215070_x_at	3.207302507	0.000401796
RABGAP1L_232702_at	RABGAP1L	232702_at	3.249369536	0.01933802
RABGEF1_228110_x_at	RABGEF1	228110_x_at	0.057171885	0.929916261
RABGGTA_203573_s_at	RABGGTA	203573_s_at	-0.12312815	0.88092192
RABGGTB_209180_at	RABGGTB	209180_at	-0.277778416	0.724467321
RABIF_204478_s_at	RABIF	204478_s_at	0.366245149	0.582770614
RABL3_213970_at	RABL3	213970_at	0.497745784	0.45074841
RABL5_222742_s_at	RABL5	222742_s_at	0.62661812	0.388610845
RAC1_1567457_at	RAC1	1567457_at	1.013672047	0.354048378
RAC2_207419_s_at	RAC2	207419_s_at	-0.650381569	0.025879825
RAC3_206103_at	RAC3	206103_at	-0.154961708	0.731734046
RACGAP1_222077_s_at	RACGAP1	222077_s_at	0.178146419	0.912553063
RACGAP1P_224272_at	RACGAP1P	224272_at	7.717137048	0.078327298
RAD1_204460_s_at	RAD1	204460_s_at	-2.503469616	0.035963357
RAD17_207405_s_at	RAD17	207405_s_at	2.255696329	0.048517405
RAD18_238670_at	RAD18	238670_at	-0.748133286	0.243684274
RAD21-AS1_1560207_at	RAD21-AS1	1560207_at	1.638756557	0.052056228
RAD21_200607_s_at	RAD21	200607_s_at	0.32369608	0.671485461
RAD21L1_215917_at	RAD21L1	215917_at	-3.37783366	0.371120269
RAD23A_201039_s_at	RAD23A	201039_s_at	-0.897583004	0.36358856
RAD23B_214422_at	RAD23B	214422_at	2.880575148	0.004064918
RAD50_209349_at	RAD50	209349_at	0.847726933	0.222700852
RAD51_205023_at	RAD51	205023_at	0.203934667	0.869705276
RAD51AP1_204146_at	RAD51AP1	204146_at	1.624617296	0.035898999
RAD51B_216880_at	RAD51B	216880_at	1.563907688	0.057870952
RAD51C_206066_s_at	RAD51C	206066_s_at	1.140459734	0.011936657
RAD51D_209965_s_at	RAD51D	209965_s_at	-0.868725866	0.286875765
RAD52_205647_at	RAD52	205647_at	2.218232129	0.003911155
RAD54B_219494_at	RAD54B	219494_at	1.766409537	0.008702319
RAD54L_204558_at	RAD54L	204558_at	-1.62143236	0.076609236
RAD54L2_213205_s_at	RAD54L2	213205_s_at	-2.376639962	0.038339055
RAD9A_204828_at	RAD9A	204828_at	1.544399719	0.083706968
RAD9B_1553285_s_at	RAD9B	1553285_s_at	-1.145714799	0.349401986
RADIL_223693_s_at	RADIL	223693_s_at	0.76525189	0.480871738
RAE1_211319_at	RAE1	211319_at	4.848611659	0.153611262
RAET1E_1552777_a_at	RAET1E	1552777_a_at	0.240364991	0.857364314
RAF1_1557675_at	RAF1	1557675_at	1.884281165	0.011007527
RAG1_206591_at	RAG1	206591_at	-0.846900151	0.382825929
RAG2_215117_at	RAG2	215117_at	-3.582551505	0.265147903
RAI1_1552558_a_at	RAI1	1552558_a_at	-6.002746637	0.003540824
RAI14_202052_s_at	RAI14	202052_s_at	-0.755190208	0.014713712
RAI2_219440_at	RAI2	219440_at	0.280710772	0.608319376
RALA_224880_at	RALA	224880_at	0.804441923	0.340670584
RALB_202101_s_at	RALB	202101_s_at	-0.376152509	0.635284934
RALBP1_202845_s_at	RALBP1	202845_s_at	-1.547412347	0.02809966
RALGAPA1_234923_at	RALGAPA1	234923_at	1.889370015	0.004348483
RALGAPA2_239660_at	RALGAPA2	239660_at	1.428793394	0.04386527
RALGAPB_221738_at	RALGAPB	221738_at	0.776161033	0.27908531
RALGDS_209051_s_at	RALGDS	209051_s_at	-0.795721358	0.364574933
RALGPS1_204199_at	RALGPS1	204199_at	0.753679116	0.038859871
RALGPS2_220338_at	RALGPS2	220338_at	1.751759538	0.000932218
RALY_201271_s_at	RALY	201271_s_at	-1.917825428	0.032535072
RALYL_213967_at	RALYL	213967_at	0.358894352	0.64411272
