	X54675	X54675.1	paclitaxel.coeff	paclitaxel.pvalue
235326_at_235326_at	235326_at	235326_at	6.730644741	0.024574152
235332_at_235332_at	235332_at	235332_at	0.930982185	0.695658971
235336_at_235336_at	235336_at	235336_at	1.209496594	0.71432773
235363_at_235363_at	235363_at	235363_at	0.894742587	0.089836677
235376_at_235376_at	235376_at	235376_at	0.857888139	0.243271271
235380_at_235380_at	235380_at	235380_at	-0.872989741	0.376846408
235386_at_235386_at	235386_at	235386_at	0.876477189	0.416425566
235392_at_235392_at	235392_at	235392_at	0.728083999	0.064070264
235393_at_235393_at	235393_at	235393_at	1.017724943	0.402988261
235399_at_235399_at	235399_at	235399_at	-0.470920185	0.651965771
235403_at_235403_at	235403_at	235403_at	-0.307081511	0.861286366
235407_at_235407_at	235407_at	235407_at	0.35848718	0.628208299
235419_at_235419_at	235419_at	235419_at	0.035805325	0.924409195
235422_at_235422_at	235422_at	235422_at	1.420650264	0.001254462
235424_at_235424_at	235424_at	235424_at	1.375420579	0.032985387
235428_at_235428_at	235428_at	235428_at	0.193176669	0.670037444
235429_at_235429_at	235429_at	235429_at	0.649014104	0.25561819
235434_at_235434_at	235434_at	235434_at	-0.415575289	0.536541573
235437_at_235437_at	235437_at	235437_at	1.295332558	0.083291028
235438_at_235438_at	235438_at	235438_at	-0.198480659	0.66977905
235441_at_235441_at	235441_at	235441_at	-1.075295139	0.146717734
235445_at_235445_at	235445_at	235445_at	3.39317352	0.283596381
235452_at_235452_at	235452_at	235452_at	1.590930876	0.006895303
235454_at_235454_at	235454_at	235454_at	2.741583023	0.108945168
235456_at_235456_at	235456_at	235456_at	0.974847504	0.001187709
235469_at_235469_at	235469_at	235469_at	1.460512619	0.035464997
235474_at_235474_at	235474_at	235474_at	0.618496105	0.35311583
235477_at_235477_at	235477_at	235477_at	2.299389419	0.316071556
235480_at_235480_at	235480_at	235480_at	-6.067679993	0.018356553
235487_at_235487_at	235487_at	235487_at	1.892189325	0.256877111
235493_at_235493_at	235493_at	235493_at	1.361730095	0.031901273
235501_at_235501_at	235501_at	235501_at	0.311772528	0.46953966
235506_at_235506_at	235506_at	235506_at	-0.009970064	0.990890074
235513_at_235513_at	235513_at	235513_at	0.656743395	0.156099482
235517_at_235517_at	235517_at	235517_at	1.552573975	0.292865901
235525_at_235525_at	235525_at	235525_at	-2.785151875	0.072227163
235526_at_235526_at	235526_at	235526_at	0.081632604	0.907772182
235530_at_235530_at	235530_at	235530_at	-0.851059719	0.387605867
235531_at_235531_at	235531_at	235531_at	0.117484484	0.901982531
235532_at_235532_at	235532_at	235532_at	1.0798649	0.018554448
235534_at_235534_at	235534_at	235534_at	0.677613675	0.1458823
235535_x_at_235535_x_at	235535_x_at	235535_x_at	-0.092018903	0.849311773
235538_at_235538_at	235538_at	235538_at	0.622938779	0.0425445
235543_at_235543_at	235543_at	235543_at	0.9424117	0.254574537
235555_at_235555_at	235555_at	235555_at	1.073725927	0.198372131
235560_at_235560_at	235560_at	235560_at	-1.004984508	0.474426413
235563_at_235563_at	235563_at	235563_at	-0.012839038	0.983369928
235571_at_235571_at	235571_at	235571_at	1.99929019	0.011278098
235573_at_235573_at	235573_at	235573_at	0.72116155	0.200380207
235575_at_235575_at	235575_at	235575_at	1.521890758	0.00105733
235581_at_235581_at	235581_at	235581_at	-0.298585524	0.560284389
235585_at_235585_at	235585_at	235585_at	0.810846189	0.51457183
235586_at_235586_at	235586_at	235586_at	1.420899966	0.033860876
235592_at_235592_at	235592_at	235592_at	-0.199947044	0.571922308
235596_at_235596_at	235596_at	235596_at	-0.363628027	0.799433571
235600_at_235600_at	235600_at	235600_at	-3.604098462	0.206165949
235601_at_235601_at	235601_at	235601_at	1.63425592	0.052780925
235607_at_235607_at	235607_at	235607_at	0.52702547	0.590879833
235608_at_235608_at	235608_at	235608_at	-0.32084179	0.814304817
235612_at_235612_at	235612_at	235612_at	-0.064374472	0.939828816
235613_at_235613_at	235613_at	235613_at	1.27856595	0.05144559
235617_x_at_235617_x_at	235617_x_at	235617_x_at	-1.171420086	0.709227133
235622_at_235622_at	235622_at	235622_at	-0.357804703	0.913125697
235629_at_235629_at	235629_at	235629_at	-0.299268258	0.46235475
235630_at_235630_at	235630_at	235630_at	0.239420597	0.844792424
235632_at_235632_at	235632_at	235632_at	-0.738736705	0.641438811
235633_at_235633_at	235633_at	235633_at	2.612947924	0.301574302
235636_at_235636_at	235636_at	235636_at	-2.870256997	0.360208152
235637_s_at_235637_s_at	235637_s_at	235637_s_at	1.133783215	0.704933396
235640_at_235640_at	235640_at	235640_at	0.113878694	0.901499338
235642_at_235642_at	235642_at	235642_at	2.653618325	0.48950912
235646_at_235646_at	235646_at	235646_at	1.534844637	0.009895557
235652_at_235652_at	235652_at	235652_at	-0.312953765	0.436236061
235654_at_235654_at	235654_at	235654_at	1.106278011	0.226433522
235655_at_235655_at	235655_at	235655_at	-1.172611934	0.273671171
235656_s_at_235656_s_at	235656_s_at	235656_s_at	-1.278936589	0.481891842
235657_at_235657_at	235657_at	235657_at	-0.407010917	0.632828265
235658_at_235658_at	235658_at	235658_at	0.121797168	0.912090825
235659_at_235659_at	235659_at	235659_at	1.041828837	0.319552231
235660_at_235660_at	235660_at	235660_at	1.032237011	0.287208451
235661_at_235661_at	235661_at	235661_at	-3.749766682	0.040298239
235662_at_235662_at	235662_at	235662_at	1.15395133	0.183968885
235663_at_235663_at	235663_at	235663_at	0.167477603	0.876127273
235664_at_235664_at	235664_at	235664_at	-1.602761907	0.236518191
235671_at_235671_at	235671_at	235671_at	-2.411233294	0.221967323
235673_at_235673_at	235673_at	235673_at	-0.892543338	0.419971999
235676_at_235676_at	235676_at	235676_at	0.607356386	0.283433958
235679_at_235679_at	235679_at	235679_at	1.713155188	0.019814488
235680_at_235680_at	235680_at	235680_at	-0.297916559	0.683708394
235681_at_235681_at	235681_at	235681_at	1.515297978	0.001170027
235685_at_235685_at	235685_at	235685_at	-1.043957584	0.076284485
235693_at_235693_at	235693_at	235693_at	0.896526501	0.014267788
235696_at_235696_at	235696_at	235696_at	0.077270995	0.807000023
235697_at_235697_at	235697_at	235697_at	0.213127878	0.780311365
235700_at_235700_at	235700_at	235700_at	-0.097114139	0.641547126
235701_at_235701_at	235701_at	235701_at	1.422074727	0.012529041
235702_at_235702_at	235702_at	235702_at	0.865788249	0.312992966
235705_at_235705_at	235705_at	235705_at	-0.438773437	0.374132967
235712_at_235712_at	235712_at	235712_at	0.075598599	0.935532592
235716_at_235716_at	235716_at	235716_at	0.960123796	0.121803044
235730_at_235730_at	235730_at	235730_at	1.364137656	0.03032478
235734_at_235734_at	235734_at	235734_at	1.640835341	0.679197654
235738_at_235738_at	235738_at	235738_at	1.289017225	0.204046873
235739_at_235739_at	235739_at	235739_at	0.913050843	0.009371244
235743_at_235743_at	235743_at	235743_at	0.426295121	0.21209837
235746_s_at_235746_s_at	235746_s_at	235746_s_at	0.259673997	0.680227377
235750_at_235750_at	235750_at	235750_at	1.866880093	0.496674673
235752_at_235752_at	235752_at	235752_at	1.447763051	0.260568188
235756_at_235756_at	235756_at	235756_at	-1.469556983	0.052009173
235757_at_235757_at	235757_at	235757_at	1.712151385	0.005020431
235759_at_235759_at	235759_at	235759_at	-0.603475249	0.048772306
235761_at_235761_at	235761_at	235761_at	-0.17594052	0.863336677
235771_at_235771_at	235771_at	235771_at	0.323710653	0.440193345
235772_at_235772_at	235772_at	235772_at	-0.130820396	0.884104002
235782_at_235782_at	235782_at	235782_at	-0.00642443	0.993461991
235784_at_235784_at	235784_at	235784_at	-0.487979968	0.741206288
235785_at_235785_at	235785_at	235785_at	1.18801142	0.05600583
235786_at_235786_at	235786_at	235786_at	1.191258441	0.006576034
235788_at_235788_at	235788_at	235788_at	1.59499931	0.091314597
235790_at_235790_at	235790_at	235790_at	-5.434227416	0.092418791
235793_at_235793_at	235793_at	235793_at	-0.947802964	0.064335234
235796_at_235796_at	235796_at	235796_at	-0.113915851	0.894597877
235800_at_235800_at	235800_at	235800_at	2.146942111	0.002733265
235803_at_235803_at	235803_at	235803_at	0.814358031	0.0384433
235804_at_235804_at	235804_at	235804_at	-0.153437092	0.875236343
235805_at_235805_at	235805_at	235805_at	0.701191754	0.328996804
235807_at_235807_at	235807_at	235807_at	6.467790946	0.003031337
235811_at_235811_at	235811_at	235811_at	0.750823967	0.151995092
235813_at_235813_at	235813_at	235813_at	-1.807046529	0.480731569
235814_at_235814_at	235814_at	235814_at	1.031792603	0.47266788
235820_at_235820_at	235820_at	235820_at	3.22263287	0.419412657
235821_at_235821_at	235821_at	235821_at	-0.528172548	0.285361916
235823_at_235823_at	235823_at	235823_at	1.711065167	0.282473475
235824_at_235824_at	235824_at	235824_at	-2.312752582	0.52668658
235825_at_235825_at	235825_at	235825_at	1.346293496	0.116243209
235826_at_235826_at	235826_at	235826_at	0.807865636	0.57758417
235829_at_235829_at	235829_at	235829_at	-1.239809457	0.433358205
235830_at_235830_at	235830_at	235830_at	-0.478322239	0.620853729
235831_at_235831_at	235831_at	235831_at	-2.799572052	0.447427003
235835_at_235835_at	235835_at	235835_at	-0.359661541	0.892018591
235837_at_235837_at	235837_at	235837_at	0.565492123	0.649813209
235841_at_235841_at	235841_at	235841_at	0.869894416	0.333414577
235842_at_235842_at	235842_at	235842_at	-0.582600599	0.663888062
235843_at_235843_at	235843_at	235843_at	-2.586827146	0.333958268
235846_at_235846_at	235846_at	235846_at	1.167742338	0.076622831
235847_at_235847_at	235847_at	235847_at	1.969551415	0.013858023
235848_x_at_235848_x_at	235848_x_at	235848_x_at	-1.509500157	0.071829161
235856_at_235856_at	235856_at	235856_at	0.6563737	0.795075784
235860_at_235860_at	235860_at	235860_at	-0.100382249	0.932403423
235861_at_235861_at	235861_at	235861_at	0.250882676	0.841939653
235862_at_235862_at	235862_at	235862_at	0.50494091	0.549949872
235864_at_235864_at	235864_at	235864_at	2.166994272	0.122138606
235870_at_235870_at	235870_at	235870_at	-5.023788291	0.030416896
235872_at_235872_at	235872_at	235872_at	1.259272715	0.435233107
235873_at_235873_at	235873_at	235873_at	-4.862796062	0.162602145
235875_at_235875_at	235875_at	235875_at	1.230403984	0.052054686
235876_at_235876_at	235876_at	235876_at	-1.648982837	0.378712575
235877_at_235877_at	235877_at	235877_at	4.428550145	0.059347785
235883_at_235883_at	235883_at	235883_at	1.600988856	0.344736086
235887_at_235887_at	235887_at	235887_at	-4.150924077	0.0387954
235889_at_235889_at	235889_at	235889_at	-0.096871018	0.88866843
235892_at_235892_at	235892_at	235892_at	-0.566093806	0.467120007
235893_at_235893_at	235893_at	235893_at	1.104180591	0.086725216
235894_at_235894_at	235894_at	235894_at	1.118798826	0.179128591
235895_at_235895_at	235895_at	235895_at	2.473813612	0.064876286
235898_at_235898_at	235898_at	235898_at	-0.880201783	0.666367923
235901_at_235901_at	235901_at	235901_at	-0.076761639	0.919495716
235902_at_235902_at	235902_at	235902_at	0.135183113	0.773161596
235912_at_235912_at	235912_at	235912_at	0.481494089	0.484402187
235915_at_235915_at	235915_at	235915_at	3.882336362	0.251182903
235917_at_235917_at	235917_at	235917_at	0.799478115	0.37648456
235919_at_235919_at	235919_at	235919_at	0.031343565	0.96700214
235920_at_235920_at	235920_at	235920_at	2.082620395	0.044868134
235921_at_235921_at	235921_at	235921_at	-0.135716896	0.739900486
235922_at_235922_at	235922_at	235922_at	-0.219150814	0.722910251
235924_at_235924_at	235924_at	235924_at	-0.233814265	0.392554178
235925_at_235925_at	235925_at	235925_at	1.072658053	0.025864839
235926_at_235926_at	235926_at	235926_at	1.50543819	0.013011843
235928_at_235928_at	235928_at	235928_at	0.190571913	0.843113199
235929_s_at_235929_s_at	235929_s_at	235929_s_at	-1.705066693	0.496706606
235938_at_235938_at	235938_at	235938_at	0.703205208	0.300426191
235939_at_235939_at	235939_at	235939_at	-0.954776446	0.179356825
235942_at_235942_at	235942_at	235942_at	6.710651434	0.056940659
235943_at_235943_at	235943_at	235943_at	4.333708072	0.176317917
235945_at_235945_at	235945_at	235945_at	3.90566542	0.153073858
235947_at_235947_at	235947_at	235947_at	0.254519877	0.585565687
235952_at_235952_at	235952_at	235952_at	0.980587182	0.130445577
235954_at_235954_at	235954_at	235954_at	1.092907197	0.057867169
235959_at_235959_at	235959_at	235959_at	1.722422438	0.002492074
235963_at_235963_at	235963_at	235963_at	-2.242046283	0.188574107
235965_at_235965_at	235965_at	235965_at	-0.230573866	0.636998709
235969_at_235969_at	235969_at	235969_at	-0.95646452	0.505831205
235971_at_235971_at	235971_at	235971_at	-0.721900962	0.530859295
235983_at_235983_at	235983_at	235983_at	0.298246361	0.727896428
235984_at_235984_at	235984_at	235984_at	0.550891615	0.341777805
235985_at_235985_at	235985_at	235985_at	0.376560875	0.54657068
235986_at_235986_at	235986_at	235986_at	0.031367174	0.989644937
235989_at_235989_at	235989_at	235989_at	-0.465887448	0.530564542
235999_at_235999_at	235999_at	235999_at	2.521135304	0.042595497
236000_s_at_236000_s_at	236000_s_at	236000_s_at	1.17342094	0.048919082
236002_at_236002_at	236002_at	236002_at	2.473555605	0.004647867
236003_x_at_236003_x_at	236003_x_at	236003_x_at	-3.497999795	0.258328533
236004_at_236004_at	236004_at	236004_at	0.712197906	0.304538943
236005_at_236005_at	236005_at	236005_at	-2.968179374	0.182966175
236008_at_236008_at	236008_at	236008_at	0.30866702	0.919108633
236010_at_236010_at	236010_at	236010_at	0.16211702	0.868686718
236018_at_236018_at	236018_at	236018_at	1.227838202	0.166414985
236021_at_236021_at	236021_at	236021_at	0.224795983	0.94146317
236032_at_236032_at	236032_at	236032_at	0.962512253	0.14585216
236035_at_236035_at	236035_at	236035_at	-2.622485149	0.246738733
236038_at_236038_at	236038_at	236038_at	0.320881921	0.855047709
236041_at_236041_at	236041_at	236041_at	1.282028792	0.208463413
236043_at_236043_at	236043_at	236043_at	3.281615851	0.003476027
236045_x_at_236045_x_at	236045_x_at	236045_x_at	-0.238061597	0.739084007
236051_at_236051_at	236051_at	236051_at	-0.593562252	0.434380851
236054_at_236054_at	236054_at	236054_at	-3.264598568	0.040953067
236060_at_236060_at	236060_at	236060_at	2.612951136	0.096658523
236062_at_236062_at	236062_at	236062_at	1.537886508	0.117316761
236063_at_236063_at	236063_at	236063_at	-1.83849793	0.502119566
236065_at_236065_at	236065_at	236065_at	2.943484561	0.058881639
236066_at_236066_at	236066_at	236066_at	-2.078459925	0.155780625
236067_at_236067_at	236067_at	236067_at	-0.485327325	0.331414509
236069_at_236069_at	236069_at	236069_at	0.951602039	0.635829138
236072_at_236072_at	236072_at	236072_at	0.668953457	0.36878129
236074_at_236074_at	236074_at	236074_at	-3.787859675	0.018766972
236084_at_236084_at	236084_at	236084_at	-6.306176182	0.016732441
236086_at_236086_at	236086_at	236086_at	-1.738572914	0.514987491
236089_at_236089_at	236089_at	236089_at	-1.708776066	0.288809558
236090_at_236090_at	236090_at	236090_at	-1.596862848	0.063648552
236092_at_236092_at	236092_at	236092_at	0.589289589	0.458010383
236093_at_236093_at	236093_at	236093_at	-0.739712254	0.397038537
236097_at_236097_at	236097_at	236097_at	0.974865513	0.054689334
236099_at_236099_at	236099_at	236099_at	-0.273307024	0.881738406
236101_at_236101_at	236101_at	236101_at	0.139033241	0.959097277
236103_at_236103_at	236103_at	236103_at	-3.656639191	0.025955948
236106_at_236106_at	236106_at	236106_at	1.262852598	0.088528568
236109_at_236109_at	236109_at	236109_at	0.565465912	0.486394724
236110_at_236110_at	236110_at	236110_at	-1.848730369	0.583464151
236111_at_236111_at	236111_at	236111_at	2.901585495	0.306078057
236113_at_236113_at	236113_at	236113_at	0.91427636	0.008586439
236114_at_236114_at	236114_at	236114_at	0.479011831	0.321843605
236116_at_236116_at	236116_at	236116_at	0.875637103	0.310780277
236117_at_236117_at	236117_at	236117_at	0.774702699	0.084202302
236120_at_236120_at	236120_at	236120_at	-1.656738984	0.084536439
236122_at_236122_at	236122_at	236122_at	1.220166269	0.042990713
236125_at_236125_at	236125_at	236125_at	1.0551209	0.019382939
236127_at_236127_at	236127_at	236127_at	-3.874576145	0.06311516
236131_at_236131_at	236131_at	236131_at	0.336811669	0.772488063
236136_at_236136_at	236136_at	236136_at	-3.085687152	0.175866903
236137_at_236137_at	236137_at	236137_at	-5.843841946	0.015253293
236139_at_236139_at	236139_at	236139_at	-0.376141282	0.554795241
236143_at_236143_at	236143_at	236143_at	2.129560874	0.11176655
236145_at_236145_at	236145_at	236145_at	-5.853193993	0.004582907
236147_at_236147_at	236147_at	236147_at	-6.98384839	0.005707322
236148_at_236148_at	236148_at	236148_at	-0.07316696	0.971685778
236149_at_236149_at	236149_at	236149_at	1.610998515	0.038232062
236153_at_236153_at	236153_at	236153_at	0.891213537	0.154053719
236157_at_236157_at	236157_at	236157_at	3.496071232	0.054006975
236161_at_236161_at	236161_at	236161_at	1.194896816	0.486830496
236167_at_236167_at	236167_at	236167_at	-0.460472399	0.249210078
236168_at_236168_at	236168_at	236168_at	1.20413658	0.017741156
236169_at_236169_at	236169_at	236169_at	3.63064931	0.166384108
236170_x_at_236170_x_at	236170_x_at	236170_x_at	1.01634334	0.133553033
236174_at_236174_at	236174_at	236174_at	1.879860021	0.031585472
236176_at_236176_at	236176_at	236176_at	-3.950647992	0.030489041
236177_s_at_236177_s_at	236177_s_at	236177_s_at	-0.257454391	0.936097349
