	X54675	X54675.1	gemcitabine.coeff	gemcitabine.pvalue
C16orf74_227806_at	C16orf74	227806_at	0.606810174	0.332841575
C16orf78_240209_at	C16orf78	240209_at	1.694906306	0.639282643
C16orf79_1553990_at	C16orf79	1553990_at	-0.571668473	0.702462942
C16orf80_217957_at	C16orf80	217957_at	-0.245569054	0.864124305
C16orf82_231076_at	C16orf82	231076_at	0.864565766	0.820258558
C16orf86_231153_at	C16orf86	231153_at	-0.053689334	0.979666289
C16orf87_226608_at	C16orf87	226608_at	1.280512107	0.10998141
C16orf88_213235_at	C16orf88	213235_at	0.275469956	0.805573677
C16orf89_229177_at	C16orf89	229177_at	-1.534361741	0.065883409
C16orf91_225749_at	C16orf91	225749_at	0.130588959	0.902602179
C16orf92_1557162_at	C16orf92	1557162_at	0.028852851	0.994586667
C16orf93_231300_at	C16orf93	231300_at	-0.482590421	0.494907429
C16orf95_223745_at	C16orf95	223745_at	1.102859956	0.718405504
C17orf100_229071_at	C17orf100	229071_at	-0.320673225	0.700095414
C17orf101_64438_at	C17orf101	64438_at	-2.591248336	0.097015171
C17orf103_226657_at	C17orf103	226657_at	0.523070215	0.504960819
C17orf104_1562484_at	C17orf104	1562484_at	-0.920842418	0.030107887
C17orf105_231453_at	C17orf105	231453_at	4.819785149	0.272109351
C17orf108_1560703_at	C17orf108	1560703_at	0.475270548	0.617547576
C17orf109_229740_at	C17orf109	229740_at	1.013702804	0.21379381
C17orf110_236098_at	C17orf110	236098_at	1.241294334	0.616987665
C17orf28_225981_at	C17orf28	225981_at	0.111624246	0.797028185
C17orf39_241465_at	C17orf39	241465_at	-4.730061269	0.076079886
C17orf47_1554662_at	C17orf47	1554662_at	4.340332296	0.086144229
C17orf48_223401_at	C17orf48	223401_at	-1.50598552	0.119190014
C17orf49_224574_at	C17orf49	224574_at	-0.713135972	0.274296522
C17orf50_237929_at	C17orf50	237929_at	0.629006504	0.829701714
C17orf51_1557346_a_at	C17orf51	1557346_a_at	-4.310762487	0.230388721
C17orf52_1556533_at	C17orf52	1556533_at	-0.595101529	0.88800858
C17orf53_219879_s_at	C17orf53	219879_s_at	-1.086076486	0.569188142
C17orf56_238980_x_at	C17orf56	238980_x_at	-3.222796751	0.172406871
C17orf57_1554772_at	C17orf57	1554772_at	2.434833367	0.277114748
C17orf58_226901_at	C17orf58	226901_at	-0.057902448	0.9216598
C17orf59_229950_s_at	C17orf59	229950_s_at	-4.217687772	0.303075923
C17orf61_227063_at	C17orf61	227063_at	-0.609357413	0.56968001
C17orf62_218130_at	C17orf62	218130_at	0.075611131	0.94189821
C17orf63_222641_s_at	C17orf63	222641_s_at	-0.693940285	0.475112832
C17orf64_1555985_at	C17orf64	1555985_at	-4.772199494	0.156335465
C17orf65_1555981_at	C17orf65	1555981_at	0.123169433	0.899699778
C17orf66_1553378_a_at	C17orf66	1553378_a_at	-0.515610365	0.905487113
C17orf67_236863_at	C17orf67	236863_at	1.186393642	0.414554575
C17orf69_1553399_a_at	C17orf69	1553399_a_at	-2.612641109	0.217925186
C17orf70_228136_s_at	C17orf70	228136_s_at	-3.440328957	0.101718184
C17orf72_232972_at	C17orf72	232972_at	-1.391182418	0.560113681
C17orf74_240082_s_at	C17orf74	240082_s_at	5.905147959	0.184927692
C17orf75_203830_at	C17orf75	203830_at	-1.319996238	0.206346313
C17orf76-AS1_225065_x_at	C17orf76-AS1	225065_x_at	-1.154115793	0.136578618
C17orf77_1553298_at	C17orf77	1553298_at	-10.55431993	0.027936094
C17orf78_1553486_a_at	C17orf78	1553486_a_at	4.171316255	0.361690171
C17orf79_225096_at	C17orf79	225096_at	-0.190233826	0.826581066
C17orf80_223351_at	C17orf80	223351_at	-1.061061646	0.258232704
C17orf81_223286_at	C17orf81	223286_at	-0.890121983	0.150080988
C17orf82_1555478_at	C17orf82	1555478_at	3.202245411	0.168848465
C17orf85_218896_s_at	C17orf85	218896_s_at	-0.942798855	0.542930556
C17orf89_225967_s_at	C17orf89	225967_s_at	0.4933974	0.543872259
C17orf90_221797_at	C17orf90	221797_at	0.407758094	0.652927115
C17orf96_228066_at	C17orf96	228066_at	0.247482403	0.782195365
C17orf97_229238_at	C17orf97	229238_at	-0.821780705	0.140982931
C17orf98_244316_at	C17orf98	244316_at	5.543000121	0.099579338
C17orf99_236981_at	C17orf99	236981_at	-2.975039228	0.181530516
C18orf1_233138_at	C18orf1	233138_at	1.666368214	0.641508679
C18orf12_1553087_at	C18orf12	1553087_at	0.833433844	0.763332256
C18orf15_1553435_at	C18orf15	1553435_at	0.584700973	0.866636991
C18orf21_223526_at	C18orf21	223526_at	-0.585281359	0.544008057
C18orf25_217539_at	C18orf25	217539_at	2.190366344	0.121651708
C18orf32_224957_at	C18orf32	224957_at	0.392963103	0.576910711
C18orf34_1558820_a_at	C18orf34	1558820_a_at	-0.767623779	0.763504777
C18orf42_243506_at	C18orf42	243506_at	2.277537058	0.41377794
C18orf49_232222_at	C18orf49	232222_at	2.710823023	0.440121753
C18orf54_1553651_at	C18orf54	1553651_at	1.344362208	0.52049986
C18orf56_228989_at	C18orf56	228989_at	-0.230324334	0.76625317
C18orf62_1556288_at	C18orf62	1556288_at	5.815948702	0.330510617
C18orf8_221190_s_at	C18orf8	221190_s_at	1.405227941	0.116303924
C19orf10_221739_at	C19orf10	221739_at	-0.437130564	0.680593472
C19orf12_227704_at	C19orf12	227704_at	-2.342668182	0.04863306
C19orf18_236847_at	C19orf18	236847_at	-1.059276435	0.256747784
C19orf21_212925_at	C19orf21	212925_at	0.299286252	0.564893852
C19orf24_221587_s_at	C19orf24	221587_s_at	-1.042948438	0.479477299
C19orf25_226378_s_at	C19orf25	226378_s_at	-0.644096965	0.502196854
C19orf26_1552355_s_at	C19orf26	1552355_s_at	6.542998252	0.060223505
C19orf29_240373_at	C19orf29	240373_at	-5.120147753	0.05525555
C19orf33_223631_s_at	C19orf33	223631_s_at	0.090241924	0.650750059
C19orf40_214816_x_at	C19orf40	214816_x_at	-1.141520216	0.210929036
C19orf42_219097_x_at	C19orf42	219097_x_at	-1.67697409	0.338789021
C19orf43_223003_at	C19orf43	223003_at	-1.020314541	0.427143973
C19orf44_232730_at	C19orf44	232730_at	-3.122233332	0.222144728
C19orf45_241842_x_at	C19orf45	241842_x_at	-1.889700388	0.234338617
C19orf46_235515_at	C19orf46	235515_at	0.351301232	0.238798608
C19orf47_234999_at	C19orf47	234999_at	-5.462387538	0.070983462
C19orf48_224468_s_at	C19orf48	224468_s_at	1.012321937	0.308216363
C19orf51_230033_at	C19orf51	230033_at	0.368064651	0.546148773
C19orf52_231901_at	C19orf52	231901_at	1.544231814	0.249895988
C19orf53_217926_at	C19orf53	217926_at	2.214297754	0.17888032
C19orf54_222052_at	C19orf54	222052_at	0.532961438	0.529434898
C19orf55_242640_at	C19orf55	242640_at	-2.844071239	0.27334975
C19orf57_206901_at	C19orf57	206901_at	-0.635207041	0.657242525
C19orf59_235568_at	C19orf59	235568_at	4.963911454	0.052961949
C19orf6_213985_s_at	C19orf6	213985_s_at	-2.15683999	0.524341286
C19orf60_51200_at	C19orf60	51200_at	0.23853547	0.805149865
C19orf63_224727_at	C19orf63	224727_at	-1.079103041	0.03480752
C19orf66_1555491_a_at	C19orf66	1555491_a_at	-0.799697726	0.317311229
C19orf68_238866_at	C19orf68	238866_at	-0.969816919	0.483380102
C19orf69_231632_at	C19orf69	231632_at	-0.653733073	0.830317307
C19orf70_225823_at	C19orf70	225823_at	-0.155761407	0.885848583
C19orf73_220151_at	C19orf73	220151_at	1.064669145	0.516979296
C19orf75_1553887_at	C19orf75	1553887_at	3.584352497	0.522745018
C19orf76_232154_at	C19orf76	232154_at	0.868126981	0.492667143
C19orf77_231982_at	C19orf77	231982_at	-5.057418835	0.127351598
C19orf79_226006_at	C19orf79	226006_at	0.61513719	0.591115593
C19orf80_220437_at	C19orf80	220437_at	-1.946366926	0.498324233
C19orf81_230814_at	C19orf81	230814_at	3.957883965	0.20049423
C1D_200056_s_at	C1D	200056_s_at	-3.742538516	0.030372922
C1GALT1_219439_at	C1GALT1	219439_at	0.414830775	0.544298307
C1GALT1C1_219283_at	C1GALT1C1	219283_at	0.242675489	0.753013619
C1orf100_237603_at	C1orf100	237603_at	-2.70056096	0.515846523
C1orf101_233578_at	C1orf101	233578_at	-2.821827446	0.371607561
C1orf105_214357_at	C1orf105	214357_at	1.108819768	0.569551046
C1orf106_219010_at	C1orf106	219010_at	-0.572088319	0.060298816
C1orf109_218712_at	C1orf109	218712_at	-2.11609423	0.068651281
C1orf110_1554960_at	C1orf110	1554960_at	0.253360858	0.620687184
C1orf111_231163_at	C1orf111	231163_at	-0.866452425	0.810259566
C1orf112_220840_s_at	C1orf112	220840_s_at	0.028096767	0.979265743
C1orf114_1555112_a_at	C1orf114	1555112_a_at	-2.33754597	0.053485952
C1orf115_218546_at	C1orf115	218546_at	-0.300171492	0.356294622
C1orf116_219856_at	C1orf116	219856_at	-0.780285044	0.083239786
C1orf122_225480_at	C1orf122	225480_at	0.032689413	0.974687105
C1orf123_203197_s_at	C1orf123	203197_s_at	-1.443862367	0.196183702
C1orf124_223511_at	C1orf124	223511_at	-0.870442662	0.417213323
C1orf126_239120_at	C1orf126	239120_at	-0.779044924	0.530657378
C1orf127_1553444_a_at	C1orf127	1553444_a_at	2.975921866	0.241947483
C1orf129_221182_at	C1orf129	221182_at	-7.223409442	0.100863097
C1orf131_226242_at	C1orf131	226242_at	-0.811743916	0.355758813
C1orf133_230121_at	C1orf133	230121_at	-0.078028279	0.878783554
C1orf134_244834_at	C1orf134	244834_at	0.418225341	0.732367425
C1orf135_220011_at	C1orf135	220011_at	0.540043992	0.609524579
C1orf144_212002_at	C1orf144	212002_at	0.451792576	0.691181428
C1orf145_1560554_a_at	C1orf145	1560554_a_at	-3.115764264	0.007661563
C1orf150_1552908_at	C1orf150	1552908_at	-1.040585886	0.807479758
C1orf158_231549_at	C1orf158	231549_at	7.881377377	0.052094687
C1orf159_219337_at	C1orf159	219337_at	-1.599370409	0.275562363
C1orf162_228532_at	C1orf162	228532_at	2.518272541	0.357971006
C1orf168_238625_at	C1orf168	238625_at	0.869774556	0.107928862
C1orf170_224501_at	C1orf170	224501_at	-2.089283439	0.303155035
C1orf172_236058_at	C1orf172	236058_at	-0.397291604	0.553407909
C1orf173_243753_at	C1orf173	243753_at	0.43105339	0.663855588
C1orf174_238010_at	C1orf174	238010_at	-1.625064839	0.098839747
C1orf177_1557016_a_at	C1orf177	1557016_a_at	-5.440828375	0.217293286
C1orf180_1563743_at	C1orf180	1563743_at	-8.852304211	0.041517229
C1orf182_230608_at	C1orf182	230608_at	0.293980045	0.868779717
C1orf186_230381_at	C1orf186	230381_at	-0.684217542	0.296958801
C1orf187_1554340_a_at	C1orf187	1554340_a_at	-2.191441503	0.089605503
C1orf191_232469_x_at	C1orf191	232469_x_at	-1.801418921	0.163098039
C1orf192_231077_at	C1orf192	231077_at	-3.832733923	0.066944599
C1orf194_231044_at	C1orf194	231044_at	-0.846315497	0.708607395
C1orf198_223063_at	C1orf198	223063_at	-0.029059457	0.970808269
C1orf200_1559638_at	C1orf200	1559638_at	0.074734868	0.982091254
C1orf201_227694_at	C1orf201	227694_at	-0.653477084	0.484303781
C1orf204_1556633_at	C1orf204	1556633_at	-0.981871064	0.398345345
C1orf21_223125_s_at	C1orf21	223125_s_at	0.320099996	0.4267097
C1orf210_1554246_at	C1orf210	1554246_at	-0.215977425	0.676199645
C1orf212_238640_at	C1orf212	238640_at	3.916281402	0.062178069
C1orf213_229086_at	C1orf213	229086_at	0.186386864	0.774462034
C1orf216_212791_at	C1orf216	212791_at	-0.741526171	0.411216804
C1orf220_1563876_at	C1orf220	1563876_at	-0.526615281	0.760258358
C1orf222_215788_at	C1orf222	215788_at	-4.809305948	0.112123144
C1orf226_227019_at	C1orf226	227019_at	0.653142313	0.093332419
C1orf227_1559390_a_at	C1orf227	1559390_a_at	1.554961303	0.674117889
C1orf228_238367_s_at	C1orf228	238367_s_at	1.142362177	0.787503221
C1orf233_227185_at	C1orf233	227185_at	0.697920858	0.262819028
C1orf27_222720_x_at	C1orf27	222720_x_at	-0.483404795	0.654883871
C1orf31_225638_at	C1orf31	225638_at	-2.518144345	0.015498229
C1orf35_219063_at	C1orf35	219063_at	-0.904011413	0.370116755
C1orf38_207571_x_at	C1orf38	207571_x_at	0.600883399	0.507660561
C1orf43_1555225_at	C1orf43	1555225_at	-0.349185855	0.495509529
C1orf49_223938_at	C1orf49	223938_at	0.757645542	0.754156221
C1orf50_62212_at	C1orf50	62212_at	-1.840006552	0.220164046
C1orf51_227285_at	C1orf51	227285_at	0.329773362	0.382418356
C1orf52_239038_at	C1orf52	239038_at	-0.452425228	0.614806055
C1orf53_1558507_at	C1orf53	1558507_at	-1.190562671	0.156372425
C1orf54_219506_at	C1orf54	219506_at	-0.29929596	0.729544214
C1orf55_1553338_at	C1orf55	1553338_at	-1.040682136	0.343318096
C1orf56_221222_s_at	C1orf56	221222_s_at	-0.156326131	0.781495336
C1orf61_205103_at	C1orf61	205103_at	-1.712704033	0.072361486
C1orf63_209007_s_at	C1orf63	209007_s_at	-0.832400806	0.469528962
C1orf64_229381_at	C1orf64	229381_at	0.260288351	0.397506682
C1orf65_1552391_at	C1orf65	1552391_at	-1.08985691	0.789150751
C1orf68_216701_at	C1orf68	216701_at	-2.307088754	0.464461746
C1orf74_229933_at	C1orf74	229933_at	-0.25993794	0.809263094
C1orf85_1558692_at	C1orf85	1558692_at	0.730109456	0.220569347
C1orf86_230649_at	C1orf86	230649_at	4.237506573	0.229636825
C1orf87_236710_at	C1orf87	236710_at	3.230370585	0.453497906
C1orf88_228100_at	C1orf88	228100_at	-0.941880687	0.406241752
C1orf9_203429_s_at	C1orf9	203429_s_at	1.339194911	0.109072878
C1orf94_231514_at	C1orf94	231514_at	-5.892893801	0.045963183
C1orf95_232104_at	C1orf95	232104_at	-1.878377174	0.517955918
C1orf96_1555145_at	C1orf96	1555145_at	3.782393991	0.061275406
C1orf98_1562909_at	C1orf98	1562909_at	-1.503031817	0.735477164
C1QA_218232_at	C1QA	218232_at	-2.066241782	0.662766933
C1QB_202953_at	C1QB	202953_at	5.771700525	0.189577442
C1QBP_208910_s_at	C1QBP	208910_s_at	-1.056309658	0.358127997
C1QC_225353_s_at	C1QC	225353_s_at	-5.378422241	0.065072747
C1QL1_214346_at	C1QL1	214346_at	-2.210338572	0.598562494
C1QTNF1_224197_s_at	C1QTNF1	224197_s_at	-1.871328173	0.236075906
C1QTNF2_223749_at	C1QTNF2	223749_at	-0.698455896	0.236007759
C1QTNF3_220988_s_at	C1QTNF3	220988_s_at	0.957334056	0.363514454
C1QTNF4_223708_at	C1QTNF4	223708_at	-4.25469819	0.364842934
C1QTNF6_223571_at	C1QTNF6	223571_at	0.542669245	0.33629246
C1QTNF7_239349_at	C1QTNF7	239349_at	-3.024185109	0.40308192
C1QTNF9_1554233_at	C1QTNF9	1554233_at	-2.096468574	0.58324975
C1QTNF9B-AS1_222277_at	C1QTNF9B-AS1	222277_at	0.378122386	0.640223572
C1R_212067_s_at	C1R	212067_s_at	-0.014855023	0.964274496
C1RL_233645_s_at	C1RL	233645_s_at	-1.164002138	0.457122599
C1S_1555229_a_at	C1S	1555229_a_at	0.231902253	0.454868802
C2_1554533_at	C2	1554533_at	-5.547204827	0.134646062
C20orf11_225376_at	C20orf11	225376_at	1.409292096	0.068476548
C20orf111_209020_at	C20orf111	209020_at	-0.291942774	0.768124145
C20orf112_1558679_at	C20orf112	1558679_at	1.618099378	0.282369525
C20orf118_233829_at	C20orf118	233829_at	-1.849714894	0.626316606
C20orf132_236618_at	C20orf132	236618_at	-7.511575675	0.033627021
C20orf141_231360_at	C20orf141	231360_at	1.660574157	0.607444315
C20orf144_231522_at	C20orf144	231522_at	-3.282961422	0.452352719
C20orf151_236258_at	C20orf151	236258_at	-0.621165274	0.747414485
C20orf152_1552686_at	C20orf152	1552686_at	-4.783222755	0.077950619
C20orf160_1570070_at	C20orf160	1570070_at	4.227262626	0.190506852
C20orf166-AS1_1553204_at	C20orf166-AS1	1553204_at	1.575406085	0.663840788
C20orf166_232892_at	C20orf166	232892_at	1.384998925	0.634166056
C20orf173_233143_at	C20orf173	233143_at	-1.876031038	0.595213714
C20orf181_1567036_at	C20orf181	1567036_at	-4.810826073	0.115133954
C20orf187_233598_at	C20orf187	233598_at	-0.62057851	0.852246365
C20orf194_225825_at	C20orf194	225825_at	-0.610483907	0.389389979
C20orf195_220426_at	C20orf195	220426_at	0.228222996	0.844164892
C20orf196_243508_at	C20orf196	243508_at	-1.703709492	0.156733582
C20orf197_1553311_at	C20orf197	1553311_at	1.76359963	0.671794783
C20orf20_218586_at	C20orf20	218586_at	-0.031941337	0.974189576
C20orf201_1554977_at	C20orf201	1554977_at	1.405342195	0.534478908
C20orf202_1556266_a_at	C20orf202	1556266_a_at	-1.773879106	0.465765725
C20orf203_1556722_a_at	C20orf203	1556722_a_at	2.121672299	0.364495275
C20orf24_217835_x_at	C20orf24	217835_x_at	-0.723498256	0.426409688
C20orf26_240453_at	C20orf26	240453_at	7.004444935	0.03725031
C20orf27_218081_at	C20orf27	218081_at	-1.043263824	0.262079228
C20orf3_206656_s_at	C20orf3	206656_s_at	-0.515872026	0.519275452
C20orf30_224584_at	C20orf30	224584_at	-1.050209408	0.365982307
C20orf4_218089_at	C20orf4	218089_at	-0.940033486	0.397501853
C20orf43_224128_at	C20orf43	224128_at	2.42274587	0.017930946
C20orf57_234829_at	C20orf57	234829_at	-0.260762318	0.930370825
C20orf62_1570327_at	C20orf62	1570327_at	-8.542495846	0.075216999
C20orf7_219524_s_at	C20orf7	219524_s_at	10.50377673	0.005480977
C20orf72_225890_at	C20orf72	225890_at	-2.163731693	0.056966985
C20orf79_231134_at	C20orf79	231134_at	4.805350211	0.118845256
C20orf85_229542_at	C20orf85	229542_at	-3.202888912	0.224625515
C20orf94_236390_at	C20orf94	236390_at	0.040358483	0.944444949
C20orf96_231905_at	C20orf96	231905_at	0.391650839	0.884572894
C21orf119_227424_x_at	C21orf119	227424_x_at	0.735434141	0.345980908
C21orf128_1553282_at	C21orf128	1553282_at	3.839129409	0.286916733
C21orf15_1558589_at	C21orf15	1558589_at	1.015237119	0.785416742
C21orf2_221975_s_at	C21orf2	221975_s_at	-3.195715927	0.337694247
C21orf33_202217_at	C21orf33	202217_at	-0.871706103	0.383542653
C21orf37_240801_at	C21orf37	240801_at	-1.911254748	0.630892728
C21orf49_1559755_at	C21orf49	1559755_at	3.515304679	0.290174506
C21orf56_223360_at	C21orf56	223360_at	-0.161336989	0.78272442
C21orf58_1553789_a_at	C21orf58	1553789_a_at	1.335893697	0.130180734
C21orf59_244369_at	C21orf59	244369_at	-4.896292788	0.040970166
C21orf62_223923_at	C21orf62	223923_at	1.894449439	0.690648211
C21orf63_227188_at	C21orf63	227188_at	0.39757258	0.422037629
C21orf67_1555393_s_at	C21orf67	1555393_s_at	2.210920841	0.364323928
C21orf7_221211_s_at	C21orf7	221211_s_at	1.097655249	0.148253287
C21orf88_1553850_at	C21orf88	1553850_at	5.048775337	0.124904691
C21orf90_1554953_a_at	C21orf90	1554953_a_at	6.127115375	0.132103775
C21orf91-OT1_1563346_at	C21orf91-OT1	1563346_at	-2.977297973	0.392498063
C21orf91_220941_s_at	C21orf91	220941_s_at	-1.187028351	0.0217416
C22orf13_223039_at	C22orf13	223039_at	1.553708459	0.053011892
C22orf15_1558333_at	C22orf15	1558333_at	-2.973200987	0.439555965
C22orf23_223706_at	C22orf23	223706_at	1.351167579	0.56780192
C22orf24_207701_at	C22orf24	207701_at	4.402569912	0.150945905
C22orf25_235396_at	C22orf25	235396_at	1.385213068	0.241150537
C22orf26_220681_at	C22orf26	220681_at	1.430376352	0.59322032
C22orf28_239980_at	C22orf28	239980_at	-2.077348935	0.552937491
C22orf29_219560_at	C22orf29	219560_at	-0.238319268	0.822846936
C22orf31_206839_at	C22orf31	206839_at	-1.764447744	0.549319314
C22orf32_225794_s_at	C22orf32	225794_s_at	-0.463668839	0.647186035
C22orf34_235839_at	C22orf34	235839_at	-3.995028024	0.255554012
C22orf39_1553974_at	C22orf39	1553974_at	0.585766829	0.441270237
C22orf40_227590_at	C22orf40	227590_at	0.487064043	0.686828281
C22orf42_1555990_at	C22orf42	1555990_at	-4.287844887	0.17337193
C22orf43_237325_at	C22orf43	237325_at	1.30531342	0.724875389
C22orf45_239513_at	C22orf45	239513_at	9.105953091	0.039645859
C22orf46_219309_at	C22orf46	219309_at	-1.358027427	0.464467672
C2CD2_212875_s_at	C2CD2	212875_s_at	0.009049811	0.982750623
C2CD2L_204757_s_at	C2CD2L	204757_s_at	0.223551987	0.783480754
C2CD3_36552_at	C2CD3	36552_at	-1.145575092	0.225686066
C2CD4A_241031_at	C2CD4A	241031_at	-0.143287154	0.790187175
C2CD4B_229727_x_at	C2CD4B	229727_x_at	-7.158890163	0.019216638
C2CD4C_230819_at	C2CD4C	230819_at	-1.113443157	0.69578097
C2orf15_1552740_at	C2orf15	1552740_at	-0.165608597	0.800077262
C2orf16_224000_at	C2orf16	224000_at	-0.717711929	0.758370473
C2orf18_1554444_s_at	C2orf18	1554444_s_at	-1.679584745	0.277363368
C2orf27A_206611_at	C2orf27A	206611_at	1.346435256	0.533342384
C2orf28_219329_s_at	C2orf28	219329_s_at	-1.785510269	0.268988606
C2orf29_224695_at	C2orf29	224695_at	0.075746227	0.937995247
C2orf40_223623_at	C2orf40	223623_at	-2.466592114	0.349220051
C2orf42_219128_at	C2orf42	219128_at	-1.732764764	0.125367637
C2orf43_222193_at	C2orf43	222193_at	-0.616865346	0.370209897
C2orf44_219120_at	C2orf44	219120_at	-1.842477361	0.236913895
C2orf47_219176_at	C2orf47	219176_at	-0.839149244	0.517985509
C2orf49_243093_at	C2orf49	243093_at	1.671375097	0.103858896
C2orf50_1563814_at	C2orf50	1563814_at	4.885067604	0.271042004
C2orf51_241430_at	C2orf51	241430_at	-1.216955004	0.705386009
C2orf53_237319_at	C2orf53	237319_at	1.913898546	0.563281902
C2orf54_220149_at	C2orf54	220149_at	-0.280312091	0.507691715
C2orf55_228067_at	C2orf55	228067_at	0.289405924	0.397011898
C2orf56_223560_s_at	C2orf56	223560_s_at	-3.232213187	0.002592168
C2orf57_238187_at	C2orf57	238187_at	0.197302088	0.956122782
C2orf61_1553460_at	C2orf61	1553460_at	1.433180892	0.708742722
C2orf63_228316_at	C2orf63	228316_at	0.34947913	0.649522948
C2orf65_1555148_a_at	C2orf65	1555148_a_at	-1.331765112	0.125685299
C2orf68_232145_at	C2orf68	232145_at	0.248092655	0.806477287
C2orf69_238974_at	C2orf69	238974_at	0.461996223	0.692827925
C2orf70_231126_at	C2orf70	231126_at	-5.00165239	0.061684134
C2orf71_1556312_at	C2orf71	1556312_at	-2.025437012	0.74891409
C2orf72_213148_at	C2orf72	213148_at	-0.730765126	0.5650551
C2orf73_231081_at	C2orf73	231081_at	-0.043015584	0.990614317
C2orf74_1568658_at	C2orf74	1568658_at	0.429159558	0.188792149
C2orf76_227840_at	C2orf76	227840_at	0.79527877	0.395079426
