	X54675	X54675.1	gemcitabine.coeff	gemcitabine.pvalue
MMP3_205828_at	MMP3	205828_at	0.769129046	0.461919936
MMP7_204259_at	MMP7	204259_at	-0.601904332	0.04644348
MMP8_231688_at	MMP8	231688_at	-7.796958438	0.221507247
MMP9_203936_s_at	MMP9	203936_s_at	0.129721471	0.879563687
MMRN1_205612_at	MMRN1	205612_at	5.172621584	0.25664635
MMRN2_236262_at	MMRN2	236262_at	-1.191806884	0.252580909
MMS19_202167_s_at	MMS19	202167_s_at	-0.168088371	0.893532637
MN1_205330_at	MN1	205330_at	0.211956169	0.675737522
MNAT1_203565_s_at	MNAT1	203565_s_at	2.68869971	0.112447698
MND1_223700_at	MND1	223700_at	-0.350154804	0.634599748
MNDA_204959_at	MNDA	204959_at	1.366321783	0.720399896
MNF1_229443_at	MNF1	229443_at	0.428274719	0.730617142
MNS1_219703_at	MNS1	219703_at	0.069861491	0.923606557
MNT_236749_at	MNT	236749_at	-2.863707016	0.277098975
MNX1_214614_at	MNX1	214614_at	0.806787276	0.501307962
MOAP1_212508_at	MOAP1	212508_at	0.714572694	0.336345261
MOB1A_201299_s_at	MOB1A	201299_s_at	0.784636969	0.370697086
MOB1B_225997_at	MOB1B	225997_at	0.00353896	0.995741839
MOB2_223353_at	MOB2	223353_at	-3.270359557	0.017590986
MOB3A_235163_at	MOB3A	235163_at	-1.381330682	0.461157957
MOB3B_226844_at	MOB3B	226844_at	-0.063127132	0.854594208
MOB3C_227066_at	MOB3C	227066_at	-0.916298562	0.278715119
MOB4_202918_s_at	MOB4	202918_s_at	1.085037458	0.454232353
MOBP_207659_s_at	MOBP	207659_s_at	4.453268611	0.202890633
MOCOS_219959_at	MOCOS	219959_at	-0.862214253	0.088528365
MOCS1_1555127_at	MOCS1	1555127_at	-8.959871669	0.078748806
MOCS2_218212_s_at	MOCS2	218212_s_at	0.691018278	0.3651622
MOCS3_206141_at	MOCS3	206141_at	0.491497809	0.467955247
MOG_211836_s_at	MOG	211836_s_at	3.987815282	0.311198959
MOGAT1_1553062_at	MOGAT1	1553062_at	1.131236541	0.657757225
MOGAT2_232428_at	MOGAT2	232428_at	1.584510178	0.491740482
MOGAT3_234850_at	MOGAT3	234850_at	1.640864257	0.709222489
MOGS_210627_s_at	MOGS	210627_s_at	-1.554934065	0.184832854
MOK_205130_at	MOK	205130_at	0.257957307	0.593172048
MON1A_224500_s_at	MON1A	224500_s_at	-0.426789417	0.752337789
MON1B_233557_s_at	MON1B	233557_s_at	1.539024623	0.113216888
MON2_212754_s_at	MON2	212754_s_at	1.171977915	0.215372106
MOP-1_224277_at	MOP-1	224277_at	-1.050966216	0.809389125
MORC1_220850_at	MORC1	220850_at	1.359820925	0.538860266
MORC2-AS1_230566_at	MORC2-AS1	230566_at	0.649125116	0.513187258
MORC2_216863_s_at	MORC2	216863_s_at	-0.181553844	0.866730962
MORC3_213000_at	MORC3	213000_at	0.238764823	0.842094766
MORC4_219038_at	MORC4	219038_at	-0.082607827	0.859620821
MORF4L1_224561_s_at	MORF4L1	224561_s_at	0.889987459	0.560463543
MORF4L2_243683_at	MORF4L2	243683_at	1.47456613	0.036504411
MORN1_219852_s_at	MORN1	219852_s_at	-3.529145178	0.090097799
MORN2_226790_at	MORN2	226790_at	-0.837890705	0.461694608
MORN3_237211_x_at	MORN3	237211_x_at	0.174488433	0.925860831
MORN4_228354_at	MORN4	228354_at	0.682802455	0.36539274
MORN5_229976_at	MORN5	229976_at	-3.138718241	0.410047987
MOS_221367_at	MOS	221367_at	1.732346076	0.611909447
MOSPD1_218853_s_at	MOSPD1	218853_s_at	0.201581103	0.776563536
MOSPD2_221895_at	MOSPD2	221895_at	0.290275119	0.737251135
MOSPD3_219070_s_at	MOSPD3	219070_s_at	-0.453186246	0.694876964
MOV10_223849_s_at	MOV10	223849_s_at	-0.963948192	0.311683925
MOV10L1_224385_s_at	MOV10L1	224385_s_at	-6.178326094	0.093804383
MOXD1_1554474_a_at	MOXD1	1554474_a_at	-0.392295637	0.283940598
MPDU1_1557569_at	MPDU1	1557569_at	-4.213187239	0.249863653
MPDZ_205079_s_at	MPDZ	205079_s_at	-0.762554275	0.171825132
MPEG1_226818_at	MPEG1	226818_at	4.555004625	0.282069543
MPG_203686_at	MPG	203686_at	0.132765742	0.914597873
MPHOSPH10_212885_at	MPHOSPH10	212885_at	-1.377675998	0.323091851
MPHOSPH6_203740_at	MPHOSPH6	203740_at	1.250814103	0.118693586
MPHOSPH8_225041_at	MPHOSPH8	225041_at	-0.653079112	0.536291538
MPHOSPH9_215731_s_at	MPHOSPH9	215731_s_at	-1.893270486	0.028228556
MPI_230524_at	MPI	230524_at	-0.567728566	0.764876805
MPL_211903_s_at	MPL	211903_s_at	-6.398631211	0.090098267
MPLKIP_225419_at	MPLKIP	225419_at	1.378261782	0.287957486
MPND_233651_s_at	MPND	233651_s_at	-1.088228149	0.236790372
MPO_203948_s_at	MPO	203948_s_at	4.770099674	0.158158906
MPP1_202974_at	MPP1	202974_at	-0.405151021	0.455027374
MPP2_213270_at	MPP2	213270_at	-0.488388582	0.633179392
MPP3_206186_at	MPP3	206186_at	1.44328398	0.120188529
MPP4_1552489_s_at	MPP4	1552489_s_at	1.743928367	0.382707352
MPP5_226092_at	MPP5	226092_at	-0.305141159	0.781847307
MPP6_205429_s_at	MPP6	205429_s_at	-0.293150307	0.494298033
MPP7_238451_at	MPP7	238451_at	0.590186298	0.13274225
MPPE1_206764_x_at	MPPE1	206764_x_at	0.266076179	0.72620306
MPPED1_206436_at	MPPED1	206436_at	0.220317581	0.93743
MPPED2_205413_at	MPPED2	205413_at	0.249543864	0.348775105
MPRIP_225896_at	MPRIP	225896_at	-1.011334712	0.191214984
MPST_203524_s_at	MPST	203524_s_at	-1.666787084	0.119525599
MPV17_203466_at	MPV17	203466_at	0.34643158	0.723222734
MPV17L_1559167_x_at	MPV17L	1559167_x_at	-0.971095076	0.443783117
MPV17L2_223473_at	MPV17L2	223473_at	1.195297106	0.30111076
MPZ_210280_at	MPZ	210280_at	0.363369473	0.900196015
MPZL1_210087_s_at	MPZL1	210087_s_at	0.745652279	0.314570773
MPZL2_230518_at	MPZL2	230518_at	-0.380420122	0.255288183
MPZL3_1570584_at	MPZL3	1570584_at	4.950984178	0.334570464
MR1_210528_at	MR1	210528_at	-1.638081621	0.119477203
MRAP_1555740_a_at	MRAP	1555740_a_at	-3.405630197	0.202894841
MRAP2_227226_at	MRAP2	227226_at	-0.624198977	0.393466174
MRAS_206538_at	MRAS	206538_at	-1.003639886	0.27758871
MRC1_204438_at	MRC1	204438_at	-3.121616642	0.262542638
MRC2_209280_at	MRC2	209280_at	-3.785786834	0.019675463
MRE11A_205395_s_at	MRE11A	205395_s_at	-1.097211756	0.22340119
MREG_219648_at	MREG	219648_at	-0.078929051	0.843584309
MRFAP1_226091_s_at	MRFAP1	226091_s_at	1.601110785	0.394585651
MRFAP1L1_212199_at	MRFAP1L1	212199_at	0.630472663	0.519395593
MRGPRF_227727_at	MRGPRF	227727_at	4.17929861	0.084970308
MRGPRX1_1553401_at	MRGPRX1	1553401_at	1.889327129	0.532023435
MRGPRX2_1553889_at	MRGPRX2	1553889_at	3.314948893	0.368630406
MRGPRX3_1553293_at	MRGPRX3	1553293_at	-2.483380654	0.480598753
MRGPRX4_1553504_at	MRGPRX4	1553504_at	5.737438573	0.130764813
MRI1_228077_at	MRI1	228077_at	0.547074644	0.548117383
MRM1_219967_at	MRM1	219967_at	-0.288075333	0.853800722
MRO_224324_at	MRO	224324_at	2.220180011	0.404825212
MRP63_204386_s_at	MRP63	204386_s_at	0.486459714	0.636413572
MRPL1_223154_at	MRPL1	223154_at	-0.793968216	0.44000857
MRPL10_224671_at	MRPL10	224671_at	0.096349197	0.9123334
MRPL11_219162_s_at	MRPL11	219162_s_at	-0.11615954	0.915115347
MRPL12_203931_s_at	MRPL12	203931_s_at	-1.177273805	0.203214361
MRPL13_218049_s_at	MRPL13	218049_s_at	0.625903603	0.356315046
MRPL14_225201_s_at	MRPL14	225201_s_at	-0.382019244	0.77534421
MRPL15_218027_at	MRPL15	218027_at	1.164245431	0.30158724
MRPL16_217980_s_at	MRPL16	217980_s_at	0.067954026	0.942592617
MRPL17_222216_s_at	MRPL17	222216_s_at	0.184045932	0.88356763
MRPL18_217907_at	MRPL18	217907_at	-1.550881082	0.216556158
MRPL19_238448_at	MRPL19	238448_at	1.290603156	0.120291707
MRPL2_229884_s_at	MRPL2	229884_s_at	0.663781821	0.513840656
MRPL20_220526_s_at	MRPL20	220526_s_at	-1.261550816	0.332522827
MRPL21_225315_at	MRPL21	225315_at	0.540004078	0.625758717
MRPL22_218339_at	MRPL22	218339_at	0.505083445	0.673803348
MRPL23_213897_s_at	MRPL23	213897_s_at	-1.430859847	0.114302557
MRPL24_218270_at	MRPL24	218270_at	0.48740038	0.5758979
MRPL27_224330_s_at	MRPL27	224330_s_at	1.195506921	0.110672163
MRPL28_204599_s_at	MRPL28	204599_s_at	0.081995692	0.968458059
MRPL3_208787_at	MRPL3	208787_at	0.560675629	0.805451515
MRPL30_224173_s_at	MRPL30	224173_s_at	1.145108097	0.250600308
MRPL32_225260_s_at	MRPL32	225260_s_at	0.072606797	0.953768024
MRPL33_203781_at	MRPL33	203781_at	-2.904404068	0.016199354
MRPL34_221692_s_at	MRPL34	221692_s_at	1.213011105	0.343694998
MRPL35_222775_s_at	MRPL35	222775_s_at	0.746902507	0.534315081
MRPL36_224331_s_at	MRPL36	224331_s_at	0.445182041	0.65494547
MRPL37_222993_at	MRPL37	222993_at	-1.416199902	0.287164375
MRPL38_225103_at	MRPL38	225103_at	-1.222089479	0.239192654
MRPL39_218558_s_at	MRPL39	218558_s_at	-1.270291354	0.141089357
MRPL4_218105_s_at	MRPL4	218105_s_at	-1.082434508	0.262149501
MRPL40_203152_at	MRPL40	203152_at	-0.433998093	0.722288569
MRPL41_227186_s_at	MRPL41	227186_s_at	1.523911981	0.068969245
MRPL42_222466_s_at	MRPL42	222466_s_at	-1.777498756	0.18760979
MRPL43_230026_at	MRPL43	230026_at	-0.7942118	0.146950972
MRPL44_218202_x_at	MRPL44	218202_x_at	-2.341083637	0.107490438
MRPL45_224479_s_at	MRPL45	224479_s_at	0.728166182	0.257203473
MRPL45P2_237182_at	MRPL45P2	237182_at	2.152191163	0.568661394
MRPL46_219244_s_at	MRPL46	219244_s_at	0.386921189	0.701328605
MRPL47_223481_s_at	MRPL47	223481_s_at	1.664864828	0.106433578
MRPL48_218281_at	MRPL48	218281_at	-0.450337238	0.66499193
MRPL49_201717_at	MRPL49	201717_at	0.611936731	0.543484982
MRPL50_225580_at	MRPL50	225580_at	-1.057881278	0.362935933
MRPL51_223086_x_at	MRPL51	223086_x_at	2.003331372	0.238380214
MRPL52_221997_s_at	MRPL52	221997_s_at	2.297915643	0.051119974
MRPL54_225797_at	MRPL54	225797_at	-2.052482885	0.138006188
MRPL55_225719_s_at	MRPL55	225719_s_at	-1.42984324	0.235341608
MRPL9_209609_s_at	MRPL9	209609_s_at	-1.386551705	0.244622748
MRPS10_224247_s_at	MRPS10	224247_s_at	1.923313233	0.060676208
MRPS11_215919_s_at	MRPS11	215919_s_at	-0.770879325	0.407409508
MRPS12_204331_s_at	MRPS12	204331_s_at	-1.508579284	0.144532463
MRPS14_203801_at	MRPS14	203801_at	0.324883794	0.67803528
MRPS15_226296_s_at	MRPS15	226296_s_at	-2.684895586	0.074261392
MRPS16_222499_at	MRPS16	222499_at	-0.537411013	0.51935354
MRPS18A_218385_at	MRPS18A	218385_at	1.814173059	0.235981743
MRPS18B_217408_at	MRPS18B	217408_at	-0.283211656	0.865171944
MRPS18C_220103_s_at	MRPS18C	220103_s_at	-1.878046575	0.367743486
MRPS2_218001_at	MRPS2	218001_at	-0.147408627	0.880753822
MRPS21_222997_s_at	MRPS21	222997_s_at	0.239756471	0.809923413
MRPS22_223448_x_at	MRPS22	223448_x_at	-0.49417077	0.723567717
MRPS23_223156_at	MRPS23	223156_at	0.971352262	0.224211416
MRPS24_224948_at	MRPS24	224948_at	0.139273913	0.917735436
MRPS25_224869_s_at	MRPS25	224869_s_at	-0.704036727	0.541462925
MRPS26_225196_s_at	MRPS26	225196_s_at	-1.870758895	0.018013676
MRPS27_1563970_at	MRPS27	1563970_at	-3.087197697	0.393273778
MRPS28_219819_s_at	MRPS28	219819_s_at	-0.261495807	0.733181527
MRPS30_218398_at	MRPS30	218398_at	1.454973249	0.215295394
MRPS31_243821_at	MRPS31	243821_at	-6.647030407	0.059281598
MRPS33_218654_s_at	MRPS33	218654_s_at	1.524846901	0.156225533
MRPS34_218112_at	MRPS34	218112_at	-0.338893967	0.741716502
MRPS35_217942_at	MRPS35	217942_at	0.806973787	0.438399143
MRPS36_224302_s_at	MRPS36	224302_s_at	-0.22818111	0.849962583
MRPS5_236779_at	MRPS5	236779_at	-1.232722424	0.392707809
MRPS6_224919_at	MRPS6	224919_at	-1.261257756	0.239187826
MRPS7_217932_at	MRPS7	217932_at	-0.277630645	0.767753069
MRPS9_226749_at	MRPS9	226749_at	0.480215289	0.598142393
MRRF_225126_at	MRRF	225126_at	0.32342768	0.746030998
MRS2_218536_at	MRS2	218536_at	-1.830455671	0.048849141
MRTO4_235783_at	MRTO4	235783_at	-0.222131447	0.820484759
MRVI1-AS1_231595_at	MRVI1-AS1	231595_at	0.727820449	0.801745089
MRVI1_224550_s_at	MRVI1	224550_s_at	1.468163193	0.170724105
MS4A1_228592_at	MS4A1	228592_at	2.9309161	0.373372232
MS4A12_220834_at	MS4A12	220834_at	-0.239792705	0.95811825
MS4A14_229510_at	MS4A14	229510_at	3.834485358	0.057254044
MS4A15_1564194_a_at	MS4A15	1564194_a_at	0.060472221	0.985761482
MS4A2_207496_at	MS4A2	207496_at	1.836378048	0.69136181
MS4A3_1554892_a_at	MS4A3	1554892_a_at	2.611933075	0.487477695
MS4A4A_1555728_a_at	MS4A4A	1555728_a_at	7.437891677	0.07962275
MS4A5_220790_s_at	MS4A5	220790_s_at	-2.299513023	0.485472158
MS4A6A_223922_x_at	MS4A6A	223922_x_at	-0.984578184	0.604010125
MS4A6E_231335_at	MS4A6E	231335_at	-2.062987388	0.638329824
MS4A7_223343_at	MS4A7	223343_at	0.660061899	0.112637815
MS4A8B_224355_s_at	MS4A8B	224355_s_at	-0.519853123	0.865055219
MSANTD1_237434_x_at	MSANTD1	237434_x_at	3.456506436	0.229605292
MSANTD2_221208_s_at	MSANTD2	221208_s_at	0.004363837	0.995529944
MSC_209928_s_at	MSC	209928_s_at	0.402870803	0.514866084
MSH2_209421_at	MSH2	209421_at	-1.456361143	0.207099415
MSH3_229662_at	MSH3	229662_at	4.721600036	0.249612612
MSH4_210533_at	MSH4	210533_at	0.192946967	0.945955544
MSH6_202911_at	MSH6	202911_at	-1.302682322	0.329526183
MSI1_206333_at	MSI1	206333_at	-0.201147898	0.940778297
MSI2_243010_at	MSI2	243010_at	1.362128533	0.032005373
MSL1_212708_at	MSL1	212708_at	-1.272625856	0.00592109
MSL2_218733_at	MSL2	218733_at	-0.6432077	0.515347432
MSL3_214009_at	MSL3	214009_at	0.940897661	0.527757432
MSLN_204885_s_at	MSLN	204885_s_at	-0.290338796	0.406720211
MSMB_207430_s_at	MSMB	207430_s_at	-0.695158934	0.132808362
MSMO1_209146_at	MSMO1	209146_at	1.566131514	0.1113936
MSN_200600_at	MSN	200600_at	-0.12935911	0.525504278
MSR1_214770_at	MSR1	214770_at	-1.480103358	0.121513961
MSRA_240031_at	MSRA	240031_at	-1.548752958	0.646660667
MSRB1_217977_at	MSRB1	217977_at	0.192892995	0.850390571
MSRB2_218773_s_at	MSRB2	218773_s_at	0.942667598	0.193260995
MSRB3_225782_at	MSRB3	225782_at	-0.0764485	0.759185262
MSS51_241793_at	MSS51	241793_at	0.923483826	0.57568939
MST1_216320_x_at	MST1	216320_x_at	-1.748921193	0.102798325
MST1P9_213380_x_at	MST1P9	213380_x_at	-1.306690791	0.06327364
MST1R_205455_at	MST1R	205455_at	-0.233222844	0.587165544
MST4_224407_s_at	MST4	224407_s_at	0.212674387	0.551573799
MSTN_207145_at	MSTN	207145_at	1.382171727	0.708292882
MSTO1_222584_at	MSTO1	222584_at	-0.652707365	0.544648861
MSX1_228473_at	MSX1	228473_at	-0.992736353	0.366010612
MSX2_210319_x_at	MSX2	210319_x_at	0.588033415	0.052218964
MT1E_212859_x_at	MT1E	212859_x_at	-0.211237147	0.44780362
MT1F_213629_x_at	MT1F	213629_x_at	-0.176952175	0.714369565
MT1G_204745_x_at	MT1G	204745_x_at	0.218862653	0.681682207
MT1H_206461_x_at	MT1H	206461_x_at	0.048931966	0.919476576
MT1M_217546_at	MT1M	217546_at	-0.380754049	0.344194661
MT1P2_211456_x_at	MT1P2	211456_x_at	0.058581304	0.902306352
MT1X_208581_x_at	MT1X	208581_x_at	0.190916346	0.677382002
MT2A_212185_x_at	MT2A	212185_x_at	0.19105802	0.666483726
MT3_205970_at	MT3	205970_at	2.587912422	0.376805735
MT4_217395_at	MT4	217395_at	3.499090813	0.096998856
MTA1_202247_s_at	MTA1	202247_s_at	-1.81565222	0.141945999
MTA2_203444_s_at	MTA2	203444_s_at	-1.116263184	0.209122261
MTA3_223311_s_at	MTA3	223311_s_at	-1.879003017	0.071046019
MTAP_217134_at	MTAP	217134_at	6.227704218	0.238637547
MTBP_1563614_at	MTBP	1563614_at	1.12219488	0.134219653
MTCH1_221619_s_at	MTCH1	221619_s_at	0.85882626	0.623046601
MTCH2_217772_s_at	MTCH2	217772_s_at	0.759593652	0.551725445
MTCP1_244790_at	MTCP1	244790_at	-1.30248383	0.258214164
MTCP1NB_216862_s_at	MTCP1NB	216862_s_at	-0.714769712	0.374630618
MTDH_212250_at	MTDH	212250_at	1.878071007	0.074181618
MTERF_204871_at	MTERF	204871_at	-0.272552058	0.787520863
MTERFD1_219363_s_at	MTERFD1	219363_s_at	0.970218944	0.153373831
MTERFD2_1557965_at	MTERFD2	1557965_at	-0.728695661	0.341168981
MTERFD3_225346_at	MTERFD3	225346_at	-0.08824464	0.895312406
MTF1_205323_s_at	MTF1	205323_s_at	-2.392940519	0.115191951
MTF2_203346_s_at	MTF2	203346_s_at	-0.782241392	0.546511767
MTFMT_235689_at	MTFMT	235689_at	-1.192263502	0.270115796
MTFP1_223172_s_at	MTFP1	223172_s_at	-0.560877869	0.373449348
MTFR1_203207_s_at	MTFR1	203207_s_at	1.206029617	0.152840017
MTG1_212767_at	MTG1	212767_at	-2.103771297	0.005437837
MTHFD1_202309_at	MTHFD1	202309_at	0.714943884	0.603633048
MTHFD1L_225520_at	MTHFD1L	225520_at	-0.460121806	0.207678279
MTHFD2_201761_at	MTHFD2	201761_at	0.848154842	0.474176478
MTHFD2L_220346_at	MTHFD2L	220346_at	-0.859704597	0.136155228
MTHFR_217071_s_at	MTHFR	217071_s_at	-3.936785503	0.088462064
MTHFS_1559069_at	MTHFS	1559069_at	5.562297039	0.196656261
MTHFSD_222769_at	MTHFSD	222769_at	2.670187238	0.013970417
MTIF2_203095_at	MTIF2	203095_at	-1.52432049	0.171165696
MTIF3_223357_s_at	MTIF3	223357_s_at	-2.286956311	0.533422123
MTL5_238246_at	MTL5	238246_at	3.195244937	0.05270619
MTM1_204101_at	MTM1	204101_at	0.422653029	0.623551348
MTMR1_216303_s_at	MTMR1	216303_s_at	-5.086727204	0.0490324
MTMR10_225810_at	MTMR10	225810_at	-0.905502059	0.336178569
MTMR11_205076_s_at	MTMR11	205076_s_at	0.113374041	0.873772895
MTMR12_220953_s_at	MTMR12	220953_s_at	0.805554206	0.390939216
MTMR14_232342_at	MTMR14	232342_at	2.911610312	0.304199918
MTMR2_214649_s_at	MTMR2	214649_s_at	-0.449859537	0.401093621
MTMR3_202197_at	MTMR3	202197_at	1.342021698	0.257594489
MTMR4_212277_at	MTMR4	212277_at	1.199690291	0.144177131
MTMR6_214429_at	MTMR6	214429_at	0.514060517	0.63885517
MTMR7_243804_at	MTMR7	243804_at	3.256175294	0.096420598
MTMR8_220537_at	MTMR8	220537_at	-5.075407806	0.180843304
MTMR9_233101_at	MTMR9	233101_at	-1.024272715	0.438686515
MTMR9LP_244718_at	MTMR9LP	244718_at	-0.785096587	0.702640099
MTNR1A_221369_at	MTNR1A	221369_at	-2.633865451	0.496240412
MTNR1B_208516_at	MTNR1B	208516_at	-0.614274981	0.866051044
MTO1_235975_at	MTO1	235975_at	-1.568155491	0.459110431
MTOR_215381_at	MTOR	215381_at	-0.460541023	0.8558721
MTPAP_218947_s_at	MTPAP	218947_s_at	2.531770926	0.02894317
MTR_203774_at	MTR	203774_at	0.124154665	0.933349294
MTRF1_219822_at	MTRF1	219822_at	-1.080624261	0.249134136
MTRF1L_225215_s_at	MTRF1L	225215_s_at	-1.852445639	0.119046747
MTRR_203200_s_at	MTRR	203200_s_at	-0.790109691	0.358121061
MTSS1_210359_at	MTSS1	210359_at	2.596922397	0.319909372
MTSS1L_213978_at	MTSS1L	213978_at	3.578426235	0.109055255
MTTP_205675_at	MTTP	205675_at	-1.090996449	0.663639027
MTUS1_239576_at	MTUS1	239576_at	0.40691475	0.748844827
MTUS2_214961_at	MTUS2	214961_at	-2.120517601	0.04118392
MTX1_210386_s_at	MTX1	210386_s_at	-0.359756076	0.752205776
MTX2_203517_at	MTX2	203517_at	-1.243657162	0.31201087
MTX3_241779_at	MTX3	241779_at	2.535460431	0.098506934
MUC1_211695_x_at	MUC1	211695_x_at	-0.210481175	0.616265191
MUC12_226654_at	MUC12	226654_at	-5.27014225	0.080262673
MUC13_218687_s_at	MUC13	218687_s_at	-5.638638282	0.023769092
MUC15_227238_at	MUC15	227238_at	-0.776325534	0.064557634
MUC16_220196_at	MUC16	220196_at	-0.190566295	0.596930606
MUC17_232407_at	MUC17	232407_at	-2.356093304	0.413777465
MUC19_1553436_at	MUC19	1553436_at	0.419179053	0.313966685
MUC2_204673_at	MUC2	204673_at	0.273797448	0.581910827
MUC20_1558220_at	MUC20	1558220_at	0.73041456	0.304810603
MUC3_233891_at	MUC3	233891_at	-2.367088439	0.426195049
MUC3A_217117_x_at	MUC3A	217117_x_at	-0.664297825	0.692134829
MUC3B_214898_x_at	MUC3B	214898_x_at	0.120990705	0.871819227
MUC4_240164_at	MUC4	240164_at	2.069821124	0.231561821
MUC5AC_217187_at	MUC5AC	217187_at	-1.505705329	0.238014065
MUC5B_222268_x_at	MUC5B	222268_x_at	-2.640414092	0.348026177
MUC6_1565666_s_at	MUC6	1565666_s_at	0.36858324	0.364978565
MUC7_217059_at	MUC7	217059_at	0.369810243	0.920348474
MUC8_216671_x_at	MUC8	216671_x_at	-1.46089685	0.467926839
MUCL1_1553602_at	MUCL1	1553602_at	0.192676102	0.359814212
MUDENG_1555448_at	MUDENG	1555448_at	1.889647493	0.108185696
MUL1_218246_at	MUL1	218246_at	0.439639126	0.786552665
MUM1_223347_at	MUM1	223347_at	-1.272648227	0.173079489
MUM1L1_229160_at	MUM1L1	229160_at	0.370434244	0.303873132
MURC_241749_at	MURC	241749_at	-3.021902755	0.047805178
MUS81_230870_at	MUS81	230870_at	5.508075833	0.102421974
MUSK_207633_s_at	MUSK	207633_s_at	-4.435440075	0.195246681
MUSTN1_241167_at	MUSTN1	241167_at	-4.720189888	0.317888315
MUT_202959_at	MUT	202959_at	-0.707927978	0.351992548
MUTED_226543_at	MUTED	226543_at	-1.272733245	0.23646605
MUTYH_207727_s_at	MUTYH	207727_s_at	-0.114449125	0.924317429
MVD_203027_s_at	MVD	203027_s_at	1.157967226	0.131889532
MVK_36907_at	MVK	36907_at	-0.336847294	0.816413907
MVP_202180_s_at	MVP	202180_s_at	0.317557686	0.454485117
MX1_202086_at	MX1	202086_at	-0.041618618	0.866581383
MX2_204994_at	MX2	204994_at	0.071180327	0.83601703
MXD1_226275_at	MXD1	226275_at	-0.726842177	0.354117888
MXD3_221250_s_at	MXD3	221250_s_at	-0.598907907	0.611304203
MXD4_212347_x_at	MXD4	212347_x_at	0.756923577	0.304187718
MXI1_202364_at	MXI1	202364_at	0.268921896	0.700182701
MXRA5_209596_at	MXRA5	209596_at	-0.010784043	0.963770823
MXRA7_235836_at	MXRA7	235836_at	-1.560502502	0.104739072
MXRA8_228576_s_at	MXRA8	228576_s_at	-7.301256909	0.042475557
MYADM_224920_x_at	MYADM	224920_x_at	0.561613712	0.286660539
MYADML2_242378_at	MYADML2	242378_at	-6.969890049	0.057888356
MYB_204798_at	MYB	204798_at	0.113572154	0.721309872
MYBBP1A_233803_s_at	MYBBP1A	233803_s_at	-0.646728437	0.498692631
MYBL1_213906_at	MYBL1	213906_at	0.656672166	0.05721347
MYBL2_201710_at	MYBL2	201710_at	-0.708541814	0.389929756
MYBPC1_214087_s_at	MYBPC1	214087_s_at	0.793184567	0.755225125
MYBPC2_206394_at	MYBPC2	206394_at	-0.143616892	0.963466314
MYBPC3_208040_s_at	MYBPC3	208040_s_at	-0.697794686	0.785666184
MYBPH_206304_at	MYBPH	206304_at	0.83783935	0.810456853
MYC_244089_at	MYC	244089_at	-7.169683176	0.050118712
MYCBP_203359_s_at	MYCBP	203359_s_at	-0.66194829	0.528219571
MYCBP2_201959_s_at	MYCBP2	201959_s_at	-0.357701677	0.73983077
MYCBPAP_223731_at	MYCBPAP	223731_at	-6.884996244	0.020296673
MYCL1_214058_at	MYCL1	214058_at	-1.23003943	0.170638584
MYCN_211377_x_at	MYCN	211377_x_at	-5.247126219	0.129338186
MYCNOS_216188_at	MYCNOS	216188_at	2.112229041	0.593106362
MYCT1_231947_at	MYCT1	231947_at	-2.462510936	0.511311019
MYD88_209124_at	MYD88	209124_at	-1.120054009	0.077634873
MYEF2_222153_at	MYEF2	222153_at	1.330799889	0.586829367
MYEOV_227342_s_at	MYEOV	227342_s_at	-0.132220852	0.742341272
MYEOV2_1553515_at	MYEOV2	1553515_at	1.541294537	0.658622279
MYF5_207424_at	MYF5	207424_at	1.411945736	0.630528891
MYF6_206372_at	MYF6	206372_at	1.923506325	0.573593438
MYH1_205951_at	MYH1	205951_at	1.365761838	0.764092662
MYH10_212372_at	MYH10	212372_at	-0.384058875	0.271065321
MYH11_201496_x_at	MYH11	201496_x_at	-6.592630092	0.14020266
MYH13_208208_at	MYH13	208208_at	-6.5791584	0.055244208
MYH14_217545_at	MYH14	217545_at	-1.207889382	0.37626882
MYH15_215331_at	MYH15	215331_at	-0.509469415	0.794086585
MYH16_1564072_at	MYH16	1564072_at	-0.840176023	0.819609483
MYH2_204631_at	MYH2	204631_at	3.250463856	0.378770845
MYH3_205940_at	MYH3	205940_at	-0.805745249	0.709014761
MYH4_208148_at	MYH4	208148_at	4.026650465	0.396457209
MYH6_214468_at	MYH6	214468_at	-1.853274244	0.622335088
MYH7_216265_x_at	MYH7	216265_x_at	-2.423722997	0.521092662
MYH7B_233949_s_at	MYH7B	233949_s_at	-2.260807584	0.499179523
MYH8_206717_at	MYH8	206717_at	4.033517493	0.288344718
MYH9_211926_s_at	MYH9	211926_s_at	0.856490992	0.166068006
MYL1_209888_s_at	MYL1	209888_s_at	-1.962690534	0.520443151
MYL10_221660_at	MYL10	221660_at	-2.148263906	0.172274844
MYL12A_201319_at	MYL12A	201319_at	0.725115232	0.542426218
MYL12B_221474_at	MYL12B	221474_at	1.531937148	0.330419599
MYL2_209742_s_at	MYL2	209742_s_at	-0.302493301	0.928217177
MYL3_205589_at	MYL3	205589_at	0.74028549	0.862649519
MYL4_216054_x_at	MYL4	216054_x_at	-1.715589199	0.619617801
MYL5_205145_s_at	MYL5	205145_s_at	-0.59876613	0.480272089
MYL6_212082_s_at	MYL6	212082_s_at	1.401715276	0.524640494
MYL6B_204173_at	MYL6B	204173_at	-1.943035149	0.014268634
