	X54675	X54675.1	doxorubicin.coeff	doxorubicin.pvalue
1566950_at_1566950_at	1566950_at	1566950_at	1.433907053	0.603571674
1566951_at_1566951_at	1566951_at	1566951_at	3.083879269	0.083487274
1566952_at_1566952_at	1566952_at	1566952_at	1.324556289	0.553882625
1566953_x_at_1566953_x_at	1566953_x_at	1566953_x_at	2.025639065	0.415961152
1566954_at_1566954_at	1566954_at	1566954_at	1.526664008	0.320897571
1566955_at_1566955_at	1566955_at	1566955_at	-0.095148765	0.966145628
1566958_at_1566958_at	1566958_at	1566958_at	0.526277316	0.471901148
1566959_at_1566959_at	1566959_at	1566959_at	0.118758794	0.628422935
1566963_at_1566963_at	1566963_at	1566963_at	-0.575054872	0.764376703
1566964_at_1566964_at	1566964_at	1566964_at	-2.281450982	0.242169669
1566965_at_1566965_at	1566965_at	1566965_at	0.342671787	0.875008748
1566966_at_1566966_at	1566966_at	1566966_at	-0.697520306	0.119912586
1566969_at_1566969_at	1566969_at	1566969_at	1.135528418	0.533466465
1566970_at_1566970_at	1566970_at	1566970_at	0.241849072	0.629646742
1566973_at_1566973_at	1566973_at	1566973_at	0.658239591	0.653471547
1566974_at_1566974_at	1566974_at	1566974_at	0.911002046	0.577193663
1566978_at_1566978_at	1566978_at	1566978_at	-1.00834993	0.651756475
1566979_at_1566979_at	1566979_at	1566979_at	0.391485917	0.869577414
1566980_at_1566980_at	1566980_at	1566980_at	0.008348719	0.990000273
1566981_at_1566981_at	1566981_at	1566981_at	-0.22294541	0.90662169
1566984_at_1566984_at	1566984_at	1566984_at	0.309364753	0.842359877
1566986_at_1566986_at	1566986_at	1566986_at	-0.728220936	0.70202689
1566994_at_1566994_at	1566994_at	1566994_at	1.532137687	0.240178193
1566995_at_1566995_at	1566995_at	1566995_at	-3.437347448	0.245078476
1566999_at_1566999_at	1566999_at	1566999_at	0.166616838	0.928821841
1567000_at_1567000_at	1567000_at	1567000_at	1.232062062	0.608058293
1567008_at_1567008_at	1567008_at	1567008_at	-0.377155088	0.850519929
1567009_at_1567009_at	1567009_at	1567009_at	2.391877719	0.091067079
1567010_at_1567010_at	1567010_at	1567010_at	-0.067737001	0.971460966
1567011_at_1567011_at	1567011_at	1567011_at	-0.215148805	0.938418618
1567014_s_at_1567014_s_at	1567014_s_at	1567014_s_at	-0.53661378	0.191057342
1567044_s_at_1567044_s_at	1567044_s_at	1567044_s_at	-0.209445965	0.689590169
1567045_at_1567045_at	1567045_at	1567045_at	0.11673609	0.786640509
1567100_at_1567100_at	1567100_at	1567100_at	0.717073413	0.732941951
1567101_at_1567101_at	1567101_at	1567101_at	-0.198643312	0.613938373
1567105_at_1567105_at	1567105_at	1567105_at	-0.32649686	0.551574058
1567139_at_1567139_at	1567139_at	1567139_at	-0.565239144	0.720810165
1567140_at_1567140_at	1567140_at	1567140_at	0.399997363	0.873382639
1567166_at_1567166_at	1567166_at	1567166_at	2.786369853	0.073723338
1567167_at_1567167_at	1567167_at	1567167_at	0.720416295	0.725129272
1567173_at_1567173_at	1567173_at	1567173_at	-1.038684149	0.762079054
1567174_at_1567174_at	1567174_at	1567174_at	1.074522999	0.733969737
1567179_at_1567179_at	1567179_at	1567179_at	-1.675962476	0.518650647
1567181_x_at_1567181_x_at	1567181_x_at	1567181_x_at	-1.694291703	0.531790685
1567182_at_1567182_at	1567182_at	1567182_at	3.482545123	0.227651567
1567183_s_at_1567183_s_at	1567183_s_at	1567183_s_at	-0.551743855	0.523655652
1567219_at_1567219_at	1567219_at	1567219_at	0.155496317	0.823529483
1567274_at_1567274_at	1567274_at	1567274_at	1.799656204	0.121322821
1567280_at_1567280_at	1567280_at	1567280_at	2.230981815	0.344654097
1567281_at_1567281_at	1567281_at	1567281_at	-0.968253175	0.756063407
1567287_at_1567287_at	1567287_at	1567287_at	-0.093160429	0.970983782
1567303_at_1567303_at	1567303_at	1567303_at	1.09013153	0.69184609
1567304_at_1567304_at	1567304_at	1567304_at	0.847499602	0.738517643
1567319_at_1567319_at	1567319_at	1567319_at	0.533178539	0.736244054
1567320_at_1567320_at	1567320_at	1567320_at	-2.27434524	0.306916498
1567333_at_1567333_at	1567333_at	1567333_at	4.641315302	0.06439683
1567334_at_1567334_at	1567334_at	1567334_at	0.726089788	0.673348328
1567374_at_1567374_at	1567374_at	1567374_at	-3.36444001	0.123152151
1567375_at_1567375_at	1567375_at	1567375_at	-4.668582291	0.008934897
1567379_at_1567379_at	1567379_at	1567379_at	0.20917106	0.923970935
1567380_at_1567380_at	1567380_at	1567380_at	-1.128268171	0.426226032
1567386_at_1567386_at	1567386_at	1567386_at	-0.731876433	0.855715711
1567387_at_1567387_at	1567387_at	1567387_at	-2.391951175	0.357745585
1567389_at_1567389_at	1567389_at	1567389_at	3.667953504	0.096935633
1567390_at_1567390_at	1567390_at	1567390_at	-0.614846755	0.802570995
1567527_at_1567527_at	1567527_at	1567527_at	-0.555346426	0.759800175
1567575_at_1567575_at	1567575_at	1567575_at	0.073539238	0.841046223
1567576_at_1567576_at	1567576_at	1567576_at	0.251410021	0.712723033
1567590_at_1567590_at	1567590_at	1567590_at	3.510696935	0.140066034
1567591_at_1567591_at	1567591_at	1567591_at	-0.130260169	0.930870722
1567611_at_1567611_at	1567611_at	1567611_at	1.302000073	0.493274225
1567612_at_1567612_at	1567612_at	1567612_at	-0.948309594	0.612461435
1567663_at_1567663_at	1567663_at	1567663_at	-1.562256925	0.50096612
1567664_at_1567664_at	1567664_at	1567664_at	-0.908094712	0.712433131
1567696_at_1567696_at	1567696_at	1567696_at	0.740547723	0.663344585
1567697_at_1567697_at	1567697_at	1567697_at	1.894300846	0.390414379
1567698_x_at_1567698_x_at	1567698_x_at	1567698_x_at	0.132220983	0.965021187
1567702_at_1567702_at	1567702_at	1567702_at	-1.780798178	0.545029131
1567703_at_1567703_at	1567703_at	1567703_at	-1.584058958	0.366166318
1567705_at_1567705_at	1567705_at	1567705_at	-1.807777047	0.464930561
1567706_at_1567706_at	1567706_at	1567706_at	-0.515341133	0.306072339
1567859_at_1567859_at	1567859_at	1567859_at	0.822227596	0.732403578
1567860_at_1567860_at	1567860_at	1567860_at	-0.623676414	0.838569908
1567912_s_at_1567912_s_at	1567912_s_at	1567912_s_at	0.020424155	0.867080198
1567913_at_1567913_at	1567913_at	1567913_at	0.090814042	0.741055844
1567985_at_1567985_at	1567985_at	1567985_at	1.773140311	0.224883205
1567986_at_1567986_at	1567986_at	1567986_at	-0.949313017	0.695201652
1567997_x_at_1567997_x_at	1567997_x_at	1567997_x_at	0.314270396	0.170407749
1568190_at_1568190_at	1568190_at	1568190_at	0.823170731	0.376882126
1568249_at_1568249_at	1568249_at	1568249_at	-0.28589347	0.878082848
1568365_at_1568365_at	1568365_at	1568365_at	-2.089271822	0.235261301
1568366_at_1568366_at	1568366_at	1568366_at	-1.791940785	0.084357115
1568406_at_1568406_at	1568406_at	1568406_at	0.584682448	0.645971625
1568408_x_at_1568408_x_at	1568408_x_at	1568408_x_at	-3.013112614	0.060216587
1568448_at_1568448_at	1568448_at	1568448_at	0.639730535	0.655523951
1568449_at_1568449_at	1568449_at	1568449_at	1.508641481	0.38778701
1568487_x_at_1568487_x_at	1568487_x_at	1568487_x_at	-3.265181667	0.170257338
1568488_at_1568488_at	1568488_at	1568488_at	-4.710402217	0.070880365
1568513_x_at_1568513_x_at	1568513_x_at	1568513_x_at	-0.257920941	0.757905677
1568554_x_at_1568554_x_at	1568554_x_at	1568554_x_at	-3.110852552	0.027921951
1568558_x_at_1568558_x_at	1568558_x_at	1568558_x_at	-2.215818535	0.19737584
1568589_at_1568589_at	1568589_at	1568589_at	-2.22711092	0.307727199
1568609_s_at_1568609_s_at	1568609_s_at	1568609_s_at	0.021568674	0.908886204
1568611_at_1568611_at	1568611_at	1568611_at	0.144863981	0.700469823
1568633_a_at_1568633_a_at	1568633_a_at	1568633_a_at	0.173103007	0.629002801
1568635_at_1568635_at	1568635_at	1568635_at	-0.627216113	0.830290568
1568636_a_at_1568636_a_at	1568636_a_at	1568636_a_at	-2.611187737	0.097733808
1568643_a_at_1568643_a_at	1568643_a_at	1568643_a_at	1.954262804	0.094282956
1568649_at_1568649_at	1568649_at	1568649_at	1.212589556	0.467979638
1568650_a_at_1568650_a_at	1568650_a_at	1568650_a_at	-0.096320796	0.958670647
1568655_a_at_1568655_a_at	1568655_a_at	1568655_a_at	1.094829968	0.704339451
1568656_at_1568656_at	1568656_at	1568656_at	-1.699426915	0.347573445
1568661_at_1568661_at	1568661_at	1568661_at	0.50464654	0.441155948
1568682_a_at_1568682_a_at	1568682_a_at	1568682_a_at	-1.099602069	0.398489302
1568685_at_1568685_at	1568685_at	1568685_at	0.873785568	0.59851011
1568689_at_1568689_at	1568689_at	1568689_at	-1.946666394	0.446313701
1568690_a_at_1568690_a_at	1568690_a_at	1568690_a_at	0.957046394	0.54272174
1568691_at_1568691_at	1568691_at	1568691_at	0.555743361	0.69837315
1568706_s_at_1568706_s_at	1568706_s_at	1568706_s_at	0.237516281	0.781723233
1568711_a_at_1568711_a_at	1568711_a_at	1568711_a_at	-0.412201984	0.892871688
1568722_at_1568722_at	1568722_at	1568722_at	0.785746631	0.625276569
1568730_at_1568730_at	1568730_at	1568730_at	-3.230153932	0.170571375
1568732_at_1568732_at	1568732_at	1568732_at	-0.743789467	0.517542131
1568735_at_1568735_at	1568735_at	1568735_at	-0.297682363	0.857539699
1568736_s_at_1568736_s_at	1568736_s_at	1568736_s_at	-1.178883964	0.222199658
1568742_at_1568742_at	1568742_at	1568742_at	0.601888631	0.401332507
1568749_at_1568749_at	1568749_at	1568749_at	1.662729466	0.545819525
1568754_at_1568754_at	1568754_at	1568754_at	-0.022993658	0.987669713
1568755_a_at_1568755_a_at	1568755_a_at	1568755_a_at	-1.473630189	0.488888994
1568762_at_1568762_at	1568762_at	1568762_at	0.266570252	0.88423906
1568763_s_at_1568763_s_at	1568763_s_at	1568763_s_at	0.449075194	0.239710824
1568764_x_at_1568764_x_at	1568764_x_at	1568764_x_at	0.722892742	0.091538956
1568780_at_1568780_at	1568780_at	1568780_at	0.182993934	0.630164367
1568781_at_1568781_at	1568781_at	1568781_at	0.196398839	0.662769784
1568784_at_1568784_at	1568784_at	1568784_at	-0.672273867	0.804814362
1568794_at_1568794_at	1568794_at	1568794_at	2.441658584	0.091065551
1568795_at_1568795_at	1568795_at	1568795_at	-1.237798854	0.365815915
1568799_at_1568799_at	1568799_at	1568799_at	-0.817430345	0.163960251
1568802_at_1568802_at	1568802_at	1568802_at	2.713265936	0.105355058
1568803_at_1568803_at	1568803_at	1568803_at	0.370578915	0.781143423
1568817_at_1568817_at	1568817_at	1568817_at	1.072654518	0.09412516
1568832_a_at_1568832_a_at	1568832_a_at	1568832_a_at	0.783374687	0.259267481
1568838_at_1568838_at	1568838_at	1568838_at	0.439882849	0.045505808
1568844_at_1568844_at	1568844_at	1568844_at	-0.328258699	0.907230644
1568845_at_1568845_at	1568845_at	1568845_at	1.586989255	0.208192067
1568846_at_1568846_at	1568846_at	1568846_at	1.356554587	0.345591063
1568847_at_1568847_at	1568847_at	1568847_at	0.764379748	0.440994609
1568848_at_1568848_at	1568848_at	1568848_at	0.548813391	0.697781157
1568851_at_1568851_at	1568851_at	1568851_at	-3.909860453	0.133069084
1568852_x_at_1568852_x_at	1568852_x_at	1568852_x_at	1.420688908	0.54233045
1568853_at_1568853_at	1568853_at	1568853_at	0.432559299	0.206097733
1568858_at_1568858_at	1568858_at	1568858_at	0.991929729	0.172421904
1568866_at_1568866_at	1568866_at	1568866_at	0.185591475	0.890103451
1568867_x_at_1568867_x_at	1568867_x_at	1568867_x_at	0.712434263	0.642162195
1568869_at_1568869_at	1568869_at	1568869_at	3.391445611	0.17189769
1568871_at_1568871_at	1568871_at	1568871_at	-0.492347903	0.840555954
1568876_a_at_1568876_a_at	1568876_a_at	1568876_a_at	0.08828934	0.903427275
1568878_at_1568878_at	1568878_at	1568878_at	1.14507869	0.537726645
1568883_at_1568883_at	1568883_at	1568883_at	1.330812487	0.415854689
1568887_at_1568887_at	1568887_at	1568887_at	1.210759027	0.457861247
1568888_at_1568888_at	1568888_at	1568888_at	1.23768614	0.417324754
1568892_at_1568892_at	1568892_at	1568892_at	0.731748654	0.513196569
1568894_at_1568894_at	1568894_at	1568894_at	-0.925323697	0.531346857
1568897_at_1568897_at	1568897_at	1568897_at	-1.049348453	0.630644386
1568898_at_1568898_at	1568898_at	1568898_at	-1.20898892	0.632654437
1568899_at_1568899_at	1568899_at	1568899_at	1.414692789	0.250813095
1568902_at_1568902_at	1568902_at	1568902_at	-0.28675845	0.912301456
1568903_at_1568903_at	1568903_at	1568903_at	1.755780155	0.229596106
1568904_at_1568904_at	1568904_at	1568904_at	1.354755233	0.454902556
1568905_at_1568905_at	1568905_at	1568905_at	-2.308877061	0.097843882
1568907_at_1568907_at	1568907_at	1568907_at	0.593446973	0.31277237
1568908_at_1568908_at	1568908_at	1568908_at	-1.327289658	0.607394292
1568915_at_1568915_at	1568915_at	1568915_at	-0.590133798	0.587373383
1568919_at_1568919_at	1568919_at	1568919_at	1.276339195	0.713107618
1568920_at_1568920_at	1568920_at	1568920_at	-0.168193749	0.716649471
1568921_at_1568921_at	1568921_at	1568921_at	2.890978377	0.106424031
1568923_at_1568923_at	1568923_at	1568923_at	-0.464050299	0.677754213
1568931_at_1568931_at	1568931_at	1568931_at	-1.57884333	0.191828244
1568932_at_1568932_at	1568932_at	1568932_at	-1.690510919	0.216606162
1568935_at_1568935_at	1568935_at	1568935_at	-5.037806917	0.028971831
1568936_a_at_1568936_a_at	1568936_a_at	1568936_a_at	0.251913537	0.90268295
1568938_at_1568938_at	1568938_at	1568938_at	-1.386387414	0.507465848
1568939_at_1568939_at	1568939_at	1568939_at	1.180968771	0.576280332
1568941_a_at_1568941_a_at	1568941_a_at	1568941_a_at	1.334663416	0.059128004
1568981_at_1568981_at	1568981_at	1568981_at	0.992977383	0.144500768
1568983_a_at_1568983_a_at	1568983_a_at	1568983_a_at	0.428701218	0.192510756
1569004_at_1569004_at	1569004_at	1569004_at	0.154798116	0.879996368
1569005_at_1569005_at	1569005_at	1569005_at	0.467389044	0.481262746
1569023_a_at_1569023_a_at	1569023_a_at	1569023_a_at	3.671192878	0.138486323
1569041_at_1569041_at	1569041_at	1569041_at	0.057118151	0.90719323
1569052_at_1569052_at	1569052_at	1569052_at	-1.594283767	0.063467415
1569063_at_1569063_at	1569063_at	1569063_at	0.03443624	0.985472319
1569067_at_1569067_at	1569067_at	1569067_at	0.651712008	0.265081161
1569086_at_1569086_at	1569086_at	1569086_at	0.658485218	0.260047942
1569091_at_1569091_at	1569091_at	1569091_at	1.070822631	0.141331405
1569099_at_1569099_at	1569099_at	1569099_at	1.371395618	0.369440029
1569100_a_at_1569100_a_at	1569100_a_at	1569100_a_at	0.775846337	0.733407781
1569104_a_at_1569104_a_at	1569104_a_at	1569104_a_at	-0.07773598	0.915220003
1569122_at_1569122_at	1569122_at	1569122_at	-0.072873055	0.949656145
1569127_at_1569127_at	1569127_at	1569127_at	0.341814152	0.758506132
1569147_at_1569147_at	1569147_at	1569147_at	1.530662879	0.000276071
1569153_at_1569153_at	1569153_at	1569153_at	-1.090938853	0.365718245
1569154_a_at_1569154_a_at	1569154_a_at	1569154_a_at	-2.977191917	0.069174597
1569167_at_1569167_at	1569167_at	1569167_at	-0.1592804	0.686989791
1569168_at_1569168_at	1569168_at	1569168_at	-2.856232267	0.357626824
1569180_at_1569180_at	1569180_at	1569180_at	-0.077891722	0.78342652
1569181_x_at_1569181_x_at	1569181_x_at	1569181_x_at	0.004533775	0.988078237
1569182_at_1569182_at	1569182_at	1569182_at	3.431656818	0.016641226
1569188_s_at_1569188_s_at	1569188_s_at	1569188_s_at	0.140289403	0.828538402
1569192_at_1569192_at	1569192_at	1569192_at	-1.182216493	0.297331717
1569193_at_1569193_at	1569193_at	1569193_at	0.13538371	0.934235398
1569200_at_1569200_at	1569200_at	1569200_at	-0.935950737	0.360071603
1569201_a_at_1569201_a_at	1569201_a_at	1569201_a_at	-0.299011699	0.646524179
1569202_x_at_1569202_x_at	1569202_x_at	1569202_x_at	-0.77612823	0.360478502
1569205_at_1569205_at	1569205_at	1569205_at	-0.834100018	0.696963143
1569208_a_at_1569208_a_at	1569208_a_at	1569208_a_at	-0.264026825	0.396451438
1569218_at_1569218_at	1569218_at	1569218_at	-0.49671332	0.865723601
1569219_at_1569219_at	1569219_at	1569219_at	1.285116156	0.433614659
1569230_at_1569230_at	1569230_at	1569230_at	0.671872817	0.629316685
1569231_x_at_1569231_x_at	1569231_x_at	1569231_x_at	0.089700533	0.956669092
1569234_at_1569234_at	1569234_at	1569234_at	-0.788756413	0.630869484
1569235_a_at_1569235_a_at	1569235_a_at	1569235_a_at	-0.819555882	0.531723264
1569237_at_1569237_at	1569237_at	1569237_at	0.121097557	0.888057095
1569238_a_at_1569238_a_at	1569238_a_at	1569238_a_at	0.121943521	0.831276199
1569243_at_1569243_at	1569243_at	1569243_at	-0.767836958	0.330243313
1569259_at_1569259_at	1569259_at	1569259_at	0.619730952	0.752864928
1569263_at_1569263_at	1569263_at	1569263_at	-0.133084218	0.663457366
1569275_at_1569275_at	1569275_at	1569275_at	-0.072128722	0.973895732
1569276_at_1569276_at	1569276_at	1569276_at	0.588253998	0.632234689
1569277_at_1569277_at	1569277_at	1569277_at	0.349535531	0.784156161
1569287_at_1569287_at	1569287_at	1569287_at	0.096362414	0.965625205
1569305_a_at_1569305_a_at	1569305_a_at	1569305_a_at	-1.632708257	0.421549114
1569306_at_1569306_at	1569306_at	1569306_at	-0.176907561	0.94018611
1569307_s_at_1569307_s_at	1569307_s_at	1569307_s_at	-0.777066247	0.527796096
1569311_at_1569311_at	1569311_at	1569311_at	-0.331138292	0.403379628
1569312_at_1569312_at	1569312_at	1569312_at	-0.31762288	0.38380323
1569321_at_1569321_at	1569321_at	1569321_at	-0.392566186	0.709938067
1569331_at_1569331_at	1569331_at	1569331_at	-1.634919125	0.476541546
1569341_at_1569341_at	1569341_at	1569341_at	-3.096974524	0.271547179
1569344_a_at_1569344_a_at	1569344_a_at	1569344_a_at	0.358097689	0.549837555
1569345_at_1569345_at	1569345_at	1569345_at	0.967545585	0.704276274
1569346_a_at_1569346_a_at	1569346_a_at	1569346_a_at	-1.377951972	0.544058704
1569348_at_1569348_at	1569348_at	1569348_at	-0.362448758	0.507288117
1569375_at_1569375_at	1569375_at	1569375_at	1.162585869	0.594991896
1569376_s_at_1569376_s_at	1569376_s_at	1569376_s_at	0.338425323	0.755305933
1569380_a_at_1569380_a_at	1569380_a_at	1569380_a_at	-1.251692744	0.151258183
1569386_at_1569386_at	1569386_at	1569386_at	-2.528695742	0.041661569
1569399_at_1569399_at	1569399_at	1569399_at	0.976394345	0.036202562
1569403_at_1569403_at	1569403_at	1569403_at	3.239468513	0.081610438
1569405_at_1569405_at	1569405_at	1569405_at	2.737909218	0.262874658
1569406_at_1569406_at	1569406_at	1569406_at	0.427477683	0.88407956
1569407_at_1569407_at	1569407_at	1569407_at	0.628022553	0.807889174
1569409_x_at_1569409_x_at	1569409_x_at	1569409_x_at	0.063493761	0.941445492
1569415_at_1569415_at	1569415_at	1569415_at	0.979016601	0.584950411
1569416_at_1569416_at	1569416_at	1569416_at	1.682454529	0.494647702
1569417_at_1569417_at	1569417_at	1569417_at	0.765992111	0.701840487
1569418_at_1569418_at	1569418_at	1569418_at	0.199904735	0.943451679
1569419_at_1569419_at	1569419_at	1569419_at	0.743605878	0.589198471
1569426_at_1569426_at	1569426_at	1569426_at	2.233104903	0.23003659
1569439_at_1569439_at	1569439_at	1569439_at	1.104778967	0.33682589
1569443_s_at_1569443_s_at	1569443_s_at	1569443_s_at	1.730713381	0.24039715
1569444_at_1569444_at	1569444_at	1569444_at	-1.926227352	0.253310929
1569445_at_1569445_at	1569445_at	1569445_at	-0.641730297	0.592186948
1569446_x_at_1569446_x_at	1569446_x_at	1569446_x_at	-0.641959514	0.682855593
1569449_a_at_1569449_a_at	1569449_a_at	1569449_a_at	-1.269290119	0.150485725
