	X54675	X54675.1	doxorubicin.coeff	doxorubicin.pvalue
TRBV27_241133_at	TRBV27	241133_at	1.501653878	0.472486799
TRBV7-3_234883_x_at	TRBV7-3	234883_x_at	-3.060682359	0.123356847
TRBV7-8_234377_at	TRBV7-8	234377_at	1.285142279	0.561846757
TRDMT1_206308_at	TRDMT1	206308_at	-1.036021634	0.017072905
TRDN_222287_at	TRDN	222287_at	-5.018274032	0.071486228
TRDV3_234440_at	TRDV3	234440_at	-3.458811663	0.174531968
TREH_207378_at	TREH	207378_at	-1.860848537	0.441727749
TREM1_219434_at	TREM1	219434_at	-0.197834698	0.923758623
TREM2_219725_at	TREM2	219725_at	-3.43172531	0.074390796
TREML1_1555659_a_at	TREML1	1555659_a_at	1.959828147	0.252366827
TREML2_219748_at	TREML2	219748_at	-0.078099565	0.945668093
TREML2P1_1567624_at	TREML2P1	1567624_at	-1.667956005	0.456723046
TREML3_1557444_at	TREML3	1557444_at	0.860418327	0.616916998
TREML4_1564052_at	TREML4	1564052_at	1.971460064	0.272382703
TRERF1_233324_at	TRERF1	233324_at	1.117839256	0.045327188
TREX1_205875_s_at	TREX1	205875_s_at	0.150520625	0.615965594
TREX2_211788_s_at	TREX2	211788_s_at	0.871014489	0.576595582
TRGV5_217381_s_at	TRGV5	217381_s_at	-0.335471343	0.834302065
TRH_206622_at	TRH	206622_at	1.557471645	0.196779749
TRHDE_219937_at	TRHDE	219937_at	0.281412697	0.379456094
TRHR_211438_at	TRHR	211438_at	-0.392781188	0.807541123
TRIAP1_218403_at	TRIAP1	218403_at	0.877610754	0.16211741
TRIB1_235641_at	TRIB1	235641_at	0.904315454	0.531230892
TRIB2_202478_at	TRIB2	202478_at	-0.542514013	0.004400603
TRIB3_218145_at	TRIB3	218145_at	0.130840043	0.672763222
TRIL_205150_s_at	TRIL	205150_s_at	0.162863014	0.275992692
TRIM10_221627_at	TRIM10	221627_at	1.731076745	0.046250063
TRIM11_228267_at	TRIM11	228267_at	0.66874989	0.734722396
TRIM13_229943_at	TRIM13	229943_at	-0.458593843	0.156062881
TRIM14_203147_s_at	TRIM14	203147_s_at	0.159000714	0.694376399
TRIM15_36742_at	TRIM15	36742_at	0.678902539	0.687910352
TRIM16_204341_at	TRIM16	204341_at	0.307439536	0.232554417
TRIM16L_1559681_a_at	TRIM16L	1559681_a_at	0.226609899	0.622439743
TRIM17_220279_at	TRIM17	220279_at	-0.105369621	0.867234648
TRIM2_243945_at	TRIM2	243945_at	-0.705724806	0.117711702
TRIM21_204804_at	TRIM21	204804_at	-0.810832132	0.176666464
TRIM22_213293_s_at	TRIM22	213293_s_at	-0.209935207	0.27124031
TRIM23_210995_s_at	TRIM23	210995_s_at	-0.168969967	0.798357862
TRIM24_1569316_at	TRIM24	1569316_at	-0.394187478	0.429483062
TRIM25_224806_at	TRIM25	224806_at	1.218594827	0.021783697
TRIM26_202702_at	TRIM26	202702_at	0.48045529	0.450302834
TRIM27_212118_at	TRIM27	212118_at	-1.204133434	0.038508734
TRIM28_200990_at	TRIM28	200990_at	0.16566076	0.72916465
TRIM29_211002_s_at	TRIM29	211002_s_at	-0.146922339	0.512253853
TRIM3_204910_s_at	TRIM3	204910_s_at	-0.703553607	0.279451829
TRIM31_215444_s_at	TRIM31	215444_s_at	0.135521618	0.602391188
TRIM32_203846_at	TRIM32	203846_at	1.005696058	0.15717703
TRIM33_212435_at	TRIM33	212435_at	0.801483627	0.062474357
TRIM35_227102_at	TRIM35	227102_at	-0.703890408	0.318056903
TRIM36_1565814_at	TRIM36	1565814_at	-2.6376183	0.155783703
TRIM37_213009_s_at	TRIM37	213009_s_at	0.814927525	0.005804839
TRIM38_203568_s_at	TRIM38	203568_s_at	-0.402298033	0.062944068
TRIM39_222732_at	TRIM39	222732_at	0.506333366	0.484680026
TRIM4_230173_at	TRIM4	230173_at	3.034802361	0.037145814
TRIM40_1553079_at	TRIM40	1553079_at	2.357356508	0.237527908
TRIM41_226445_s_at	TRIM41	226445_s_at	-0.174331886	0.701515224
TRIM42_1553620_at	TRIM42	1553620_at	3.349767576	0.199576313
TRIM44_217760_at	TRIM44	217760_at	-0.275644153	0.591137789
TRIM45_219923_at	TRIM45	219923_at	0.463399727	0.322301714
TRIM46_238147_at	TRIM46	238147_at	0.358854002	0.594439131
TRIM47_225868_at	TRIM47	225868_at	0.042701661	0.861088893
TRIM48_220534_at	TRIM48	220534_at	-0.49729663	0.339115206
TRIM49_221154_at	TRIM49	221154_at	-0.263503268	0.653166526
TRIM5_223830_s_at	TRIM5	223830_s_at	-0.653387589	0.296650722
TRIM50_238941_at	TRIM50	238941_at	0.937545628	0.683981078
TRIM52_1568594_s_at	TRIM52	1568594_s_at	0.317438165	0.509284165
TRIM54_233669_s_at	TRIM54	233669_s_at	0.500522153	0.807652832
TRIM55_232721_at	TRIM55	232721_at	1.569288515	0.38874152
TRIM56_231876_at	TRIM56	231876_at	0.108598386	0.808036051
TRIM58_215047_at	TRIM58	215047_at	-0.27139188	0.501403734
TRIM59_235476_at	TRIM59	235476_at	0.307243989	0.246425799
TRIM6_223599_at	TRIM6	223599_at	-0.046297174	0.813384436
TRIM61_238990_x_at	TRIM61	238990_x_at	0.382654865	0.680798963
TRIM62_58308_at	TRIM62	58308_at	0.920325654	0.119696981
TRIM63_236972_at	TRIM63	236972_at	-1.182137676	0.515574497
TRIM65_235081_x_at	TRIM65	235081_x_at	0.916960106	0.608065432
TRIM66_213748_at	TRIM66	213748_at	0.741701337	0.195482007
TRIM68_219405_at	TRIM68	219405_at	-0.308557987	0.233751549
TRIM69_232792_at	TRIM69	232792_at	-1.256983611	0.25010954
TRIM7_239694_at	TRIM7	239694_at	-0.460882646	0.185017504
TRIM72_1554803_s_at	TRIM72	1554803_s_at	0.051789021	0.970207227
TRIM73_1554250_s_at	TRIM73	1554250_s_at	0.317352024	0.406904665
TRIM78P_232464_at	TRIM78P	232464_at	-0.899747296	0.444256942
TRIM8_221012_s_at	TRIM8	221012_s_at	1.028845731	0.059775094
TRIM9_230280_at	TRIM9	230280_at	0.746076073	0.416160259
TRIML1_1557677_a_at	TRIML1	1557677_a_at	0.401508264	0.855320705
TRIML2_1552580_at	TRIML2	1552580_at	-0.226680154	0.890259799
TRIO_216697_at	TRIO	216697_at	-0.518336818	0.347601633
TRIOBP_243690_at	TRIOBP	243690_at	-0.957720217	0.076784846
TRIP10_202734_at	TRIP10	202734_at	-0.355352511	0.275214488
TRIP11_210760_x_at	TRIP11	210760_x_at	-0.927690279	0.457094794
TRIP12_201546_at	TRIP12	201546_at	-0.43620476	0.502640339
TRIP13_204033_at	TRIP13	204033_at	-0.04410978	0.915579769
TRIP4_203732_at	TRIP4	203732_at	0.392574641	0.429576075
TRIP6_209129_at	TRIP6	209129_at	0.063127637	0.694636406
TRIT1_218617_at	TRIT1	218617_at	-0.930116477	0.098059867
TRMT1_216454_at	TRMT1	216454_at	-1.17458898	0.556831347
TRMT11_218877_s_at	TRMT11	218877_s_at	-0.586535524	0.174971493
TRMT112_217774_s_at	TRMT112	217774_s_at	1.558216115	0.034132966
TRMT12_219299_at	TRMT12	219299_at	0.531488501	0.093549266
TRMT1L_223404_s_at	TRMT1L	223404_s_at	-0.474844055	0.370484949
TRMT2A_218475_at	TRMT2A	218475_at	-1.577848555	0.060424166
TRMT2B_205238_at	TRMT2B	205238_at	0.57713001	0.206673429
TRMT5_227653_at	TRMT5	227653_at	0.066601136	0.903416418
TRMT6_222768_s_at	TRMT6	222768_s_at	-0.530618368	0.236501548
TRMT61A_221907_at	TRMT61A	221907_at	0.496077079	0.57016592
TRMT61B_221229_s_at	TRMT61B	221229_s_at	-0.65052149	0.347180733
TRMU_213634_s_at	TRMU	213634_s_at	-0.797360356	0.138586987
TRNAU1AP_218977_s_at	TRNAU1AP	218977_s_at	-0.830344116	0.119019688
TRNP1_236052_at	TRNP1	236052_at	-3.237875783	0.183543906
TRNT1_223814_at	TRNT1	223814_at	0.335468192	0.446335649
TRO_210882_s_at	TRO	210882_s_at	-0.715611348	0.270324255
TROAP_204649_at	TROAP	204649_at	0.333376627	0.679821193
TROVE2_210438_x_at	TROVE2	210438_x_at	-1.133042687	0.085615814
TRPA1_217590_s_at	TRPA1	217590_s_at	-0.243864697	0.690888088
TRPC1_205802_at	TRPC1	205802_at	-0.18880152	0.457505326
TRPC2_215288_at	TRPC2	215288_at	0.480870457	0.826830359
TRPC3_206425_s_at	TRPC3	206425_s_at	-2.209577353	0.044587004
TRPC4_224220_x_at	TRPC4	224220_x_at	-0.444908355	0.384527467
TRPC4AP_212059_s_at	TRPC4AP	212059_s_at	-0.161268036	0.729427103
TRPC5_220552_at	TRPC5	220552_at	5.147927889	0.058527936
TRPC6_217287_s_at	TRPC6	217287_s_at	-0.572153911	0.023085991
TRPC7_234407_s_at	TRPC7	234407_s_at	-1.593674038	0.50139346
TRPM1_214410_at	TRPM1	214410_at	5.179802707	0.060057299
TRPM2_205708_s_at	TRPM2	205708_s_at	0.027234405	0.932859771
TRPM3_1555252_a_at	TRPM3	1555252_a_at	3.10319775	0.074145236
TRPM4_219360_s_at	TRPM4	219360_s_at	0.023569312	0.930514247
TRPM5_223935_at	TRPM5	223935_at	-4.599804725	0.059724987
TRPM6_221102_s_at	TRPM6	221102_s_at	2.326136888	0.210095822
TRPM7_223323_x_at	TRPM7	223323_x_at	1.271358311	0.10907329
TRPM8_243483_at	TRPM8	243483_at	-0.424566527	0.111960607
TRPS1_234351_x_at	TRPS1	234351_x_at	0.244259278	0.189812319
TRPT1_223436_s_at	TRPT1	223436_s_at	0.785093279	0.153977105
TRPV1_219632_s_at	TRPV1	219632_s_at	1.030234471	0.05483107
TRPV2_222855_s_at	TRPV2	222855_s_at	1.927488008	0.162681536
TRPV3_1552586_at	TRPV3	1552586_at	1.214191707	0.529844238
TRPV4_219516_at	TRPV4	219516_at	-0.379323411	0.61267242
TRPV5_208267_at	TRPV5	208267_at	-1.363356493	0.434111513
TRPV6_1559405_a_at	TRPV6	1559405_a_at	-0.52587716	0.703668828
TRRAP_202642_s_at	TRRAP	202642_s_at	-0.444254923	0.39294082
TRUB1_235447_at	TRUB1	235447_at	0.226167506	0.703500933
TRUB2_223109_at	TRUB2	223109_at	0.824368877	0.125878836
TSC1_209390_at	TSC1	209390_at	1.224898372	0.098781123
TSC2_215624_at	TSC2	215624_at	1.47880587	0.106101242
TSC22D1-AS1_237745_at	TSC22D1-AS1	237745_at	1.334255409	0.144117567
TSC22D1_235315_at	TSC22D1	235315_at	0.677214069	0.009686697
TSC22D2_204094_s_at	TSC22D2	204094_s_at	0.963941501	0.047519887
TSC22D3_208763_s_at	TSC22D3	208763_s_at	0.125249	0.57185485
TSC22D4_1554501_at	TSC22D4	1554501_at	-0.33768642	0.606396032
TSEN15_230257_s_at	TSEN15	230257_s_at	-0.431785243	0.466372858
TSEN2_244391_at	TSEN2	244391_at	1.052170989	0.181944403
TSEN34_218132_s_at	TSEN34	218132_s_at	0.899396561	0.246971881
TSEN54_241402_at	TSEN54	241402_at	0.749920042	0.078061925
TSFM_212656_at	TSFM	212656_at	0.934130944	0.057795251
TSG101_201758_at	TSG101	201758_at	1.269253289	0.085656458
TSGA10_223838_at	TSGA10	223838_at	0.646384426	0.493964745
TSGA10IP_1553483_at	TSGA10IP	1553483_at	1.506053671	0.360951099
TSGA13_1553641_a_at	TSGA13	1553641_a_at	1.733103154	0.448342709
TSHB_214529_at	TSHB	214529_at	-0.239673417	0.87275264
TSHR_210055_at	TSHR	210055_at	-2.50941742	0.401255356
TSHZ1_223282_at	TSHZ1	223282_at	-0.173757233	0.582470678
TSHZ2_238577_s_at	TSHZ2	238577_s_at	2.381728335	0.152144603
TSHZ3_223393_s_at	TSHZ3	223393_s_at	0.220808586	0.467501745
TSKS_220545_s_at	TSKS	220545_s_at	-0.777699245	0.648451727
TSKU_218245_at	TSKU	218245_at	0.15319366	0.626300874
TSLP_235737_at	TSLP	235737_at	-0.382860875	0.34351033
TSN_201515_s_at	TSN	201515_s_at	0.677625325	0.29245817
TSNARE1_228862_at	TSNARE1	228862_at	1.808938052	0.104113481
TSNAX_203983_at	TSNAX	203983_at	-0.484155038	0.421550628
TSNAXIP1_222220_s_at	TSNAXIP1	222220_s_at	0.848105013	0.54749317
TSPAN1_209114_at	TSPAN1	209114_at	0.11793403	0.465372696
TSPAN10_1560464_at	TSPAN10	1560464_at	1.107119852	0.422099362
TSPAN11_227610_at	TSPAN11	227610_at	0.260614276	0.850978619
TSPAN12_219274_at	TSPAN12	219274_at	0.155806065	0.387089844
TSPAN13_217979_at	TSPAN13	217979_at	0.280512548	0.160175061
TSPAN14_221002_s_at	TSPAN14	221002_s_at	0.577730465	0.174908954
TSPAN15_218693_at	TSPAN15	218693_at	0.276584027	0.307904891
TSPAN16_233236_at	TSPAN16	233236_at	3.20276388	0.079494127
TSPAN17_1558119_at	TSPAN17	1558119_at	-1.806518694	0.244319399
TSPAN18_228819_at	TSPAN18	228819_at	-0.44476105	0.427314528
TSPAN2_214606_at	TSPAN2	214606_at	-0.485112023	0.276064565
TSPAN3_230282_at	TSPAN3	230282_at	-1.221063489	0.230042009
TSPAN31_203226_s_at	TSPAN31	203226_s_at	0.997248108	0.022867797
TSPAN32_220558_x_at	TSPAN32	220558_x_at	-1.518682115	0.184605451
TSPAN33_225775_at	TSPAN33	225775_at	-0.607084755	0.174891584
TSPAN4_209263_x_at	TSPAN4	209263_x_at	-0.304699872	0.43034222
TSPAN5_225388_at	TSPAN5	225388_at	0.411403221	0.077322609
TSPAN6_209109_s_at	TSPAN6	209109_s_at	-0.186500294	0.410929403
TSPAN7_202242_at	TSPAN7	202242_at	-0.350882003	0.500796681
TSPAN8_203824_at	TSPAN8	203824_at	0.043244091	0.801320974
TSPAN9_205665_at	TSPAN9	205665_at	-0.585215875	0.274175469
TSPEAR_1552570_at	TSPEAR	1552570_at	2.228321883	0.334630139
TSPO_202096_s_at	TSPO	202096_s_at	-0.304895673	0.384235387
TSPO2_215449_at	TSPO2	215449_at	-0.008394198	0.995524609
TSPY1_217162_at	TSPY1	217162_at	-0.542819147	0.723017333
TSPY26P_233617_at	TSPY26P	233617_at	0.845035	0.584071861
TSPYL1_221493_at	TSPYL1	221493_at	0.994120288	0.057982094
TSPYL2_218012_at	TSPYL2	218012_at	0.727905163	0.206615612
TSPYL4_212928_at	TSPYL4	212928_at	0.578445037	0.116099026
TSPYL5_213122_at	TSPYL5	213122_at	0.0633872	0.595002739
TSPYL6_231339_at	TSPYL6	231339_at	-0.402160614	0.741540825
TSR1_239042_at	TSR1	239042_at	0.40135733	0.536581509
TSR2_213079_at	TSR2	213079_at	0.977751565	0.042004353
TSSC1_217968_at	TSSC1	217968_at	0.616030031	0.360348708
TSSC4_218612_s_at	TSSC4	218612_s_at	-0.739742716	0.166703852
TSSK1B_211694_at	TSSK1B	211694_at	-0.21307728	0.938369177
TSSK2_214371_at	TSSK2	214371_at	0.858453632	0.481708931
TSSK3_1552395_at	TSSK3	1552395_at	1.33592931	0.443741677
TSSK4_242595_at	TSSK4	242595_at	-1.169896413	0.676537292
TSSK6_230989_s_at	TSSK6	230989_s_at	1.175999168	0.539717252
TST_209605_at	TST	209605_at	0.536864123	0.118421511
TSTA3_36936_at	TSTA3	36936_at	0.500108366	0.229442767
TSTD1_226482_s_at	TSTD1	226482_s_at	0.306762364	0.022501086
TSTD2_1555430_at	TSTD2	1555430_at	-0.363849147	0.842564064
TTBK1_240643_at	TTBK1	240643_at	1.201314565	0.320068901
TTBK2_1557073_s_at	TTBK2	1557073_s_at	-0.550322993	0.243398432
TTC1_201434_at	TTC1	201434_at	0.860068879	0.258674361
TTC12_215598_at	TTC12	215598_at	1.128439799	0.288216544
TTC13_219481_at	TTC13	219481_at	-0.880867283	0.108536327
TTC14_225178_at	TTC14	225178_at	-0.159866038	0.65187341
TTC16_236833_at	TTC16	236833_at	-1.612574789	0.47438476
TTC17_218972_at	TTC17	218972_at	0.457542154	0.279960365
TTC18_229170_s_at	TTC18	229170_s_at	0.798844845	0.03300264
TTC19_217964_at	TTC19	217964_at	0.21931327	0.638221126
TTC21A_232308_at	TTC21A	232308_at	1.132496301	0.586667051
TTC21B_220064_at	TTC21B	220064_at	-0.242557423	0.854166968
TTC22_215107_s_at	TTC22	215107_s_at	-2.6129452	0.172412314
TTC23_232734_at	TTC23	232734_at	0.297297462	0.602914185
TTC23L_239620_at	TTC23L	239620_at	1.662045696	0.386145339
TTC25_223924_at	TTC25	223924_at	-0.794733447	0.462098918
TTC26_233999_s_at	TTC26	233999_s_at	0.405667446	0.472130914
TTC27_244248_at	TTC27	244248_at	-0.51707626	0.617457983
TTC28-AS1_232246_at	TTC28-AS1	232246_at	2.143590467	0.246833348
TTC28_213058_at	TTC28	213058_at	-0.499208834	0.056670347
TTC29_223962_at	TTC29	223962_at	0.14069608	0.946398079
TTC3_210645_s_at	TTC3	210645_s_at	-0.523542134	0.327230309
TTC30A_213679_at	TTC30A	213679_at	-0.210546021	0.585307228
TTC30B_243413_at	TTC30B	243413_at	-0.318751747	0.353605327
TTC31_218838_s_at	TTC31	218838_s_at	0.281677438	0.75590569
TTC32_226838_at	TTC32	226838_at	0.143210193	0.763942449
TTC33_219421_at	TTC33	219421_at	-1.205056441	0.002827853
TTC35_203584_at	TTC35	203584_at	0.419323287	0.235528739
TTC36_237350_at	TTC36	237350_at	-0.504800546	0.382271702
TTC37_203049_s_at	TTC37	203049_s_at	-1.421448425	0.01308032
TTC38_218272_at	TTC38	218272_at	-1.199207178	0.009514201
TTC39A_210652_s_at	TTC39A	210652_s_at	0.185207015	0.149048197
TTC39B_236826_at	TTC39B	236826_at	-0.666865688	0.141715811
TTC39C_227881_s_at	TTC39C	227881_s_at	1.845689954	0.282991993
TTC4_218442_at	TTC4	218442_at	0.321674623	0.635140131
TTC40_1552964_at	TTC40	1552964_at	-3.013246342	0.045958693
TTC5_243007_at	TTC5	243007_at	0.125802041	0.826709405
TTC6_1562299_at	TTC6	1562299_at	1.229281341	0.404587665
TTC7A_240369_at	TTC7A	240369_at	1.08195836	0.134056135
TTC7B_226152_at	TTC7B	226152_at	-0.383012797	0.206458881
TTC8_226120_at	TTC8	226120_at	0.486602859	0.337218889
TTC9_213172_at	TTC9	213172_at	0.098665736	0.630292814
TTC9B_235375_x_at	TTC9B	235375_x_at	1.70352762	0.245686682
TTC9C_1569189_at	TTC9C	1569189_at	0.599398395	0.284529463
TTF1_204772_s_at	TTF1	204772_s_at	0.566779453	0.442929272
TTF2_204407_at	TTF2	204407_at	0.41955267	0.466282167
TTI1_212898_at	TTI1	212898_at	0.434986969	0.49755624
TTI2_219124_at	TTI2	219124_at	-0.885131614	0.085938234
TTK_204822_at	TTK	204822_at	-1.249378853	0.019704548
TTL_1555374_at	TTL	1555374_at	-1.689194052	0.197533579
TTLL1_1570085_at	TTLL1	1570085_at	-2.243665999	0.234999399
TTLL10_1552419_s_at	TTLL10	1552419_s_at	-2.204717566	0.162238216
TTLL11_242545_at	TTLL11	242545_at	0.782626247	0.305589568
TTLL12_1552257_a_at	TTLL12	1552257_a_at	-0.638629875	0.225766634
TTLL13_1568843_at	TTLL13	1568843_at	2.075064931	0.215635885
TTLL2_223998_at	TTLL2	223998_at	-2.475151379	0.150974028
TTLL3_1555475_x_at	TTLL3	1555475_x_at	-3.959500379	0.015915619
TTLL4_203702_s_at	TTLL4	203702_s_at	-0.968885572	0.056212615
TTLL5_1566101_at	TTLL5	1566101_at	4.529984548	0.047213058
TTLL6_230924_at	TTLL6	230924_at	0.505567346	0.699610615
TTLL7_228724_at	TTLL7	228724_at	-0.383809358	0.354243196
TTLL9_232357_at	TTLL9	232357_at	-1.23680571	0.38222811
TTN_208195_at	TTN	208195_at	-2.926009077	0.142890313
TTPA_210614_at	TTPA	210614_at	-0.289867798	0.740536893
TTPAL_219633_at	TTPAL	219633_at	-0.163322837	0.720327703
TTR_209660_at	TTR	209660_at	-2.164167288	0.211665609
TTTY10_224293_at	TTTY10	224293_at	1.790113766	0.348903399
TTTY11_224174_at	TTTY11	224174_at	5.058469103	0.009980479
TTTY12_224195_at	TTTY12	224195_at	1.298376574	0.470906877
TTTY13_224292_at	TTTY13	224292_at	0.405697391	0.762535125
TTTY14_224003_at	TTTY14	224003_at	0.557839731	0.605111807
TTTY15_214983_at	TTTY15	214983_at	-0.492324181	0.771189726
TTTY2_216665_s_at	TTTY2	216665_s_at	-3.747864958	0.259697633
TTTY5_224040_at	TTTY5	224040_at	1.844125515	0.356620124
TTTY6_224041_at	TTTY6	224041_at	-1.254659178	0.509487494
TTTY7_234309_at	TTTY7	234309_at	1.141415363	0.638816859
TTYH1_219415_at	TTYH1	219415_at	-0.065465661	0.856145608
TTYH2_232042_at	TTYH2	232042_at	-1.608140853	0.172409245
TTYH3_224674_at	TTYH3	224674_at	-0.645526492	0.102464446
TUB_228882_at	TUB	228882_at	-0.406018857	0.105791565
TUBA1A_209118_s_at	TUBA1A	209118_s_at	0.02280195	0.841605137
TUBA1B_1565668_at	TUBA1B	1565668_at	-1.364958585	0.518856056
TUBA1C_209251_x_at	TUBA1C	209251_x_at	0.822669326	0.622206
TUBA3C_210527_x_at	TUBA3C	210527_x_at	-0.245024357	0.839652054
TUBA3D_216323_x_at	TUBA3D	216323_x_at	0.122874252	0.889932705
TUBA4A_212242_at	TUBA4A	212242_at	0.281585534	0.256803048
TUBA4B_207490_at	TUBA4B	207490_at	2.54981738	0.060563522
TUBA8_220069_at	TUBA8	220069_at	-2.706319938	0.193553121
TUBAL3_220310_at	TUBAL3	220310_at	0.556852832	0.305662599
TUBB_209026_x_at	TUBB	209026_x_at	-0.742831145	0.324873794
TUBB1_230690_at	TUBB1	230690_at	1.325767809	0.327572244
TUBB2A_204141_at	TUBB2A	204141_at	-0.067073618	0.782760248
TUBB2B_214023_x_at	TUBB2B	214023_x_at	-0.306093394	0.114018142
TUBB3_213476_x_at	TUBB3	213476_x_at	-0.108337849	0.858449334
TUBB4A_212664_at	TUBB4A	212664_at	-2.01997938	0.021502197
TUBB4B_208977_x_at	TUBB4B	208977_x_at	0.534579795	0.513682002
TUBB6_209191_at	TUBB6	209191_at	-0.022463571	0.863972844
TUBB7P_211915_s_at	TUBB7P	211915_s_at	-0.335138696	0.790165814
TUBBP5_222361_at	TUBBP5	222361_at	-0.311472673	0.237117702
TUBD1_221326_s_at	TUBD1	221326_s_at	0.378627952	0.11784132
TUBE1_226181_at	TUBE1	226181_at	-0.81004858	0.033089373
TUBG1_201714_at	TUBG1	201714_at	-0.137692054	0.833164045
TUBG2_203894_at	TUBG2	203894_at	-0.218649512	0.666341368
TUBGCP2_213563_s_at	TUBGCP2	213563_s_at	-2.816318751	0.091457027
TUBGCP3_203690_at	TUBGCP3	203690_at	-0.564295017	0.218407938
TUBGCP4_211337_s_at	TUBGCP4	211337_s_at	-1.085949932	0.049415204
TUBGCP5_227967_at	TUBGCP5	227967_at	0.271594043	0.612096964
TUBGCP6_225758_s_at	TUBGCP6	225758_s_at	-0.834684612	0.18026368
TUFM_238190_at	TUFM	238190_at	0.460920117	0.390162904
TUFT1_205807_s_at	TUFT1	205807_s_at	0.715244923	0.061268439
TUG1_212337_at	TUG1	212337_at	0.860545003	0.145568782
TULP1_206705_at	TULP1	206705_at	-0.574750805	0.663052496
TULP2_206733_at	TULP2	206733_at	-1.157777716	0.500770873
TULP3_205854_at	TULP3	205854_at	0.433632137	0.506539383
TULP4_224170_s_at	TULP4	224170_s_at	-0.224804919	0.807058823
TUSC1_227388_at	TUSC1	227388_at	0.158844968	0.458362808
TUSC2_203273_s_at	TUSC2	203273_s_at	0.366175638	0.510261895
TUSC3_235801_at	TUSC3	235801_at	-0.308162627	0.359590985
TUSC5_239523_at	TUSC5	239523_at	-2.38116582	0.151235963
TUT1_218965_s_at	TUT1	218965_s_at	-0.441234488	0.706321267
TWF1_214008_at	TWF1	214008_at	0.623793611	0.183315668
TWF2_202009_at	TWF2	202009_at	-0.856418385	0.055346433
TWIST1_213943_at	TWIST1	213943_at	-0.133270289	0.259327389
TWIST2_1554163_at	TWIST2	1554163_at	-0.92091521	0.268645234
TWISTNB_226784_at	TWISTNB	226784_at	-1.15455213	0.042133961
TWSG1_219201_s_at	TWSG1	219201_s_at	-0.32357103	0.314306493
TXK_206828_at	TXK	206828_at	-0.807750657	0.507785867
TXLNA_212300_at	TXLNA	212300_at	-0.765163681	0.229745478
TXLNB_227834_at	TXLNB	227834_at	0.020399322	0.976388499
TXLNG_1557954_at	TXLNG	1557954_at	-0.279040915	0.602863567
TXLNG2P_236694_at	TXLNG2P	236694_at	-4.721936862	0.010720338
TXN_208864_s_at	TXN	208864_s_at	1.340103506	0.087243222
TXN2_209077_at	TXN2	209077_at	-0.206770714	0.777060621
TXNDC11_223325_at	TXNDC11	223325_at	-0.071982537	0.901116064
TXNDC12_223017_at	TXNDC12	223017_at	-1.587553423	0.043600524
TXNDC15_227873_at	TXNDC15	227873_at	-1.54192791	0.033239243
TXNDC16_226747_at	TXNDC16	226747_at	-0.128032478	0.726010802
TXNDC17_228743_at	TXNDC17	228743_at	0.3512042	0.525689987
TXNDC2_224168_at	TXNDC2	224168_at	-1.624439212	0.385216157
TXNDC3_220384_at	TXNDC3	220384_at	-0.549468038	0.746603461
TXNDC8_1564386_at	TXNDC8	1564386_at	0.085856852	0.963527741
TXNDC9_211758_x_at	TXNDC9	211758_x_at	1.879293474	0.01732715
TXNIP_201008_s_at	TXNIP	201008_s_at	0.224628383	0.236833299
TXNL1_201588_at	TXNL1	201588_at	-0.601255355	0.311473195
TXNL4A_202836_s_at	TXNL4A	202836_s_at	-0.740587931	0.078317358
TXNL4B_218794_s_at	TXNL4B	218794_s_at	1.443564368	0.004736663
TXNRD1_1561080_at	TXNRD1	1561080_at	-4.623306495	0.017153914
TXNRD2_211177_s_at	TXNRD2	211177_s_at	-1.185390175	0.099950088
TXNRD3_59631_at	TXNRD3	59631_at	-0.22239587	0.62618832
TYK2_205546_s_at	TYK2	205546_s_at	-0.809718293	0.118965089
TYMP_204858_s_at	TYMP	204858_s_at	-0.180473098	0.564770622
TYMS_217684_at	TYMS	217684_at	0.639189273	0.219809438
TYR_1555505_a_at	TYR	1555505_a_at	-0.972102486	0.530560478
TYRO3_211431_s_at	TYRO3	211431_s_at	-1.021596018	0.128698369
TYRO3P_1566935_at	TYRO3P	1566935_at	-1.627552395	0.355942924
TYROBP_204122_at	TYROBP	204122_at	-2.653578539	0.296516198
TYRP1_205694_at	TYRP1	205694_at	0.09185022	0.608224546
TYSND1_225873_at	TYSND1	225873_at	-3.293745598	0.092950777
TYW1_218347_at	TYW1	218347_at	-0.057374289	0.917603668
TYW3_227141_at	TYW3	227141_at	-1.179535636	0.018931442
TYW5_235181_at	TYW5	235181_at	1.328830801	0.040157566
U2AF1_231904_at	U2AF1	231904_at	-0.409347661	0.439626396
U2AF1L4_226700_at	U2AF1L4	226700_at	0.513640647	0.383636112
U2AF2_214171_s_at	U2AF2	214171_s_at	2.000307367	0.172147302
U2SURP_212060_at	U2SURP	212060_at	-1.003765108	0.216535285
UACA_223279_s_at	UACA	223279_s_at	-0.438524708	0.12957632
UAP1_209340_at	UAP1	209340_at	0.088375703	0.799652848
UAP1L1_214755_at	UAP1L1	214755_at	0.107244595	0.696094816
UBA1_200964_at	UBA1	200964_at	0.238270114	0.649387671
UBA2_201177_s_at	UBA2	201177_s_at	-1.815143615	0.019450713
UBA3_209115_at	UBA3	209115_at	-0.487588781	0.448369208
UBA5_218289_s_at	UBA5	218289_s_at	0.285463764	0.41600417
UBA52_221700_s_at	UBA52	221700_s_at	-0.256076174	0.813379626
UBA6_1555441_at	UBA6	1555441_at	1.458105208	0.154251276
