	X54675	X54675.1	docetaxel.coeff	docetaxel.pvalue
C15orf52_227272_at	C15orf52	227272_at	-0.979663998	0.033065386
C15orf54_1562367_at	C15orf54	1562367_at	9.998766916	0.01090619
C15orf55_1564603_at	C15orf55	1564603_at	1.955637924	0.566064032
C15orf56_239470_at	C15orf56	239470_at	-1.658297399	0.388036379
C15orf57_1560814_a_at	C15orf57	1560814_a_at	-0.675270036	0.469879907
C15orf59_230475_at	C15orf59	230475_at	0.35198307	0.710735716
C15orf60_240689_at	C15orf60	240689_at	5.192735608	0.368126804
C15orf61_229742_at	C15orf61	229742_at	-1.65574108	0.363281352
C15orf62_1569065_s_at	C15orf62	1569065_s_at	-3.279274357	0.064400813
C15orf63_233809_at	C15orf63	233809_at	2.42810523	0.134845755
C16orf11_1553826_a_at	C16orf11	1553826_a_at	8.596928623	0.045633101
C16orf13_1554466_a_at	C16orf13	1554466_a_at	-3.080587195	0.09537595
C16orf3_207615_s_at	C16orf3	207615_s_at	3.640213305	0.450482918
C16orf42_221993_s_at	C16orf42	221993_s_at	-9.867242452	0.022744656
C16orf45_212736_at	C16orf45	212736_at	-1.162006831	0.118523804
C16orf46_230281_at	C16orf46	230281_at	0.652825877	0.430106188
C16orf48_223407_at	C16orf48	223407_at	-0.110813091	0.863647377
C16orf5_218183_at	C16orf5	218183_at	-2.109379288	0.177877952
C16orf52_244835_at	C16orf52	244835_at	2.58345358	0.071432523
C16orf53_231878_at	C16orf53	231878_at	2.78334905	0.00108408
C16orf54_1559584_a_at	C16orf54	1559584_a_at	0.470012081	0.304716863
C16orf55_230811_at	C16orf55	230811_at	-0.257401151	0.80198094
C16orf57_218060_s_at	C16orf57	218060_s_at	-3.495079969	0.011336074
C16orf58_217891_at	C16orf58	217891_at	2.428592579	0.117947476
C16orf59_219556_at	C16orf59	219556_at	0.53882804	0.720878921
C16orf62_203173_s_at	C16orf62	203173_s_at	-0.486746758	0.425656133
C16orf7_205781_at	C16orf7	205781_at	0.105213388	0.944753187
C16orf70_223440_at	C16orf70	223440_at	2.796590947	0.080429932
C16orf71_222089_s_at	C16orf71	222089_s_at	-7.751600694	0.14829471
C16orf72_220743_at	C16orf72	220743_at	-6.277348419	0.014428896
C16orf73_237265_at	C16orf73	237265_at	-1.685784382	0.247939799
C16orf74_227806_at	C16orf74	227806_at	-0.228285352	0.798271158
C16orf78_240209_at	C16orf78	240209_at	0.400529231	0.937062979
C16orf79_1553990_at	C16orf79	1553990_at	1.192913702	0.536415244
C16orf80_217957_at	C16orf80	217957_at	-2.982561927	0.076105395
C16orf82_231076_at	C16orf82	231076_at	-2.20332533	0.637509807
C16orf86_231153_at	C16orf86	231153_at	-2.620775091	0.345183788
C16orf87_226608_at	C16orf87	226608_at	0.568577505	0.539510515
C16orf88_213237_at	C16orf88	213237_at	1.951740654	0.165383584
C16orf89_229177_at	C16orf89	229177_at	0.761211319	0.771490045
C16orf91_225749_at	C16orf91	225749_at	1.868951652	0.183651875
C16orf92_1557162_at	C16orf92	1557162_at	5.821867469	0.382390379
C16orf93_231300_at	C16orf93	231300_at	0.708493851	0.364646089
C16orf95_223745_at	C16orf95	223745_at	0.365004135	0.940062678
C17orf100_229071_at	C17orf100	229071_at	-1.063246959	0.371098063
C17orf101_219254_at	C17orf101	219254_at	-3.86236229	0.002022587
C17orf103_1553872_at	C17orf103	1553872_at	3.815068271	0.350197721
C17orf104_1562484_at	C17orf104	1562484_at	-0.767293264	0.15568318
C17orf105_231453_at	C17orf105	231453_at	-1.668103656	0.803407573
C17orf108_1560703_at	C17orf108	1560703_at	2.268543136	0.022532947
C17orf109_229740_at	C17orf109	229740_at	0.547847356	0.598487829
C17orf110_236098_at	C17orf110	236098_at	-2.207221809	0.553859873
C17orf28_225981_at	C17orf28	225981_at	1.118846889	0.02364554
C17orf39_220058_at	C17orf39	220058_at	-2.259678073	0.001991458
C17orf47_1554662_at	C17orf47	1554662_at	9.283451187	0.000210647
C17orf48_223401_at	C17orf48	223401_at	-2.110673055	0.064195447
C17orf49_224574_at	C17orf49	224574_at	-2.808866767	0.000407991
C17orf50_237929_at	C17orf50	237929_at	2.876087494	0.377985462
C17orf51_238167_at	C17orf51	238167_at	-10.08255428	0.006459447
C17orf52_1556533_at	C17orf52	1556533_at	-4.535679824	0.506422443
C17orf53_219879_s_at	C17orf53	219879_s_at	-4.730620733	0.019450572
C17orf56_238980_x_at	C17orf56	238980_x_at	-5.919152236	0.063988574
C17orf57_1554772_at	C17orf57	1554772_at	5.60499832	0.051465681
C17orf58_226901_at	C17orf58	226901_at	1.057206344	0.123899067
C17orf59_219417_s_at	C17orf59	219417_s_at	-3.116842528	0.069625171
C17orf61_227063_at	C17orf61	227063_at	-1.945321262	0.11731127
C17orf62_218130_at	C17orf62	218130_at	1.210556887	0.370230927
C17orf63_222641_s_at	C17orf63	222641_s_at	1.361387259	0.239454583
C17orf64_243393_at	C17orf64	243393_at	-0.910519777	0.783253212
C17orf65_1555981_at	C17orf65	1555981_at	2.273600222	0.068825638
C17orf66_1553378_a_at	C17orf66	1553378_a_at	2.745988713	0.697707647
C17orf67_236863_at	C17orf67	236863_at	1.639223172	0.366919002
C17orf69_1553400_a_at	C17orf69	1553400_a_at	2.54456152	0.113667708
C17orf70_228136_s_at	C17orf70	228136_s_at	-4.279603557	0.086413694
C17orf72_232972_at	C17orf72	232972_at	-4.217992828	0.247803992
C17orf74_240082_s_at	C17orf74	240082_s_at	-10.53622149	0.072761115
C17orf75_203830_at	C17orf75	203830_at	-0.853880811	0.555066776
C17orf76-AS1_239754_at	C17orf76-AS1	239754_at	-2.950310882	0.021213422
C17orf77_1553298_at	C17orf77	1553298_at	-11.89935567	0.052384571
C17orf78_1553486_a_at	C17orf78	1553486_a_at	6.498615419	0.190830507
C17orf79_225096_at	C17orf79	225096_at	-0.534949373	0.646576341
C17orf80_221048_x_at	C17orf80	221048_x_at	0.153057572	0.912943436
C17orf81_223286_at	C17orf81	223286_at	-2.065979349	0.012745472
C17orf82_1555478_at	C17orf82	1555478_at	0.35314342	0.926462792
C17orf85_218896_s_at	C17orf85	218896_s_at	-3.978029132	0.042011557
C17orf89_225966_at	C17orf89	225966_at	-8.290211783	0.063900612
C17orf90_221797_at	C17orf90	221797_at	-0.25309308	0.815029259
C17orf96_228066_at	C17orf96	228066_at	-0.510798237	0.577201517
C17orf97_229238_at	C17orf97	229238_at	-1.321041624	0.092289447
C17orf98_244316_at	C17orf98	244316_at	-6.727603442	0.148111551
C17orf99_236981_at	C17orf99	236981_at	-4.230325616	0.366452791
C18orf1_209573_s_at	C18orf1	209573_s_at	-3.933753758	0.088016783
C18orf12_1553087_at	C18orf12	1553087_at	-1.070596581	0.76486947
C18orf15_1553435_at	C18orf15	1553435_at	1.500330948	0.767009175
C18orf21_223526_at	C18orf21	223526_at	-1.535164813	0.321817478
C18orf25_1553686_at	C18orf25	1553686_at	-6.308451696	0.02072519
C18orf32_224957_at	C18orf32	224957_at	1.32300581	0.201337674
C18orf34_1558820_a_at	C18orf34	1558820_a_at	6.516097056	0.019851341
C18orf42_243506_at	C18orf42	243506_at	-2.500543525	0.601056609
C18orf49_232222_at	C18orf49	232222_at	4.39663384	0.408746997
C18orf54_241733_at	C18orf54	241733_at	-1.317221765	0.15400221
C18orf56_228989_at	C18orf56	228989_at	-0.531371344	0.545856058
C18orf62_1556288_at	C18orf62	1556288_at	8.898785506	0.246903904
C18orf8_232348_at	C18orf8	232348_at	-8.053647286	0.042103617
C19orf10_221739_at	C19orf10	221739_at	-2.652391564	0.019852259
C19orf12_223983_s_at	C19orf12	223983_s_at	-1.219982298	0.130367415
C19orf18_236847_at	C19orf18	236847_at	-0.247644999	0.855417405
C19orf21_212925_at	C19orf21	212925_at	0.285434479	0.639291988
C19orf24_221587_s_at	C19orf24	221587_s_at	-1.556729642	0.456512499
C19orf25_226378_s_at	C19orf25	226378_s_at	0.553539906	0.723174934
C19orf26_215325_x_at	C19orf26	215325_x_at	-11.04526775	0.005136703
C19orf29_240373_at	C19orf29	240373_at	-9.638354368	0.000808523
C19orf33_223631_s_at	C19orf33	223631_s_at	0.007725148	0.978111941
C19orf40_214816_x_at	C19orf40	214816_x_at	-2.744829817	0.014069619
C19orf42_224712_x_at	C19orf42	224712_x_at	3.932187207	0.185065063
C19orf43_223003_at	C19orf43	223003_at	-2.718237355	0.079989858
C19orf44_232730_at	C19orf44	232730_at	-5.972326958	0.206502376
C19orf45_241842_x_at	C19orf45	241842_x_at	-1.001767723	0.631148539
C19orf46_235515_at	C19orf46	235515_at	0.708807116	0.108995248
C19orf47_234999_at	C19orf47	234999_at	-9.830530323	0.009723652
C19orf48_224468_s_at	C19orf48	224468_s_at	0.406457777	0.73260556
C19orf51_230033_at	C19orf51	230033_at	1.249502921	0.095127743
C19orf52_231901_at	C19orf52	231901_at	-1.461897474	0.29681189
C19orf53_217926_at	C19orf53	217926_at	-1.765070336	0.298447426
C19orf54_222052_at	C19orf54	222052_at	0.986575536	0.289247148
C19orf55_242640_at	C19orf55	242640_at	-2.010014316	0.53248947
C19orf57_206901_at	C19orf57	206901_at	-0.488692109	0.782637405
C19orf59_235568_at	C19orf59	235568_at	6.985646029	0.023810828
C19orf6_212575_at	C19orf6	212575_at	-2.864024213	0.036955975
C19orf60_51200_at	C19orf60	51200_at	1.131626555	0.321466444
C19orf63_224727_at	C19orf63	224727_at	-0.561993789	0.428579871
C19orf66_218429_s_at	C19orf66	218429_s_at	-2.085393353	0.009211688
C19orf68_238866_at	C19orf68	238866_at	-2.537613402	0.120523245
C19orf69_231632_at	C19orf69	231632_at	3.053318592	0.413738293
C19orf70_225823_at	C19orf70	225823_at	-1.457383592	0.384753337
C19orf73_220151_at	C19orf73	220151_at	0.478282145	0.833860793
C19orf75_1553887_at	C19orf75	1553887_at	8.366041623	0.356647813
C19orf76_232154_at	C19orf76	232154_at	0.755768581	0.599584631
C19orf77_231982_at	C19orf77	231982_at	-7.416131965	0.165122572
C19orf79_226006_at	C19orf79	226006_at	2.093275495	0.194120218
C19orf80_220437_at	C19orf80	220437_at	0.679000556	0.837665552
C19orf81_230814_at	C19orf81	230814_at	0.939842747	0.845788406
C1D_200056_s_at	C1D	200056_s_at	-2.461662337	0.265138976
C1GALT1_226107_at	C1GALT1	226107_at	-1.879800477	0.02829984
C1GALT1C1_219283_at	C1GALT1C1	219283_at	-0.963117106	0.263175616
C1orf100_237603_at	C1orf100	237603_at	-0.470207567	0.934960618
C1orf101_233578_at	C1orf101	233578_at	-10.14797831	0.026783526
C1orf105_214357_at	C1orf105	214357_at	-1.006162966	0.676544184
C1orf106_219010_at	C1orf106	219010_at	0.429212949	0.396674821
C1orf109_218712_at	C1orf109	218712_at	-1.019509498	0.4459531
C1orf110_1554960_at	C1orf110	1554960_at	-0.170746743	0.727972076
C1orf111_231163_at	C1orf111	231163_at	-3.340493576	0.452295288
C1orf112_220840_s_at	C1orf112	220840_s_at	-1.246991333	0.322310215
C1orf114_1555111_at	C1orf114	1555111_at	-9.703114405	0.250050132
C1orf115_218546_at	C1orf115	218546_at	0.991577367	0.008693658
C1orf116_219856_at	C1orf116	219856_at	-0.39508235	0.616569275
C1orf122_225480_at	C1orf122	225480_at	0.392114996	0.811332716
C1orf123_203197_s_at	C1orf123	203197_s_at	-1.841348133	0.17786455
C1orf124_223511_at	C1orf124	223511_at	1.069761056	0.384552056
C1orf126_239120_at	C1orf126	239120_at	-3.015318997	0.091687723
C1orf127_1553444_a_at	C1orf127	1553444_a_at	5.136977843	0.08553408
C1orf129_221182_at	C1orf129	221182_at	-5.853936058	0.34672116
C1orf131_226242_at	C1orf131	226242_at	0.536166733	0.69415123
C1orf133_230121_at	C1orf133	230121_at	-1.163559404	0.121264973
C1orf134_244834_at	C1orf134	244834_at	2.045739594	0.289155442
C1orf135_222946_s_at	C1orf135	222946_s_at	-2.8343389	0.012916537
C1orf144_212003_at	C1orf144	212003_at	-2.613542682	0.025306069
C1orf145_1560130_at	C1orf145	1560130_at	-5.602709094	0.145755865
C1orf150_1552908_at	C1orf150	1552908_at	2.823276379	0.677797794
C1orf158_231549_at	C1orf158	231549_at	3.343107722	0.518341177
C1orf159_219337_at	C1orf159	219337_at	-3.706035066	0.018302754
C1orf162_228532_at	C1orf162	228532_at	4.500822478	0.248312219
C1orf168_238625_at	C1orf168	238625_at	0.951588368	0.021800576
C1orf170_224501_at	C1orf170	224501_at	-6.129818721	0.005565413
C1orf172_236058_at	C1orf172	236058_at	1.061969934	0.278127653
C1orf173_229973_at	C1orf173	229973_at	0.277567199	0.629799926
C1orf174_238010_at	C1orf174	238010_at	-2.620743323	0.047662395
C1orf177_1557016_a_at	C1orf177	1557016_a_at	-0.952995563	0.856350819
C1orf180_1563743_at	C1orf180	1563743_at	6.618295015	0.273165262
C1orf182_230608_at	C1orf182	230608_at	-2.775133711	0.299792784
C1orf186_230381_at	C1orf186	230381_at	-2.92043276	0.525801414
C1orf187_1556826_s_at	C1orf187	1556826_s_at	8.016986414	0.144481156
C1orf191_232469_x_at	C1orf191	232469_x_at	2.105873139	0.349604028
C1orf192_231077_at	C1orf192	231077_at	-4.157944836	0.18652151
C1orf194_231044_at	C1orf194	231044_at	2.077314285	0.465953686
C1orf198_223063_at	C1orf198	223063_at	0.74895538	0.504911431
C1orf200_1559638_at	C1orf200	1559638_at	-2.514305454	0.62327021
C1orf201_227694_at	C1orf201	227694_at	-0.894000772	0.483775184
C1orf204_1556633_at	C1orf204	1556633_at	-1.116418673	0.644253036
C1orf21_221272_s_at	C1orf21	221272_s_at	2.852038724	0.09299821
C1orf210_1554246_at	C1orf210	1554246_at	0.744825818	0.301024104
C1orf212_225404_at	C1orf212	225404_at	-3.131948307	0.144154289
C1orf213_229086_at	C1orf213	229086_at	-2.015679244	0.049899303
C1orf216_212791_at	C1orf216	212791_at	-0.672301706	0.544654798
C1orf220_1563876_at	C1orf220	1563876_at	2.480082927	0.452950802
C1orf222_215788_at	C1orf222	215788_at	-0.820717111	0.84165928
C1orf226_227019_at	C1orf226	227019_at	1.044782242	0.045953522
C1orf227_1559390_a_at	C1orf227	1559390_a_at	-6.149559312	0.245820435
C1orf228_238365_s_at	C1orf228	238365_s_at	-8.273311288	0.118162477
C1orf233_227185_at	C1orf233	227185_at	-0.168889892	0.833891443
C1orf27_222720_x_at	C1orf27	222720_x_at	2.113791398	0.116536899
C1orf31_225638_at	C1orf31	225638_at	-1.462421736	0.276184569
C1orf35_219063_at	C1orf35	219063_at	0.032637561	0.979510213
C1orf38_210785_s_at	C1orf38	210785_s_at	-2.572386489	0.017529071
C1orf43_223034_s_at	C1orf43	223034_s_at	2.509952199	0.149370339
C1orf49_223938_at	C1orf49	223938_at	-3.630374898	0.191231703
C1orf50_219406_at	C1orf50	219406_at	-0.635103151	0.706480136
C1orf51_227285_at	C1orf51	227285_at	0.699607465	0.133872706
C1orf52_239038_at	C1orf52	239038_at	1.382809213	0.222340134
C1orf53_1558507_at	C1orf53	1558507_at	-1.707132407	0.121217125
C1orf54_219506_at	C1orf54	219506_at	-1.223582366	0.200800161
C1orf55_244103_at	C1orf55	244103_at	3.496231766	0.101622114
C1orf56_221222_s_at	C1orf56	221222_s_at	0.788726418	0.344528391
C1orf61_205103_at	C1orf61	205103_at	-1.598683836	0.14716506
C1orf63_209006_s_at	C1orf63	209006_s_at	1.19671572	0.543096544
C1orf64_229381_at	C1orf64	229381_at	0.76927546	0.017418969
C1orf65_1552391_at	C1orf65	1552391_at	-6.821106972	0.212361093
C1orf68_217087_at	C1orf68	217087_at	2.263171388	0.566002713
C1orf74_229933_at	C1orf74	229933_at	0.916927091	0.613750646
C1orf85_1558693_s_at	C1orf85	1558693_s_at	-1.38255928	0.159656562
C1orf86_229113_s_at	C1orf86	229113_s_at	-2.598653054	0.009048333
C1orf87_236710_at	C1orf87	236710_at	-2.197515047	0.729346543
C1orf88_228100_at	C1orf88	228100_at	1.568652382	0.11683172
C1orf9_203429_s_at	C1orf9	203429_s_at	2.446765572	0.002892585
C1orf94_231514_at	C1orf94	231514_at	-3.718248899	0.321178726
C1orf95_232104_at	C1orf95	232104_at	-3.656151241	0.358539079
C1orf96_1553697_at	C1orf96	1553697_at	-0.547815743	0.61290773
C1orf98_1562909_at	C1orf98	1562909_at	-8.509103111	0.121125439
C1QA_218232_at	C1QA	218232_at	-4.258357256	0.587771641
C1QB_202953_at	C1QB	202953_at	-5.103637769	0.316834961
C1QBP_208910_s_at	C1QBP	208910_s_at	-2.165606526	0.097761215
C1QC_225353_s_at	C1QC	225353_s_at	-0.59421916	0.87999814
C1QL1_205575_at	C1QL1	205575_at	-1.517051742	0.146780116
C1QTNF1_220975_s_at	C1QTNF1	220975_s_at	-2.329906366	0.058430362
C1QTNF2_223749_at	C1QTNF2	223749_at	-1.265142572	0.32206747
C1QTNF3_1561263_at	C1QTNF3	1561263_at	2.220049413	0.052019595
C1QTNF4_223708_at	C1QTNF4	223708_at	-11.5512643	0.094022893
C1QTNF6_223571_at	C1QTNF6	223571_at	-0.493878489	0.50280951
C1QTNF7_239349_at	C1QTNF7	239349_at	-2.58367296	0.633294081
C1QTNF9_1554233_at	C1QTNF9	1554233_at	4.506244094	0.386164936
C1QTNF9B-AS1_222277_at	C1QTNF9B-AS1	222277_at	0.731471973	0.452238116
C1R_212067_s_at	C1R	212067_s_at	-1.099661937	0.047211495
C1RL_233645_s_at	C1RL	233645_s_at	-3.515091839	0.097499738
C1S_208747_s_at	C1S	208747_s_at	-1.225576206	0.009818412
C2_203052_at	C2	203052_at	2.087542989	0.397000671
C20orf11_218448_at	C20orf11	218448_at	2.69278517	0.027922041
C20orf111_209020_at	C20orf111	209020_at	-1.18801214	0.376971326
C20orf112_230955_s_at	C20orf112	230955_s_at	-3.086177589	0.004913083
C20orf118_233829_at	C20orf118	233829_at	-12.35112327	0.001610734
C20orf132_236618_at	C20orf132	236618_at	-8.918682489	0.050231066
C20orf141_231360_at	C20orf141	231360_at	-3.915651481	0.355230673
C20orf144_231522_at	C20orf144	231522_at	-10.29153792	0.073326403
C20orf151_236258_at	C20orf151	236258_at	-2.301293037	0.362098873
C20orf152_1552686_at	C20orf152	1552686_at	-3.766580793	0.36823779
C20orf160_1570070_at	C20orf160	1570070_at	5.026507376	0.294325235
C20orf166-AS1_1553204_at	C20orf166-AS1	1553204_at	5.362833497	0.236326345
C20orf166_232892_at	C20orf166	232892_at	-1.235890791	0.706674079
C20orf173_233143_at	C20orf173	233143_at	13.33542711	0.094388775
C20orf181_1567036_at	C20orf181	1567036_at	-7.750698541	0.021169635
C20orf187_233598_at	C20orf187	233598_at	4.373871579	0.439170149
C20orf194_226607_at	C20orf194	226607_at	-0.607998817	0.47351402
C20orf195_220426_at	C20orf195	220426_at	-0.378002642	0.808283382
C20orf196_235063_at	C20orf196	235063_at	1.297168547	0.323362413
C20orf197_1553311_at	C20orf197	1553311_at	-2.202830375	0.665530921
C20orf20_218586_at	C20orf20	218586_at	-1.298522494	0.330726486
C20orf201_1554977_at	C20orf201	1554977_at	-1.880564309	0.550811784
C20orf202_1556266_a_at	C20orf202	1556266_a_at	-7.101646402	0.030524755
C20orf203_1556721_at	C20orf203	1556721_at	10.66613152	0.000576093
C20orf24_224376_s_at	C20orf24	224376_s_at	-1.063992532	0.272123982
C20orf26_240453_at	C20orf26	240453_at	6.178264535	0.119154839
C20orf27_50314_i_at	C20orf27	50314_i_at	-2.811625298	0.000919788
C20orf3_228309_at	C20orf3	228309_at	1.635746268	0.170349291
C20orf30_220477_s_at	C20orf30	220477_s_at	-1.721332825	0.181840862
C20orf4_218089_at	C20orf4	218089_at	-0.554913317	0.701457451
C20orf43_236702_at	C20orf43	236702_at	-6.68676115	0.070900718
C20orf57_234829_at	C20orf57	234829_at	0.206015435	0.964008745
C20orf62_1570328_s_at	C20orf62	1570328_s_at	8.294595642	0.035202355
C20orf7_222894_x_at	C20orf7	222894_x_at	-2.956674412	0.054503087
C20orf72_225890_at	C20orf72	225890_at	-0.080847048	0.960833369
C20orf79_231134_at	C20orf79	231134_at	-1.74386024	0.760390338
C20orf85_229542_at	C20orf85	229542_at	3.370850338	0.544958501
C20orf94_236390_at	C20orf94	236390_at	0.373584769	0.614820035
C20orf96_231905_at	C20orf96	231905_at	0.182457142	0.963038541
C21orf119_227424_x_at	C21orf119	227424_x_at	-1.47825997	0.18059253
C21orf128_1553282_at	C21orf128	1553282_at	7.517650936	0.093184096
C21orf15_1558589_at	C21orf15	1558589_at	-0.506749453	0.935335461
C21orf2_221975_s_at	C21orf2	221975_s_at	-7.668720817	0.066798561
C21orf33_210667_s_at	C21orf33	210667_s_at	-0.907505461	0.47145404
C21orf37_240801_at	C21orf37	240801_at	-1.739656481	0.744668774
C21orf49_1557782_s_at	C21orf49	1557782_s_at	9.964373703	0.015346472
C21orf56_223360_at	C21orf56	223360_at	-0.419518652	0.552041194
C21orf58_1559439_s_at	C21orf58	1559439_s_at	-2.512431526	0.18778906
C21orf59_218123_at	C21orf59	218123_at	1.467283573	0.346013352
C21orf62_220543_at	C21orf62	220543_at	2.67216478	0.575177635
C21orf63_227188_at	C21orf63	227188_at	-0.464435606	0.453242857
C21orf67_1555627_s_at	C21orf67	1555627_s_at	-1.783577318	0.604430312
C21orf7_221211_s_at	C21orf7	221211_s_at	-1.316009737	0.113378315
C21orf88_1553850_at	C21orf88	1553850_at	3.933670527	0.33267427
C21orf90_1554954_at	C21orf90	1554954_at	-2.2513964	0.443233085
C21orf91-OT1_1560633_a_at	C21orf91-OT1	1560633_a_at	-2.699118684	0.209413572
C21orf91_220941_s_at	C21orf91	220941_s_at	-2.11006684	0.000375685
C22orf13_223039_at	C22orf13	223039_at	2.730980818	0.007461759
C22orf15_1558333_at	C22orf15	1558333_at	2.633109021	0.606575986
C22orf23_223706_at	C22orf23	223706_at	-2.269892852	0.409384074
C22orf24_207701_at	C22orf24	207701_at	-0.705078764	0.870520049
C22orf25_235396_at	C22orf25	235396_at	-0.466124712	0.764218746
C22orf26_220681_at	C22orf26	220681_at	0.572611043	0.888425573
C22orf28_239980_at	C22orf28	239980_at	3.986479575	0.326055648
C22orf29_219560_at	C22orf29	219560_at	1.094107068	0.488191475
C22orf31_206839_at	C22orf31	206839_at	-1.537789523	0.679791798
C22orf32_225795_at	C22orf32	225795_at	1.218119989	0.345785394
C22orf34_235839_at	C22orf34	235839_at	-9.763206553	0.056794983
C22orf39_1553974_at	C22orf39	1553974_at	0.656271895	0.575162943
C22orf40_227590_at	C22orf40	227590_at	-4.3310068	0.016313671
C22orf42_1555990_at	C22orf42	1555990_at	-6.461963768	0.097618184
C22orf43_237325_at	C22orf43	237325_at	4.711827717	0.395513145
C22orf45_237447_at	C22orf45	237447_at	-5.152196581	0.111643815
C22orf46_219309_at	C22orf46	219309_at	-3.160927076	0.157792795
C2CD2_212875_s_at	C2CD2	212875_s_at	-0.134718578	0.790427968
C2CD2L_204758_s_at	C2CD2L	204758_s_at	5.072980895	0.055786451
C2CD3_231708_at	C2CD3	231708_at	-2.002732154	0.384778746
C2CD4A_241031_at	C2CD4A	241031_at	0.725396264	0.225292005
C2CD4B_229727_x_at	C2CD4B	229727_x_at	-5.557051618	0.190151768
C2CD4C_230819_at	C2CD4C	230819_at	-0.486121525	0.890693561
C2orf15_1552740_at	C2orf15	1552740_at	0.443719325	0.636687486
C2orf16_224000_at	C2orf16	224000_at	-2.472753611	0.445610788
C2orf18_1554444_s_at	C2orf18	1554444_s_at	-2.818645822	0.124562253
C2orf27A_206611_at	C2orf27A	206611_at	-0.013148291	0.996425964
C2orf28_219329_s_at	C2orf28	219329_s_at	-3.627161827	0.089075527
C2orf29_224695_at	C2orf29	224695_at	2.370839756	0.041611405
C2orf40_223623_at	C2orf40	223623_at	0.4723635	0.91331438
C2orf42_219128_at	C2orf42	219128_at	-1.894661095	0.167876434
C2orf43_222192_s_at	C2orf43	222192_s_at	0.453092188	0.566891346
C2orf44_219120_at	C2orf44	219120_at	-1.741689187	0.3426182
C2orf47_219176_at	C2orf47	219176_at	-0.775889267	0.610388382
C2orf49_219662_at	C2orf49	219662_at	-2.536088443	0.074705019
C2orf50_1563814_at	C2orf50	1563814_at	12.23617213	0.020592064
C2orf51_241430_at	C2orf51	241430_at	1.879066671	0.657086709
C2orf53_237319_at	C2orf53	237319_at	-2.942849267	0.537365312
C2orf54_220149_at	C2orf54	220149_at	0.029167817	0.953220546
C2orf55_228067_at	C2orf55	228067_at	0.797343682	0.047064119
C2orf56_223560_s_at	C2orf56	223560_s_at	-3.047203316	0.037608463
C2orf57_238187_at	C2orf57	238187_at	-1.241784742	0.75535936
C2orf61_1553460_at	C2orf61	1553460_at	5.117043681	0.292181634
C2orf63_228316_at	C2orf63	228316_at	2.088471907	0.038773589
C2orf65_234325_at	C2orf65	234325_at	10.57907234	0.162278529
C2orf68_232145_at	C2orf68	232145_at	0.937063061	0.473746495
C2orf69_227973_at	C2orf69	227973_at	0.517964968	0.645446693
C2orf70_231126_at	C2orf70	231126_at	-4.448283674	0.270931759
C2orf71_1556312_at	C2orf71	1556312_at	-5.558500291	0.449726471
C2orf72_213143_at	C2orf72	213143_at	2.58347534	0.004883869
C2orf73_231081_at	C2orf73	231081_at	-6.330917798	0.28456264
C2orf74_1568658_at	C2orf74	1568658_at	-0.422506656	0.356037755
C2orf76_227840_at	C2orf76	227840_at	0.21116793	0.864823958
C2orf77_236909_at	C2orf77	236909_at	-4.264018355	0.278995185
C2orf80_241998_at	C2orf80	241998_at	2.592271749	0.686782945
C2orf81_236070_at	C2orf81	236070_at	4.104788549	0.078091438
C2orf82_230244_at	C2orf82	230244_at	-3.512439327	0.203684517
C2orf83_208265_at	C2orf83	208265_at	-7.43656998	0.063026308
C2orf84_231386_at	C2orf84	231386_at	-10.88579389	0.005369723
C2orf88_228195_at	C2orf88	228195_at	-2.972750941	0.254001904
C2orf89_227867_at	C2orf89	227867_at	-1.506180399	0.073110717
C3_217767_at	C3	217767_at	-1.156469988	0.017405709
C3AR1_209906_at	C3AR1	209906_at	-2.78464506	0.597711979
C3orf14_236068_s_at	C3orf14	236068_s_at	3.15866507	0.020379197
C3orf15_1555719_a_at	C3orf15	1555719_a_at	-1.720392041	0.602360658
C3orf17_225281_at	C3orf17	225281_at	-0.841989027	0.676950411
C3orf18_219114_at	C3orf18	219114_at	-2.347402659	0.227466006
C3orf19_225559_at	C3orf19	225559_at	2.105020639	0.090339164
C3orf20_224273_at	C3orf20	224273_at	0.036595393	0.990221897
C3orf22_237894_at	C3orf22	237894_at	-5.54044222	0.418888776
C3orf23_241663_at	C3orf23	241663_at	-6.147128787	0.204445037
C3orf24_231531_at	C3orf24	231531_at	1.133044314	0.742275117
C3orf25_232639_at	C3orf25	232639_at	-0.629232964	0.887761039
C3orf26_224523_s_at	C3orf26	224523_s_at	-3.872445278	0.006380424
C3orf27_208440_at	C3orf27	208440_at	-0.570349604	0.885432189
C3orf30_1553146_at	C3orf30	1553146_at	-4.35646317	0.359576592
C3orf32_206741_at	C3orf32	206741_at	-5.180151238	0.248386302
C3orf33_1554176_a_at	C3orf33	1554176_a_at	3.927230849	0.002122374
C3orf35_237368_at	C3orf35	237368_at	-2.949014158	0.499013148
C3orf36_221175_at	C3orf36	221175_at	-6.78496018	0.090539448
C3orf37_201677_at	C3orf37	201677_at	0.525450643	0.667185949
C3orf38_1569128_at	C3orf38	1569128_at	5.620137502	0.215488204
C3orf39_225689_at	C3orf39	225689_at	-0.122026058	0.926269064
C3orf43_1559429_a_at	C3orf43	1559429_a_at	-4.566097489	0.291430044
C3orf45_237024_at	C3orf45	237024_at	-1.344457571	0.722701078
C3orf49_1553805_at	C3orf49	1553805_at	8.97669877	0.023068564
