	X54675	X54675.1	docetaxel.coeff	docetaxel.pvalue
C3orf51_208247_at	C3orf51	208247_at	-0.386474714	0.948902044
C3orf52_219474_at	C3orf52	219474_at	1.324286074	0.146425983
C3orf55_1558552_s_at	C3orf55	1558552_s_at	-3.087780995	0.099693937
C3orf56_1562762_at	C3orf56	1562762_at	-0.091800144	0.98563223
C3orf58_228079_at	C3orf58	228079_at	-3.967676895	0.289517554
C3orf62_1569374_at	C3orf62	1569374_at	5.796432173	0.042741015
C3orf64_221935_s_at	C3orf64	221935_s_at	-0.739567108	0.133799802
C3orf65_1563208_s_at	C3orf65	1563208_s_at	5.87735688	0.150781237
C3orf67_231539_at	C3orf67	231539_at	7.81423757	0.096373619
C3orf70_242447_at	C3orf70	242447_at	0.225107599	0.530837727
C3orf71_1559532_at	C3orf71	1559532_at	-0.551341026	0.796382299
C3orf75_229864_at	C3orf75	229864_at	-2.835324876	0.008569869
C3orf78_238207_at	C3orf78	238207_at	4.031208179	0.067213687
C3orf79_1555839_a_at	C3orf79	1555839_a_at	1.280652062	0.772166301
C3orf80_236738_at	C3orf80	236738_at	0.914850326	0.440282363
C3P1_231691_at	C3P1	231691_at	-0.942323581	0.792640361
C4BPA_205654_at	C4BPA	205654_at	2.26617195	0.559614172
C4BPB_208209_s_at	C4BPB	208209_s_at	-0.283553906	0.834280167
C4orf17_223990_at	C4orf17	223990_at	-0.265542355	0.959582509
C4orf19_235350_at	C4orf19	235350_at	0.864278357	0.004741332
C4orf21_231204_at	C4orf21	231204_at	1.748739947	0.432372138
C4orf22_231565_at	C4orf22	231565_at	-4.549578494	0.118687448
C4orf26_236984_at	C4orf26	236984_at	-2.247812644	0.039718577
C4orf27_218646_at	C4orf27	218646_at	-0.890561959	0.462529152
C4orf29_236240_at	C4orf29	236240_at	3.210897099	0.06401517
C4orf3_224605_at	C4orf3	224605_at	0.976312096	0.382842998
C4orf32_227856_at	C4orf32	227856_at	1.621811345	0.000763736
C4orf33_1552372_at	C4orf33	1552372_at	-19.66277922	0.031073838
C4orf34_224990_at	C4orf34	224990_at	1.518103578	0.005393836
C4orf36_1552919_at	C4orf36	1552919_at	0.297059283	0.913084215
C4orf37_1555096_at	C4orf37	1555096_at	0.640374194	0.826118235
C4orf42_237642_at	C4orf42	237642_at	-3.810969627	0.313926002
C4orf45_1553838_at	C4orf45	1553838_at	-6.174491323	0.216606042
C4orf46_238015_at	C4orf46	238015_at	-0.380618766	0.649444503
C4orf47_236915_at	C4orf47	236915_at	-0.885380864	0.324649212
C4orf48_229860_x_at	C4orf48	229860_x_at	-0.37453882	0.438587023
C4orf49_223734_at	C4orf49	223734_at	-1.159363468	0.165183023
C4orf52_225014_at	C4orf52	225014_at	-0.6907689	0.229794907
C4orf6_207241_at	C4orf6	207241_at	-12.29626437	0.022481203
C5_205500_at	C5	205500_at	1.98831213	0.006749949
C5AR1_220088_at	C5AR1	220088_at	1.586771701	0.47753263
C5orf15_229260_at	C5orf15	229260_at	3.413181553	0.221066182
C5orf17_1552954_at	C5orf17	1552954_at	-0.116486613	0.86637583
C5orf20_239529_at	C5orf20	239529_at	-4.165193982	0.407040575
C5orf22_1565939_at	C5orf22	1565939_at	-3.47488868	0.041128424
C5orf24_224875_at	C5orf24	224875_at	1.752976159	0.088235243
C5orf25_228805_at	C5orf25	228805_at	-0.435971937	0.364096233
C5orf27_239380_at	C5orf27	239380_at	3.211720087	0.430931103
C5orf28_238635_at	C5orf28	238635_at	2.733822804	0.00048964
C5orf30_221823_at	C5orf30	221823_at	1.644978882	0.034148153
C5orf34_229886_at	C5orf34	229886_at	-1.376923103	0.193296475
C5orf39_227877_at	C5orf39	227877_at	-0.003064581	0.995484247
C5orf4_48031_r_at	C5orf4	48031_r_at	-2.590318502	0.174562386
C5orf41_225956_at	C5orf41	225956_at	-0.367723682	0.710034453
C5orf42_219381_at	C5orf42	219381_at	0.345876341	0.754241218
C5orf43_224740_at	C5orf43	224740_at	3.460226546	0.043369289
C5orf44_1559369_at	C5orf44	1559369_at	3.736519486	0.020763635
C5orf45_220341_s_at	C5orf45	220341_s_at	-2.710179614	0.200659679
C5orf46_1554195_a_at	C5orf46	1554195_a_at	-0.647257342	0.043735705
C5orf47_1557057_a_at	C5orf47	1557057_a_at	-18.74847164	0.00295676
C5orf48_237428_at	C5orf48	237428_at	7.237464135	0.169874567
C5orf49_239722_at	C5orf49	239722_at	-2.081218526	0.599336558
C5orf51_226159_at	C5orf51	226159_at	4.558661589	0.002808288
C5orf54_220770_s_at	C5orf54	220770_s_at	-0.722496646	0.395776865
C5orf55_235219_at	C5orf55	235219_at	0.371048734	0.816584368
C5orf56_230405_at	C5orf56	230405_at	-1.831881717	0.014767693
C5orf58_1554115_at	C5orf58	1554115_at	4.434173021	0.173669053
C5orf62_223276_at	C5orf62	223276_at	-0.464851976	0.444676952
C5orf63_236642_at	C5orf63	236642_at	4.661130156	0.1758916
C5orf64_1553426_at	C5orf64	1553426_at	-5.817678969	0.155228695
C6_210168_at	C6	210168_at	2.102553127	0.584144522
C6orf1_226306_at	C6orf1	226306_at	-2.144507696	0.150783383
C6orf10_207523_at	C6orf10	207523_at	-2.181295047	0.544270629
C6orf106_217924_at	C6orf106	217924_at	-1.463463521	0.352945054
C6orf108_204238_s_at	C6orf108	204238_s_at	-0.383517921	0.75073482
C6orf115_223361_at	C6orf115	223361_at	-0.548770511	0.526112774
C6orf118_232777_s_at	C6orf118	232777_s_at	-14.82604947	0.021694311
C6orf120_221787_at	C6orf120	221787_at	2.143802348	0.048951599
C6orf123_207698_at	C6orf123	207698_at	-3.094257342	0.119045955
C6orf130_238860_at	C6orf130	238860_at	1.991625659	0.261405449
C6orf132_241455_at	C6orf132	241455_at	2.001215313	0.054705255
C6orf136_227456_s_at	C6orf136	227456_s_at	-2.570128456	0.041749924
C6orf141_1554314_at	C6orf141	1554314_at	1.354661154	0.002042843
C6orf147_241024_at	C6orf147	241024_at	-2.900570081	0.036567902
C6orf15_221100_at	C6orf15	221100_at	-2.394317696	0.480367905
C6orf162_213314_at	C6orf162	213314_at	1.498612252	0.466107745
C6orf163_242446_at	C6orf163	242446_at	3.133473818	0.249048796
C6orf164_230506_at	C6orf164	230506_at	-2.10622975	0.598727369
C6orf165_230273_at	C6orf165	230273_at	1.11619313	0.43601686
C6orf170_1553726_s_at	C6orf170	1553726_s_at	2.039327545	0.042945
C6orf183_1553446_at	C6orf183	1553446_at	9.859954455	0.000287388
C6orf192_226301_at	C6orf192	226301_at	-0.454854371	0.31137146
C6orf195_1553363_at	C6orf195	1553363_at	-7.341457917	0.125166988
C6orf201_231642_at	C6orf201	231642_at	-3.482796418	0.220764899
C6orf203_223576_at	C6orf203	223576_at	-0.935143139	0.497439813
C6orf211_218195_at	C6orf211	218195_at	1.438542191	0.013680891
C6orf221_231474_at	C6orf221	231474_at	1.236386509	0.769882511
C6orf223_230944_at	C6orf223	230944_at	-1.77330739	0.383367157
C6orf225_225812_at	C6orf225	225812_at	-0.181649995	0.746155735
C6orf226_228458_at	C6orf226	228458_at	-0.666618535	0.580135788
C6orf228_227124_at	C6orf228	227124_at	-2.61331757	0.001455056
C6orf25_221342_at	C6orf25	221342_at	-2.821533952	0.568469452
C6orf47_204968_at	C6orf47	204968_at	-2.060074593	0.362786336
C6orf48_220755_s_at	C6orf48	220755_s_at	-2.784504674	0.0018123
C6orf52_236504_x_at	C6orf52	236504_x_at	-0.146793694	0.87561846
C6orf57_238504_at	C6orf57	238504_at	0.253047644	0.691557292
C6orf58_238383_at	C6orf58	238383_at	-2.819188205	0.219027634
C6orf62_213872_at	C6orf62	213872_at	-4.616273293	0.002374179
C6orf70_227656_at	C6orf70	227656_at	0.747369847	0.509336913
C6orf72_225576_at	C6orf72	225576_at	-0.93137792	0.572735298
C6orf89_224977_at	C6orf89	224977_at	2.3663573	0.059095793
C6orf97_220581_at	C6orf97	220581_at	1.019008858	0.01242508
C6orf99_230487_at	C6orf99	230487_at	1.191469559	0.129418007
C7_202992_at	C7	202992_at	7.629981991	0.326734513
C7orf10_219655_at	C7orf10	219655_at	-0.694591402	0.090013907
C7orf13_223630_at	C7orf13	223630_at	-0.403147344	0.674013878
C7orf23_204215_at	C7orf23	204215_at	-4.042121642	0.000444156
C7orf26_47083_at	C7orf26	47083_at	-2.326573878	0.143262888
C7orf29_227598_at	C7orf29	227598_at	-0.548578372	0.538280584
C7orf31_229146_at	C7orf31	229146_at	-1.436900817	0.058710471
C7orf33_1553927_at	C7orf33	1553927_at	-4.214761721	0.350561375
C7orf34_231435_at	C7orf34	231435_at	7.778367849	0.171966087
C7orf41_226018_at	C7orf41	226018_at	0.712651849	0.38304893
C7orf42_218008_at	C7orf42	218008_at	-1.668734385	0.255587829
C7orf43_220659_s_at	C7orf43	220659_s_at	-2.565689518	0.099951997
C7orf44_232330_at	C7orf44	232330_at	-2.448883408	0.089683669
C7orf45_1553330_at	C7orf45	1553330_at	-9.437750021	0.136585624
C7orf46_228600_x_at	C7orf46	228600_x_at	0.267410383	0.621965217
C7orf49_220949_s_at	C7orf49	220949_s_at	-2.410734747	0.024387989
C7orf50_224478_s_at	C7orf50	224478_s_at	2.81950503	0.110136671
C7orf53_1569852_at	C7orf53	1569852_at	3.969558904	0.371506651
C7orf55_226781_at	C7orf55	226781_at	-1.953240252	0.019680841
C7orf57_1557636_a_at	C7orf57	1557636_a_at	-5.340172496	0.161510981
C7orf58_228728_at	C7orf58	228728_at	-0.340767178	0.534447338
C7orf59_224890_s_at	C7orf59	224890_s_at	-2.320887647	0.054878095
C7orf60_228149_at	C7orf60	228149_at	-1.13228605	0.259627814
C7orf61_229913_at	C7orf61	229913_at	-4.605605523	0.20010583
C7orf62_231441_at	C7orf62	231441_at	-2.484548416	0.5595813
C7orf63_1554919_s_at	C7orf63	1554919_s_at	0.668719718	0.677908663
C7orf69_221172_at	C7orf69	221172_at	-2.51719802	0.23028829
C7orf70_224452_s_at	C7orf70	224452_s_at	0.970305113	0.490056673
C7orf71_1559627_at	C7orf71	1559627_at	7.408905361	0.071604033
C7orf73_224752_at	C7orf73	224752_at	-3.108991702	0.010011665
C8A_206305_s_at	C8A	206305_s_at	-5.187121572	0.345641944
C8B_206979_at	C8B	206979_at	4.383686769	0.364990149
C8G_210324_at	C8G	210324_at	-2.667244463	0.395214638
C8orf12_1552448_a_at	C8orf12	1552448_a_at	7.635089667	0.20380484
C8orf17_208266_at	C8orf17	208266_at	3.499191453	0.398944253
C8orf22_235981_at	C8orf22	235981_at	2.243164937	0.595543258
C8orf31_1552793_at	C8orf31	1552793_at	-0.654277678	0.436591838
C8orf33_222551_s_at	C8orf33	222551_s_at	-0.797623674	0.159507943
C8orf34_231380_at	C8orf34	231380_at	0.361791892	0.63410565
C8orf37_244569_at	C8orf37	244569_at	1.182877915	0.145843048
C8orf38_230016_at	C8orf38	230016_at	1.276606596	0.024399373
C8orf39_220222_at	C8orf39	220222_at	-3.060218987	0.537103926
C8orf4_218541_s_at	C8orf4	218541_s_at	-0.187759061	0.715186816
C8orf40_225534_at	C8orf40	225534_at	-0.067055374	0.941979382
C8orf42_226778_at	C8orf42	226778_at	0.453364496	0.482662296
C8orf44_220216_at	C8orf44	220216_at	2.113241331	0.08358579
C8orf45_1569677_a_at	C8orf45	1569677_a_at	2.58119982	0.587427423
C8orf46_229430_at	C8orf46	229430_at	2.022518686	0.106059755
C8orf47_1552390_a_at	C8orf47	1552390_a_at	-1.013536434	0.136079682
C8orf48_236634_at	C8orf48	236634_at	0.080938954	0.933431399
C8orf49_1564315_at	C8orf49	1564315_at	4.721655145	0.122116879
C8orf50_1556436_at	C8orf50	1556436_at	4.256485904	0.322781431
C8orf51_207458_at	C8orf51	207458_at	2.653991313	0.05940579
C8orf55_218500_at	C8orf55	218500_at	0.313585883	0.583852518
C8orf56_1554228_a_at	C8orf56	1554228_a_at	-2.125816886	0.722395272
C8orf58_227263_at	C8orf58	227263_at	-2.208306879	0.006930606
C8orf59_1555243_x_at	C8orf59	1555243_x_at	1.76987273	0.138294971
C8orf60_220712_at	C8orf60	220712_at	3.105406084	0.058514627
C8orf66_1563654_at	C8orf66	1563654_at	9.1544751	0.102127888
C8orf68_1554978_at	C8orf68	1554978_at	-3.843322327	0.309495084
C8orf71_210464_at	C8orf71	210464_at	2.143644831	0.723580594
C8orf73_227672_at	C8orf73	227672_at	-0.108042105	0.91608506
C8orf74_1569245_at	C8orf74	1569245_at	-3.2808791	0.572000991
C8orf75_232718_at	C8orf75	232718_at	1.463463074	0.38903907
C8orf76_225702_at	C8orf76	225702_at	-0.317593712	0.649813516
C8orf77_1558790_s_at	C8orf77	1558790_s_at	2.502669215	0.118067735
C8orf82_226710_at	C8orf82	226710_at	-0.309198735	0.692551319
C8orf83_1562066_at	C8orf83	1562066_at	6.692648109	0.013853073
C8orf84_235209_at	C8orf84	235209_at	-0.63867159	0.075536923
C9_206727_at	C9	206727_at	-2.32372798	0.62203428
C9orf100_230522_s_at	C9orf100	230522_s_at	-0.561103422	0.485191827
C9orf102_228211_at	C9orf102	228211_at	-1.751095791	0.208020965
C9orf103_227865_at	C9orf103	227865_at	0.974386327	0.364590346
C9orf107_1563260_at	C9orf107	1563260_at	-1.807398874	0.701973265
C9orf11_1554982_a_at	C9orf11	1554982_a_at	-6.584555186	0.313161874
C9orf114_222674_at	C9orf114	222674_at	1.369771976	0.292079047
C9orf116_59437_at	C9orf116	59437_at	0.859122323	0.28746806
C9orf117_1557866_at	C9orf117	1557866_at	9.836918865	0.050018369
C9orf123_224879_at	C9orf123	224879_at	-1.529887558	0.116938127
C9orf125_213386_at	C9orf125	213386_at	1.648150472	0.411363123
C9orf128_240871_at	C9orf128	240871_at	6.911360055	0.023227164
C9orf131_230985_at	C9orf131	230985_at	-0.36960064	0.925722071
C9orf135_236519_at	C9orf135	236519_at	7.285538869	0.139825771
C9orf142_226070_at	C9orf142	226070_at	0.206527966	0.819639679
C9orf148_1559340_at	C9orf148	1559340_at	0.833528809	0.872136114
C9orf152_229964_at	C9orf152	229964_at	0.798109124	0.006848298
C9orf156_222195_s_at	C9orf156	222195_s_at	-3.493827282	0.076822573
C9orf16_222166_at	C9orf16	222166_at	10.50234485	0.071318456
C9orf163_1553642_at	C9orf163	1553642_at	4.40032001	0.224443822
C9orf167_233589_x_at	C9orf167	233589_x_at	1.591136455	0.366008735
C9orf169_1569144_a_at	C9orf169	1569144_a_at	1.787236368	0.170621449
C9orf173_1566908_at	C9orf173	1566908_at	2.801106901	0.287480663
C9orf21_227534_at	C9orf21	227534_at	-1.691168662	0.004266036
C9orf23_225403_at	C9orf23	225403_at	-0.931004258	0.419908341
C9orf24_229012_at	C9orf24	229012_at	2.746442444	0.426885966
C9orf25_225146_at	C9orf25	225146_at	0.122911488	0.908988982
C9orf29_1562803_at	C9orf29	1562803_at	-1.655361447	0.812997278
C9orf3_232270_at	C9orf3	232270_at	-1.986454124	0.006147381
C9orf30_1552277_a_at	C9orf30	1552277_a_at	-1.477958627	0.007711552
C9orf31_221072_at	C9orf31	221072_at	8.958372613	0.030329893
C9orf37_223390_at	C9orf37	223390_at	-5.779274489	0.001620143
C9orf38_208077_at	C9orf38	208077_at	-2.002961938	0.124617145
C9orf4_239097_at	C9orf4	239097_at	10.24505961	0.044937957
C9orf40_222781_s_at	C9orf40	222781_s_at	-1.602811163	0.021955773
C9orf41_228324_at	C9orf41	228324_at	1.189056734	0.295225461
C9orf43_1554280_a_at	C9orf43	1554280_a_at	0.431989392	0.891168708
C9orf46_218992_at	C9orf46	218992_at	-1.476363034	0.285184604
C9orf47_1564274_at	C9orf47	1564274_at	2.308843945	0.106899414
C9orf5_223005_s_at	C9orf5	223005_s_at	-1.601007005	0.185929795
C9orf50_230335_at	C9orf50	230335_at	-18.16431316	0.000944688
C9orf53_220505_at	C9orf53	220505_at	2.923568458	0.403113379
C9orf57_240316_at	C9orf57	240316_at	4.434600065	0.304316641
C9orf62_1553919_at	C9orf62	1553919_at	0.778281894	0.891196323
C9orf64_223697_x_at	C9orf64	223697_x_at	5.020565628	0.008791251
C9orf66_1552757_s_at	C9orf66	1552757_s_at	4.372522508	0.009037958
C9orf68_1554708_s_at	C9orf68	1554708_s_at	-2.924871994	0.20739137
C9orf69_224962_at	C9orf69	224962_at	-0.14596238	0.925678338
C9orf7_61874_at	C9orf7	61874_at	5.139189158	0.004016412
C9orf71_1553809_a_at	C9orf71	1553809_a_at	4.319339958	0.324730128
C9orf72_1553133_at	C9orf72	1553133_at	0.282185202	0.86908164
C9orf78_218116_at	C9orf78	218116_at	0.812799728	0.690072029
C9orf79_1563868_a_at	C9orf79	1563868_a_at	-7.087927261	0.161410673
C9orf80_223558_at	C9orf80	223558_at	4.141094033	0.021983247
C9orf82_229462_at	C9orf82	229462_at	7.345355845	0.094961382
C9orf84_1553920_at	C9orf84	1553920_at	-1.680503116	0.705717558
C9orf85_238912_x_at	C9orf85	238912_x_at	-2.737290422	0.07630939
C9orf86_219828_at	C9orf86	219828_at	-1.409631708	0.344716701
C9orf89_223398_at	C9orf89	223398_at	0.847232131	0.406778164
C9orf9_220050_at	C9orf9	220050_at	-1.653680168	0.09003276
C9orf91_221865_at	C9orf91	221865_at	1.292174175	0.133101374
C9orf93_239712_at	C9orf93	239712_at	-23.1882887	0.043332431
C9orf95_1562761_at	C9orf95	1562761_at	2.264852085	0.603829141
C9orf96_1554787_at	C9orf96	1554787_at	5.064605958	0.46477
CA1_205949_at	CA1	205949_at	5.519077425	0.218491941
CA10_223550_s_at	CA10	223550_s_at	4.332889304	0.47961474
CA11_209726_at	CA11	209726_at	0.006705532	0.995092915
CA12_204508_s_at	CA12	204508_s_at	0.870919486	0.001562794
CA13_235899_at	CA13	235899_at	3.948014331	0.228229584
CA14_219464_at	CA14	219464_at	-3.643114152	0.420756222
CA2_209301_at	CA2	209301_at	0.003496802	0.992105288
CA3_204865_at	CA3	204865_at	1.239421535	0.389748665
CA4_206209_s_at	CA4	206209_s_at	-4.244951199	0.191858278
CA5A_207421_at	CA5A	207421_at	-1.651560185	0.635204819
CA5B_214082_at	CA5B	214082_at	1.301040228	0.026213968
CA5BP1_239106_at	CA5BP1	239106_at	2.066048023	0.091793907
CA6_206873_at	CA6	206873_at	-3.71963676	0.269609373
CA7_207504_at	CA7	207504_at	0.293359349	0.930704693
CA8_220234_at	CA8	220234_at	1.188170007	0.003580813
CA9_205199_at	CA9	205199_at	-1.064850568	0.041784722
CAB39_224311_s_at	CAB39	224311_s_at	-0.794688559	0.462272607
CAB39L_225915_at	CAB39L	225915_at	1.922575256	0.001275827
CABIN1_202624_s_at	CABIN1	202624_s_at	-1.963745807	0.208875949
CABLES1_1558621_at	CABLES1	1558621_at	1.812427197	0.058384946
CABLES2_226004_at	CABLES2	226004_at	1.98290994	0.022856273
CABP1_208321_s_at	CABP1	208321_s_at	-6.295362208	0.053061019
CABP2_207745_at	CABP2	207745_at	-10.9473687	0.020032214
CABP4_1552890_a_at	CABP4	1552890_a_at	-6.737167605	0.199285554
CABP5_221160_s_at	CABP5	221160_s_at	9.846480304	0.031810251
CABP7_243173_at	CABP7	243173_at	-0.791568973	0.439134544
CABS1_231612_at	CABS1	231612_at	10.63661314	0.1655408
CABYR_224279_s_at	CABYR	224279_s_at	-1.351823065	0.025895783
CACHD1_234888_at	CACHD1	234888_at	-4.787546172	0.306934216
CACNA1A_210770_s_at	CACNA1A	210770_s_at	-6.642068958	0.030130134
CACNA1B_207162_s_at	CACNA1B	207162_s_at	-6.663194163	0.095480245
CACNA1C_208020_s_at	CACNA1C	208020_s_at	-4.249042485	0.182946867
CACNA1D_210108_at	CACNA1D	210108_at	1.110689659	0.001845876
CACNA1E_208432_s_at	CACNA1E	208432_s_at	-13.38189751	0.048665836
CACNA1F_208377_s_at	CACNA1F	208377_s_at	0.433843448	0.91727062
CACNA1G_211315_s_at	CACNA1G	211315_s_at	-10.52705362	0.008897151
CACNA1H_222960_at	CACNA1H	222960_at	-4.389037685	0.088182763
CACNA1I_208299_at	CACNA1I	208299_at	-1.94852816	0.591873404
CACNA1S_217515_s_at	CACNA1S	217515_s_at	-3.280771187	0.447468388
CACNA2D1_207050_at	CACNA2D1	207050_at	-0.649277475	0.762305004
CACNA2D2_204811_s_at	CACNA2D2	204811_s_at	2.717170514	0.041518673
CACNA2D3_219714_s_at	CACNA2D3	219714_s_at	-1.531963733	0.123606194
CACNA2D4_1552690_a_at	CACNA2D4	1552690_a_at	4.015622237	0.386834353
CACNB1_210185_at	CACNB1	210185_at	-3.44156647	0.043163069
CACNB2_1555098_a_at	CACNB2	1555098_a_at	-5.66440553	0.274948788
CACNB3_34726_at	CACNB3	34726_at	0.702096487	0.490729844
CACNB4_207693_at	CACNB4	207693_at	0.609118587	0.453052466
CACNG1_206612_at	CACNG1	206612_at	2.151141984	0.306450704
CACNG2_244099_at	CACNG2	244099_at	-1.360904825	0.710141763
CACNG3_206384_at	CACNG3	206384_at	9.346836023	0.045827014
CACNG4_221585_at	CACNG4	221585_at	2.067931407	3.75999E-06
CACNG5_221401_at	CACNG5	221401_at	-2.169582959	0.69721737
CACNG6_1552863_a_at	CACNG6	1552863_a_at	2.823645084	0.32181086
CACNG7_224137_at	CACNG7	224137_at	-2.523092306	0.586829304
CACNG8_234750_at	CACNG8	234750_at	-5.026905014	0.131660599
CACYBP_201382_at	CACYBP	201382_at	1.422821366	0.36712101
CAD_202715_at	CAD	202715_at	-2.845654242	0.016818273
CADM1_209032_s_at	CADM1	209032_s_at	0.603191153	0.251997763
CADM2_1552752_a_at	CADM2	1552752_a_at	2.991789344	0.124825097
CADM3_213948_x_at	CADM3	213948_x_at	-3.861419867	0.343528305
CADM4_229335_at	CADM4	229335_at	2.151376111	0.157989435
CADPS_234220_at	CADPS	234220_at	-14.90321267	0.034745304
CADPS2_219572_at	CADPS2	219572_at	0.862424872	0.087302915
CAGE1_1563787_a_at	CAGE1	1563787_a_at	-5.131179849	0.285859112
CALB1_205626_s_at	CALB1	205626_s_at	-1.095780517	0.088266202
CALB2_205428_s_at	CALB2	205428_s_at	-0.378557547	0.438293294
CALCA_210727_at	CALCA	210727_at	-9.75410908	0.085376403
CALCB_214636_at	CALCB	214636_at	-0.064567586	0.969614461
CALCOCO1_209002_s_at	CALCOCO1	209002_s_at	3.267339273	0.0820756
CALCOCO2_235076_at	CALCOCO2	235076_at	1.344503918	0.004815859
CALCR_207886_s_at	CALCR	207886_s_at	1.449879319	0.081557609
CALCRL_234996_at	CALCRL	234996_at	-3.454728793	0.561912226
CALD1_214880_x_at	CALD1	214880_x_at	-3.355568855	0.002139791
CALHM1_1554367_at	CALHM1	1554367_at	8.882241111	0.026715668
CALHM2_57715_at	CALHM2	57715_at	-0.584121433	0.33813998
CALHM3_1554711_at	CALHM3	1554711_at	-3.430208544	0.176970165
CALM1_211984_at	CALM1	211984_at	1.265988066	0.147303876
CALM2_236159_x_at	CALM2	236159_x_at	2.101820219	0.704172341
CALM3_200622_x_at	CALM3	200622_x_at	-1.454257452	0.195312434
CALML3_210019_at	CALML3	210019_at	-6.80271301	0.276365703
CALML4_1568600_at	CALML4	1568600_at	2.853107595	0.08788708
CALML5_220414_at	CALML5	220414_at	-0.017482653	0.947092325
